"PMID","Year","Month","Title","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title"
"33690800",2021,"Jun","Cytokine-like protein 1-induced survival of monocytes suggests a combined ","10.1182/blood.2020008729 [doi]","Mouse models of chronic myeloid malignancies suggest that targeting mature cells ","Sevin, Margaux; Debeurme, Franck; Laplane, Lucie; Badel, Severine; Morabito, Margot; Newman, Hanna L; Torres-Martin, Miguel; Yang, Qin; Badaoui, Bouchra; Wagner-Ballon, Orianne; Saada, Veronique; Selimoglu-Buet, Dorothee; Kraus-Berthier, Laurence; Banquet, Sebastien; Derreal, Alix; Fenaux, Pierre; Itzykson, Raphael; Braun, Thorsten; Etienne, Gabriel; Berthon, Celine; Thepot, Sylvain; Kepp, Oliver; Kroemer, Guido; Padron, Eric; Figueroa, Maria E; Droin, Nathalie; Solary, Eric","INSERM U1287, Gustave Roussy Cancer Campus, Villejuif, France.; INSERM U1287, Gustave Roussy Cancer Campus, Villejuif, France.; Centre National de la Recherche Scientifique (CNRS), Unite Mixte de Recherche ; INSERM U1287, Gustave Roussy Cancer Campus, Villejuif, France.; INSERM U1287, Gustave Roussy Cancer Campus, Villejuif, France.; Malignant Hematology, H. Lee Moffitt Cancer Center and Research Institute, Tampa, ; Division of Liver Diseases, Icahn School of Medicine at Mount Sinai, New York, ; Human Genetics, University of Miami Miller School of Medicine, Miami, FL.; Departement d'Hematologie et Immunologie Biologiques, Assistance ; Departement d'Hematologie et Immunologie Biologiques, Assistance ; INSERM, Institut Mondor de Recherche Biomedicale, Equipe 9, Universite Paris Est ; Department of Biopathology, Gustave Roussy Cancer Campus, Villejuif, France.; INSERM U1287, Gustave Roussy Cancer Campus, Villejuif, France.; Institut de Recherches Internationales Servier Oncology R&D Unit, Suresnes, ; Institut de Recherches Internationales Servier Oncology R&D Unit, Suresnes, ; Institut de Recherches Internationales Servier Oncology R&D Unit, Suresnes, ; Senior Hematology Department and.; Department of Hematology, Hopital Saint Louis, Universite Paris Diderot, Paris, ; Department of Hematology, Hopital Avicenne, Universite Paris XIII, Bobigny, ; Department of Medical Oncology, Institut Bergonie, Bordeaux, France.; Department of Hematology, Centre Hospitalier Universitaire Claude Huriez, Lille, ; INSERM U1277-Canther, Institut pour la Recherche sur le Cancer de Lille, CNRS UMR ; Maladies du Sang, Centre Hospitalier Universitaire, Angers, France.; Metabolomics and Cell Biology Platforms, Institut Gustave Roussy, Villejuif, ; INSERM U1138, Centre de Recherche des Cordeliers, Equipe Labellisee par la Ligue ; Metabolomics and Cell Biology Platforms, Institut Gustave Roussy, Villejuif, ; INSERM U1138, Centre de Recherche des Cordeliers, Equipe Labellisee par la Ligue ; Pole de Biologie, AP-HP, Hopital Europeen Georges Pompidou, Paris, France.; Suzhou Institute for Systems Medicine, Chinese Academy of Medical Sciences, ; Department of Women's and Children's Health, Karolinska University Hospital, ; Malignant Hematology, H. Lee Moffitt Cancer Center and Research Institute, Tampa, ; Human Genetics, University of Miami Miller School of Medicine, Miami, FL.; Sylvester Comprehensive Cancer Center, University of Miami Miller School of ; INSERM U1287, Gustave Roussy Cancer Campus, Villejuif, France.; INSERM U1287, Gustave Roussy Cancer Campus, Villejuif, France.; Department of Hematology, Gustave Roussy Cancer Campus, Villejuif, France; and.; Faculte de Medecine, Universite Paris-Saclay, Le Kremlin-Bicetre, France.","eng","Journal Article; Research Support, Non-U.S. Gov't","Blood","Conflict-of-interest disclosure: L.K.-B., S. Banquet, and A.D. are employees of ","Blood"
"33318811",2021,"Jan","Death depression in Egyptian clinical and non-clinical groups.","10.1002/nop2.601 [doi]","AIM: The main aims of this study were to explore the differences between seven ","Abdel-Khalek, Ahmed M; Dadfar, Mahboubeh; Lester, David","Department of Psychology Faculty of Arts Alexandria University Alexandria Egypt.; School of Behavioral Sciences and Mental Health-Tehran Institute of Psychiatry ; Psychology Program Stockton University Stockton NJ USA.","eng","Journal Article","Nurs Open","The authors declare that there is no funding source, and they have no conflict of ","Nursing open"
"32953683",2020,"May","Predicting the Survival of AIDS Patients Using Two Frameworks of Statistical ",NA,"BACKGROUND: The present study aimed to estimate the survival of HIV-positive ","Khorashadizadeh, Fatemeh; Tabesh, Hamed; Parsaeian, Mahboubeh; Esmaily, Habibollah; Rahimi Foroushani, Abbas","Department of Epidemiology and Biostatistics, School of Public Health, Tehran ; Department of Medical Informatics, School of Medicine, Mashhad University of ; Department of Epidemiology and Biostatistics, School of Public Health, Tehran ; Social Determinants of Health Research Center, Mashhad University of Medical ; Department of Epidemiology and Biostatistics, School of Public Health, Tehran ","eng","Journal Article","Iran J Public Health","Conflict of interest The authors declare that there is no conflict of interests.","Iranian journal of public health"
"32876751",2021,"Dec","Palliative and high-intensity end-of-life care in schizophrenia patients with ","10.1007/s00406-020-01186-z [doi]","Schizophrenia is marked by inequities in cancer treatment and associated with ","Viprey, Marie; Pauly, Vanessa; Salas, Sebastien; Baumstarck, Karine; Orleans, Veronica; Llorca, Pierre-Michel; Lancon, Christophe; Auquier, Pascal; Boyer, Laurent; Fond, Guillaume","CEReSS-Health Services Research and Quality of Life Center, Faculte de Medecine, ; Department of Epidemiology and Health Economics, APHM, Marseille, France.; CEReSS-Health Services Research and Quality of Life Center, Faculte de Medecine, ; Department of Medical Information, APHM, Marseille, France.; Department of Adult Oncology, APHM, Marseille, France.; CEReSS-Health Services Research and Quality of Life Center, Faculte de Medecine, ; Department of Medical Information, APHM, Marseille, France.; CHU Clermont-Ferrand, Clermont-Ferrand, France.; CEReSS-Health Services Research and Quality of Life Center, Faculte de Medecine, ; Department of Psychiatry, APHM, Marseille, France.; CEReSS-Health Services Research and Quality of Life Center, Faculte de Medecine, ; Department of Epidemiology and Health Economics, APHM, Marseille, France.; CEReSS-Health Services Research and Quality of Life Center, Faculte de Medecine, ; Department of Epidemiology and Health Economics, APHM, Marseille, France.; Department of Medical Information, APHM, Marseille, France.; CEReSS-Health Services Research and Quality of Life Center, Faculte de Medecine, ; Department of Epidemiology and Health Economics, APHM, Marseille, France. ; Department of Medical Information, APHM, Marseille, France. ","eng","Journal Article","Eur Arch Psychiatry Clin Neurosci",NA,"European archives of psychiatry and clinical neuroscience"
"32821349",2020,"Summer","Risk of relapse and death from colorectal cancer and its related factors using ",NA,"AIM: This study aimed at modeling the risk of local relapse and death from ","Hajebi Khaniki, Saeideh; Fakoor, Vahid; Shahid Sales, Soodabeh; Esmaily, Habibollah; Heidarian Miri, Hamid","Student Research Committee, Department of Biostatistics, School of health, ; Department of Statistics, School of Mathematical Sciences, Ferdowsi University of ; Cancer research center, Mashhad University of Medical Sciences, Mashhad, Iran.; Social Determinants of Health Research Center, Department of Biostatistics, ; Social Determinants of Health Research Center, Department of Epidemiology, ","eng","Journal Article","Gastroenterol Hepatol Bed Bench",NA,"Gastroenterology and hepatology from bed to bench"
"32626654",2020,NA,"Protein Kinase CK2 in Cancer Energetics.","10.3389/fonc.2020.00893 [doi]; 893","Protein kinase CK2 (formerly known as casein kinase 2) is abnormally elevated in ","Silva-Pavez, Eduardo; Tapia, Julio C","Programa de Biologia Celular y Molecular, Instituto de Ciencias Biomedicas, ; Programa de Biologia Celular y Molecular, Instituto de Ciencias Biomedicas, ","eng","Journal Article; Review","Front Oncol",NA,"Frontiers in oncology"
"32621553",2021,"Mar","Reporting of alcohol as a contributor to death in Australian national suicide ","10.1111/add.15180 [doi]","AIM: To describe the assignment of International Classification of Disease ","Chitty, Kate M; Schumann, Jennifer L; Moran, Lauren L; Chong, Daniel G; Hurzeler, Tristan P; Buckley, Nicholas A","The University of Sydney Faculty of Medicine and Health, Discipline of ; Victorian Institute of Forensic Medicine, Department of Forensic Medicine, Monash ; Australian Bureau of Statistics, Health and Vital Statistics Section, Brisbane, ; The University of Sydney Faculty of Medicine and Health, Discipline of ; The University of Sydney Faculty of Medicine and Health, Discipline of ; The University of Sydney Faculty of Medicine and Health, Discipline of ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addiction",NA,"Addiction (Abingdon, England)"
"32533718",2021,"Feb","Characteristics and circumstances of death related to the self-administration of ","10.1111/add.15154 [doi]","BACKGROUND AND AIMS: Ketamine is used for anaesthesia, sedation and the treatment ","Darke, Shane; Duflou, Johan; Farrell, Michael; Peacock, Amy; Lappin, Julia","National Drug and Alcohol Research Centre, University of New South Wales, Sydney, ; National Drug and Alcohol Research Centre, University of New South Wales, Sydney, ; Sydney Medical School, University of Sydney, Sydney, NSW, Australia.; National Drug and Alcohol Research Centre, University of New South Wales, Sydney, ; National Drug and Alcohol Research Centre, University of New South Wales, Sydney, ; National Drug and Alcohol Research Centre, University of New South Wales, Sydney, ; School of Psychiatry, University of New South Wales, Sydney, NSW, Australia.","eng","Journal Article; Research Support, Non-U.S. Gov't","Addiction",NA,"Addiction (Abingdon, England)"
"32450359",2020,"Aug","Suicide mortality after discharge from inpatient care for bipolar disorder: A ","S0022-3956(20)30026-1 [pii]; 10.1016/j.jpsychires.2020.05.008 [doi]","Bipolar disorder has long been associated with increased risks for suicidality; ","Iliachenko, Elena K; Ragazan, Dragos C; Eberhard, Jonas; Berge, Jonas","Lund University, Faculty of Medicine, Department of Clinical Sciences Lund, ; Lund University, Faculty of Medicine, Department of Clinical Sciences Lund, ; Lund University, Faculty of Medicine, Department of Clinical Sciences Lund, ; Lund University, Faculty of Medicine, Department of Clinical Sciences Lund, ","eng","Journal Article","J Psychiatr Res","Declaration of competing interest None.","Journal of psychiatric research"
"32437084",2020,"Aug","Ferroptosis at the crossroads of infection, aging and cancer.","10.1111/cas.14496 [doi]","Despite significant developments and persistent efforts by scientists, cancer is ","Toyokuni, Shinya; Yanatori, Izumi; Kong, Yingyi; Zheng, Hao; Motooka, Yashiro; Jiang, Li","Department of Pathology and Biological Responses, Nagoya University Graduate ; Center for Low-temperature Plasma Sciences, Nagoya University, Nagoya, Japan.; Sydney Medical School, The University of Sydney, Sydney, NSW, Australia.; Department of Pathology and Biological Responses, Nagoya University Graduate ; Department of Pathology and Biological Responses, Nagoya University Graduate ; Department of Pathology and Biological Responses, Nagoya University Graduate ; Department of Pathology and Biological Responses, Nagoya University Graduate ; Department of Pathology and Biological Responses, Nagoya University Graduate ","eng","Journal Article; Review","Cancer Sci","The authors have no conflicts of interests to disclose.","Cancer science"
"32407623",2020,"Jun","Investigation of Early Death-Induced Changes in Rat Brain by Solid Phase ","10.1021/acschemneuro.0c00270 [doi]","Analysis of brain samples obtained postmortem remains a standard approach in ","Lendor, Sofia; Olkowicz, Mariola; Boyaci, Ezel; Yu, Miao; Diwan, Mustansir; Hamani, Clement; Palmer, Michael; Reyes-Garces, Nathaly; Gomez-Rios, German Augusto; Pawliszyn, Janusz","Department of Chemistry, University of Waterloo, 200 University Avenue, Waterloo, ; Department of Chemistry, University of Waterloo, 200 University Avenue, Waterloo, ; Department of Chemistry, University of Waterloo, 200 University Avenue, Waterloo, ; Department of Chemistry, University of Waterloo, 200 University Avenue, Waterloo, ; Neuroimaging Research Section, Centre for Addiction and Mental Health, 250 ; Neuroimaging Research Section, Centre for Addiction and Mental Health, 250 ; Department of Chemistry, University of Waterloo, 200 University Avenue, Waterloo, ; Department of Chemistry, University of Waterloo, 200 University Avenue, Waterloo, ; Department of Chemistry, University of Waterloo, 200 University Avenue, Waterloo, ; Department of Chemistry, University of Waterloo, 200 University Avenue, Waterloo, ","eng","Journal Article; Research Support, Non-U.S. Gov't","ACS Chem Neurosci",NA,"ACS chemical neuroscience"
"32240521",2020,"Jul","Critical care providers' support of families in bereavement: a mixed-methods ","10.1007/s12630-020-01645-0 [doi]","PURPOSE: When people die in intensive care units (ICUs), as many as half of their ","Kalocsai, Csilla; des Ordons, Amanda Roze; Sinuff, Tasnim; Koo, Ellen; Smith, Orla; Cook, Deborah; Golan, Eyal; Hales, Sarah; Tomlinson, George; Strachan, Derek; MacKinnon, Christopher J; Downar, James","Department of Psychiatry, University of Toronto, Toronto, ON, Canada. ; Centre for Addiction and Mental Health, CAMH Education, 33 Russell Street, Rm. ; Division of Palliative Medicine, Department of Critical Care Medicine, Department ; Interdepartmental Division of Critical Care Medicine, University of Toronto, ; University Health Network, Toronto, ON, Canada.; St. Michael's Hospital, Toronto, ON, Canada.; Departments of Medicine and Clinical Epidemiology and Biostatistics, McMaster ; Interdepartmental Division of Critical Care Medicine, University of Toronto, ; Department of Psychiatry, University of Toronto, Toronto, ON, Canada.; University Health Network, Toronto, ON, Canada.; Institute of Health Policy, Management and Evaluation, University of Toronto, ; University Health Network, Toronto, ON, Canada.; Department of Oncology, McGill University, Montreal, QC, Canada.; Division of Palliative Care, University of Ottawa, Ottawa, ON, Canada.","eng","Journal Article","Can J Anaesth",NA,"Canadian journal of anaesthesia = Journal canadien d'anesthesie"
"32096302",2020,"Sep","Opioid agonist treatment and fatal overdose risk in a state-wide US population ","10.1111/add.14991 [doi]","BACKGROUND AND AIMS: Evidence from randomized controlled trials establishes that ","Krawczyk, Noa; Mojtabai, Ramin; Stuart, Elizabeth A; Fingerhood, Michael; Agus, Deborah; Lyons, B Casey; Weiner, Jonathan P; Saloner, Brendan","Department of Population Health, NYU School of Medicine, New York, NY, USA.; Department of Mental Health, Johns Hopkins Bloomberg School of Public Health, ; Department of Mental Health, Johns Hopkins Bloomberg School of Public Health, ; Department of Mental Health, Johns Hopkins Bloomberg School of Public Health, ; Department of Mental Health, Johns Hopkins Bloomberg School of Public Health, ; Johns Hopkins School of Medicine, Baltimore, MD, USA.; Department of Mental Health, Johns Hopkins Bloomberg School of Public Health, ; Maryland Department of Health, Office of Provider Engagement and Regulation, ; Department of Health Policy and Management, Johns Hopkins Bloomberg School of ; Department of Health Policy and Management, Johns Hopkins Bloomberg School of ","eng","Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.","Addiction",NA,"Addiction (Abingdon, England)"
"31918732",2020,"Jan","Investigating opioid-related fatalities in southern Sweden: contact with ","10.1186/s12954-019-0354-y [doi]; 5","BACKGROUND: Opioid-related deaths have increased in Western countries over recent ","Andersson, Lisa; Hakansson, Anders; Krantz, Peter; Johnson, Bjorn","Department of Social Work, Faculty of Health and Society, Malmo University, ; Faculty of Medicine, Department of Clinical Sciences Lund, Psychiatry, Lund ; Malmo Addiction Centre, Region Skane, Malmo, Sweden.; Faculty of Medicine, Department of Clinical Sciences Lund, Forensic Medicine, ; Department of Social Work, Faculty of Health and Society, Malmo University, ","eng","Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Harm Reduct J","The authors declare that they have no competing interests.","Harm reduction journal"
"31704378",2019,"Dec","Characteristics and circumstances of heroin and pharmaceutical opioid overdose ","S0376-8716(19)30292-3 [pii]; 10.1016/j.drugalcdep.2019.06.035 [doi]","BACKGROUND: Although much is known about the correlates of heroin overdose, less ","Roxburgh, Amanda; Hall, Wayne D; Gisev, Natasa; Degenhardt, Louisa","National Drug and Alcohol Research Centre (NDARC), University of New South Wales, ; National Drug and Alcohol Research Centre (NDARC), University of New South Wales, ; National Drug and Alcohol Research Centre (NDARC), University of New South Wales, ; National Drug and Alcohol Research Centre (NDARC), University of New South Wales, ","eng","Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Drug Alcohol Depend",NA,"Drug and alcohol dependence"
"31692116",2020,"May","Problem drinking, wellbeing and mortality risk in Chinese men: findings from the ","10.1111/add.14873 [doi]","AIMS: To assess the associations of problem drinking with wellbeing and mortality ","Im, Pek Kei; Millwood, Iona Y; Chen, Yiping; Guo, Yu; Du, Huaidong; Kartsonaki, Christiana; Bian, Zheng; Tan, Yunlong; Su, Jian; Li, Yilei; Yu, Canqing; Lv, Jun; Li, Liming; Yang, Ling; Chen, Zhengming","Clinical Trial Service Unit and Epidemiological Studies Unit (CTSU), Nuffield ; Clinical Trial Service Unit and Epidemiological Studies Unit (CTSU), Nuffield ; Medical Research Council Population Health Research Unit (MRC PHRU), Nuffield ; Clinical Trial Service Unit and Epidemiological Studies Unit (CTSU), Nuffield ; Medical Research Council Population Health Research Unit (MRC PHRU), Nuffield ; Chinese Academy of Medical Sciences, Beijing, China.; Clinical Trial Service Unit and Epidemiological Studies Unit (CTSU), Nuffield ; Medical Research Council Population Health Research Unit (MRC PHRU), Nuffield ; Clinical Trial Service Unit and Epidemiological Studies Unit (CTSU), Nuffield ; Medical Research Council Population Health Research Unit (MRC PHRU), Nuffield ; Chinese Academy of Medical Sciences, Beijing, China.; Chinese Academy of Medical Sciences, Beijing, China.; Jiangsu CDC, Jiangsu, China.; Meilan CDC, Hainan, China.; Department of Epidemiology and Biostatistics, School of Public Health, Peking ; Department of Epidemiology and Biostatistics, School of Public Health, Peking ; Department of Epidemiology and Biostatistics, School of Public Health, Peking ; Clinical Trial Service Unit and Epidemiological Studies Unit (CTSU), Nuffield ; Medical Research Council Population Health Research Unit (MRC PHRU), Nuffield ; Clinical Trial Service Unit and Epidemiological Studies Unit (CTSU), Nuffield ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addiction",NA,"Addiction (Abingdon, England)"
"31578026",2020,NA,"Treatment Status and Use of Psychoactive Substances in Deceased Drug Users.","10.1159/000503285 [doi]","BACKGROUND: Studies on drug use are limited by the study populations available, ","Kruckow, Line; Tjagvad, Christian; Clausen, Thomas; Linnet, Kristian; Banner, Jytte","Department of Forensic Medicine, University of Copenhagen, Copenhagen, Denmark, ; Norwegian Centre for Addiction Research (SERAF), University of Oslo, Oslo, ; Norwegian Centre for Addiction Research (SERAF), University of Oslo, Oslo, ; Department of Forensic Medicine, University of Copenhagen, Copenhagen, Denmark.; Department of Forensic Medicine, University of Copenhagen, Copenhagen, Denmark.","eng","Comparative Study; Journal Article","Eur Addict Res",NA,"European addiction research"
"31266535",2019,"Jul","An experimental model of Braak's pretangle proposal for the origin of Alzheimer's ","10.1186/s13195-019-0511-2 [doi]; 59","BACKGROUND: The earliest brain pathology related to Alzheimer's disease (AD) is ","Ghosh, Abhinaba; Torraville, Sarah E; Mukherjee, Bandhan; Walling, Susan G; Martin, Gerard M; Harley, Carolyn W; Yuan, Qi","Division of Biomedical Sciences, Faculty of Medicine, Memorial University of ; Division of Biomedical Sciences, Faculty of Medicine, Memorial University of ; Department of Psychology, Faculty of Science, Memorial University of ; Division of Biomedical Sciences, Faculty of Medicine, Memorial University of ; Department of Psychology, Faculty of Science, Memorial University of ; Department of Psychology, Faculty of Science, Memorial University of ; Department of Psychology, Faculty of Science, Memorial University of ; Division of Biomedical Sciences, Faculty of Medicine, Memorial University of ","eng","Journal Article; Research Support, Non-U.S. Gov't","Alzheimers Res Ther","The authors declare that they have no competing interests.","Alzheimer's research & therapy"
"31135726",2019,"Jun","Pregnancy-Associated Death in Utah: Contribution of Drug-Induced Deaths.","10.1097/AOG.0000000000003279 [doi]","OBJECTIVE: Drug-induced deaths, defined as intentional or unintentional ","Smid, Marcela C; Stone, Nicole M; Baksh, Laurie; Debbink, Michelle P; Einerson, Brett D; Varner, Michael W; Gordon, Adam J; Clark, Erin A S","Division of Maternal Fetal Medicine, Department of Obstetrics and Gynecology, ","eng","Journal Article; Research Support, N.I.H., Extramural","Obstet Gynecol","Financial Disclosure The authors did not report any potential conflicts of ","Obstetrics and gynecology"
"30548246",2019,"May","Income trajectories prior to alcohol-attributable death in Finland and Sweden.","10.1111/add.14526 [doi]","BACKGROUND AND AIMS: Mortality from alcohol-attributable causes is patterned by ","Tarkiainen, Lasse; Rehnberg, Johan; Martikainen, Pekka; Fritzell, Johan","Population Research Unit, University of Helsinki, Helsinki, Finland.; Aging Research Center, Karolinska Institutet and Stockholm University, Stockholm, ; Population Research Unit, University of Helsinki, Helsinki, Finland.; Centre for Health Equity Studies, Stockholm University and Karolinska Institutet, ; Max Planck Institute for Demographic Research, Helsinki, Finland.; Aging Research Center, Karolinska Institutet and Stockholm University, Stockholm, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addiction",NA,"Addiction (Abingdon, England)"
"30442426",2019,"Feb","The American Opioid Crisis: The Inexorable March to Death and Addiction.","S0302-2838(18)30849-2 [pii]; 10.1016/j.eururo.2018.10.051 [doi]",NA,"Theisen, Katherine; Davies, Benjamin J","Department of Urology, University of Pittsburgh Medical Center, Pittsburgh, PA, ; Department of Urology, University of Pittsburgh Medical Center, Pittsburgh, PA, ","eng","Comment; Editorial","Eur Urol",NA,"European urology"
"30353791",2019,"Feb","Mortality Associated With Opioid Overdose: A Review of Clinical Characteristics ","10.1176/appi.ps.201800122 [doi]","OBJECTIVE: To assess missed opportunities for reducing fatal opioid overdoses, ","Rose, Christian; Shahanaghi, Abtin; Romero-Gonzalez, Mauricio; Yarzebski, Jorge; Andre, Michael; DiGirolamo, Gregory J; Brown, Alan P; Gonzalez, Gerardo","Division of Addiction Psychiatry, Department of Psychiatry (all but Yarzebski), ; Division of Addiction Psychiatry, Department of Psychiatry (all but Yarzebski), ; Division of Addiction Psychiatry, Department of Psychiatry (all but Yarzebski), ; Division of Addiction Psychiatry, Department of Psychiatry (all but Yarzebski), ; Division of Addiction Psychiatry, Department of Psychiatry (all but Yarzebski), ; Division of Addiction Psychiatry, Department of Psychiatry (all but Yarzebski), ; Division of Addiction Psychiatry, Department of Psychiatry (all but Yarzebski), ; Division of Addiction Psychiatry, Department of Psychiatry (all but Yarzebski), ","eng","Journal Article","Psychiatr Serv",NA,"Psychiatric services (Washington, D.C.)"
"30307669",2019,"Mar","Does informal care impact utilisation of home-based formal care services among ","10.1111/hsc.12664 [doi]","Understanding how informal care impacts formal care utilisation for home-based ","Sun, Zhuolu; Guerriere, Denise N; de Oliveira, Claire; Coyte, Peter C","Institute of Health Policy, Management and Evaluation, University of Toronto, ; Institute of Health Policy, Management and Evaluation, University of Toronto, ; Canadian Center for Health Economics, Toronto, Ontario, Canada.; Institute of Health Policy, Management and Evaluation, University of Toronto, ; Centre for Addiction and Mental Health (CAMH), Toronto, Ontario, Canada.; Institute for Clinical Evaluative Sciences (ICES), Toronto, Ontario, Canada.; Institute of Health Policy, Management and Evaluation, University of Toronto, ; Canadian Center for Health Economics, Toronto, Ontario, Canada.","eng","Journal Article; Research Support, Non-U.S. Gov't","Health Soc Care Community",NA,"Health & social care in the community"
"30300351",2018,"Oct","Retention in HIV care during the 3 years following release from incarceration: A ","10.1371/journal.pmed.1002667 [doi]; e1002667","BACKGROUND: Sustained retention in HIV care (RIC) and viral suppression (VS) are ","Loeliger, Kelsey B; Meyer, Jaimie P; Desai, Mayur M; Ciarleglio, Maria M; Gallagher, Colleen; Altice, Frederick L","AIDS Program, Section of Infectious Diseases, Yale School of Medicine, New Haven, ; Department of Epidemiology of Microbial Diseases, Yale School of Public Health, ; AIDS Program, Section of Infectious Diseases, Yale School of Medicine, New Haven, ; Department of Chronic Disease Epidemiology, Yale School of Public Health, New ; Department of Biostatistics, Yale School of Public Health, New Haven, ; Health and Addiction Services Quality Improvement Program, Connecticut Department ; AIDS Program, Section of Infectious Diseases, Yale School of Medicine, New Haven, ; Department of Epidemiology of Microbial Diseases, Yale School of Public Health, ; Centre of Excellence in Research in AIDS, University of Malaya, Kuala Lumpur, ","eng","Journal Article; Research Support, N.I.H., Extramural","PLoS Med","I have read the journal's policy and the authors of this manuscript have the ","PLoS medicine"
"30197101",2018,"Nov","All-cause mortality among people with HIV released from an integrated system of ","S2352-3018(18)30175-9 [pii]; 10.1016/S2352-3018(18)30175-9 [doi]","BACKGROUND: People transitioning from prisons or jails have high mortality, but ","Loeliger, Kelsey B; Altice, Frederick L; Ciarleglio, Maria M; Rich, Katherine M; Chandra, Divya K; Gallagher, Colleen; Desai, Mayur M; Meyer, Jaimie P","Yale AIDS Program, Section of Infectious Diseases, School of Medicine, School of ; Yale AIDS Program, Section of Infectious Diseases, School of Medicine, School of ; Department of Biostatistics, School of Public Health, Yale University, New Haven, ; Yale AIDS Program, Section of Infectious Diseases, School of Medicine, School of ; Yale AIDS Program, Section of Infectious Diseases, School of Medicine, School of ; Health and Addiction Services Quality Improvement Program, Connecticut Department ; Department of Chronic Disease Epidemiology, School of Public Health, Yale ; Yale AIDS Program, Section of Infectious Diseases, School of Medicine, School of ","eng","Journal Article; Research Support, N.I.H., Extramural","Lancet HIV","Declaration of interests The authors have no conflicts of interest to disclose.","The lancet. HIV"
"30009639",2019,"Feb","""I Can't Crack the Code"": What Suicide Notes Teach Us about Experiences with ","10.1177/0706743718787795 [doi]","OBJECTIVE: While mental illness is a risk factor for suicidal behaviour and many ","Furqan, Zainab; Sinyor, Mark; Schaffer, Ayal; Kurdyak, Paul; Zaheer, Juveria","1 Department of Psychiatry, University of Toronto, Toronto, Ontario.; 2 Evaluative Clinical Sciences, Hurvitz Brain Sciences Research, Sunnybrook ; 3 Mood and Anxiety Disorders Program, Sunnybrook Health Sciences Centre, Toronto, ; 1 Department of Psychiatry, University of Toronto, Toronto, Ontario.; 2 Evaluative Clinical Sciences, Hurvitz Brain Sciences Research, Sunnybrook ; 3 Mood and Anxiety Disorders Program, Sunnybrook Health Sciences Centre, Toronto, ; 4 Health Outcomes and Performance Evaluation (HOPE) Research Unit within the ; 5 Department of Psychiatry and Institute of Health Policy Management and ; 6 Mental Health and Addictions Research Program at the Institute for Clinical ; 1 Department of Psychiatry, University of Toronto, Toronto, Ontario.; 4 Health Outcomes and Performance Evaluation (HOPE) Research Unit within the ","eng","Journal Article","Can J Psychiatry","Declaration of Conflicting Interests: The author(s) declared no potential ","Canadian journal of psychiatry. Revue canadienne de psychiatrie"
"29987325",2018,"Nov","The Emerging Role of Inhaled Heroin in the Opioid Epidemic: A Review.","10.1001/jamaneurol.2018.1693 [doi]","IMPORTANCE: Opioid addiction affects approximately 2.4 million Americans. Nearly ","Alambyan, Vilakshan; Pace, Jonathan; Miller, Benjamin; Cohen, Mark L; Gokhale, Sankalp; Singh, Gagandeep; Shun, Ming-Chieh; Hammond, Anthony; Ramos-Estebanez, Ciro","Neurocritical Care and Stroke Division, Department of Neurology, The Neurological ; Department of Neurosurgery, The Neurological Institute, University Hospitals ; Department of Neurology, University of Minnesota, Minneapolis.; Department of Pathology, University Hospitals Cleveland Medical Center, Case ; Departments of Neurology and Anesthesiology, Banner University Medical Center, ; Neurocritical Care and Stroke Division, Department of Neurology, The Neurological ; Department of Molecular Biology and Microbiology, Case Western Reserve ; Department of Emergency Medicine, University Hospital Cleveland Medical Center, ; Neurocritical Care and Stroke Division, Department of Neurology, The Neurological ","eng","Journal Article; Review","JAMA Neurol",NA,"JAMA neurology"
"29935885",2018,"Dec","Service utilization and suicide among people with schizophrenia spectrum ","S0920-9964(18)30358-X [pii]; 10.1016/j.schres.2018.06.025 [doi]","OBJECTIVE: To compare individuals with and without schizophrenia spectrum ","Zaheer, Juveria; Jacob, Binu; de Oliveira, Claire; Rudoler, David; Juda, Ari; Kurdyak, Paul","Institute for Mental Health Policy Research, Centre for Addiction and Mental ; Institute for Mental Health Policy Research, Centre for Addiction and Mental ; Institute for Mental Health Policy Research, Centre for Addiction and Mental ; Institute for Mental Health Policy Research, Centre for Addiction and Mental ; Department of Psychiatry, Faculty of Medicine, University of Toronto, Toronto, ; Institute for Mental Health Policy Research, Centre for Addiction and Mental ","eng","Journal Article","Schizophr Res",NA,"Schizophrenia research"
"29533207",2018,"May","Lethal asphyxiation due to sadomasochistic sex training - How some sex partners ","S1752-928X(18)30110-0 [pii]; 10.1016/j.jflm.2018.03.012 [doi]","INTRODUCTION: Erotic asphyxiation is a sexual phenomenon in which one partner ","Sendler, Damian Jacob","Laboratory of Forensic Sexology, Legal Medicine, and Digital Ethnography, Felnett ","eng","Journal Article","J Forensic Leg Med",NA,"Journal of forensic and legal medicine"
