"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"The Good, the Bad and the Blend: The Strategic Role of the ""Middle Leadership"" in Work-Family/Life Dynamics during Remote Working.",34436102,2021,"Aug","10.3390/bs11080112 [doi]; 112","The ongoing epidemiological crisis has suddenly steered us towards a new ","Spagnoli, Paola; Manuti, Amelia; Buono, Carmela; Ghislieri, Chiara","Department of Psychology, University of Campania Luigi Vanvitelli, 81100 Caserta, ; Department of Education, Psychology and Communication, University of Bari Aldo ; Department of Psychology, University of Campania Luigi Vanvitelli, 81100 Caserta, ; Department of Psychology, University of Turin, 10124 Torino, Italy.","eng","Journal Article","Behav Sci (Basel)","The authors declare no conflict of interest.","Behavioral sciences (Basel, Switzerland)","work"
"Having the Cake and Eating It Too: First-Order, Second-Order and Bifactor Representations of Work Engagement.",34366951,2021,NA,"10.3389/fpsyg.2021.615581 [doi]; 615581","Even though work engagement is a popular construct in organizational psychology, ","Salamon, Janos; Toth-Kiraly, Istvan; Bothe, Beata; Nagy, Tamas; Orosz, Gabor","Doctoral School of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; Department of Ergonomics and Psychology, Budapest University of Technology and ; Department of Psychology, Concordia University, Montreal, QC, Canada.; Departement de Psychologie, Universite de Montreal, Montreal, QC, Canada.; Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; ULR 7369 -URePSSS - Unite de Recherche Pluridisciplinaire Sport Sante Societe, ","eng","Journal Article","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology","work"
"[Healthcare for the homeless].",34346610,2021,"Jul","D5732 [pii]","Homeless people have more complex problems, poorer health and shorter life ","Slockers, Marcel T; van Hintum, Malou; van Valderen-Antonissen, Rob","CVD Havenzicht, Rotterdam.; Contact: Marcel T. Slockers (marcelslockers@gmail.com).; Leiden.; Huisartsenpraktijk Binnenstad Tilburg.","dut","Journal Article","Ned Tijdschr Geneeskd",NA,"Nederlands tijdschrift voor geneeskunde","work"
"Work Addiction in the Community: A Trend for India.",34321760,2021,"Apr-Jun","10.4103/ijcm.IJCM_390_20 [doi]",NA,"Sharma, Manoj Kumar; Anand, Nitin; Tadpatrikar, Ashwini; Thennarasu, K; Rao, Girish N; Benegal, Vivek; Singh, Rajkumar Lenin; Thomas, Divya; Gupta, Hemant K","Department of Clinical Psychology, SHUT Clinic (Service for Healthy Use of ; Department of Clinical Psychology, National Institute of Mental Health and Neuro ; Department of Clinical Psychology, SHUT Clinic (Service or Healthy Use of ; Department of Clinical Psychology, National Institute of Mental Health and Neuro ; Centre for Public Health, National Institute of Mental Health and Neuro Sciences, ; Centre for Addiction Medicine, National Institute of Mental Health and Neuro ; Department of Psychiatry, Regional Institute of Medical Sciences, Imphal, ; Department of Clinical Psychology, SHUT Clinic (Service for Healthy Use of ; Advanced Centre for Ayurveda, National Institute of Mental Health and Neuro ","eng","Journal Article","Indian J Community Med","There are no conflicts of interest.","Indian journal of community medicine : official publication of Indian Association ","work"
"Hidden costs of anticipated workload for individuals and partners: Exploring the role of daily fluctuations in workaholism.",34292018,2021,"Oct","10.1037/ocp0000284 [doi]","The present study advances a within-person approach to the study of workaholism ","Clark, Malissa A; Hunter, Emily M; Carlson, Dawn S","Department of Psychology, University of Georgia.; Hankamer School of Business, Baylor University.; Hankamer School of Business, Baylor University.","eng","Journal Article","J Occup Health Psychol",NA,"Journal of occupational health psychology","work"
"Smartphone use after work mediates the link between organizational norm of connectivity and emotional exhaustion: Will workaholism make a difference?",34288355,2022,"Feb","10.1002/smi.3083 [doi]","Using smartphone for work in off-work hours has been associated with negative ","Cheung, Yue Lok Francis; Lun, Miu Chi Vivian; Wang, Hai-Jiang","Department of Applied Psychology, Lingnan University, Hong Kong, China.; Department of Applied Psychology, Lingnan University, Hong Kong, China.; School of Management, Huazhong University of Science and Technology, Wuhan, ","eng","Journal Article","Stress Health",NA,"Stress and health : journal of the International Society for the Investigation of ","work"
"Workaholism Prevention in Occupational Medicine: A Systematic Review.",34281048,2021,"Jul","10.3390/ijerph18137109 [doi]; 7109","INTRODUCTION: Given the extent of workaholism identified in the literature, it ","Cossin, Thomas; Thaon, Isabelle; Lalanne, Laurence","CHRU de Nancy, Centre de Consultations de Pathologies Professionnelles, Rue du ; CHRU de Nancy, Centre de Consultations de Pathologies Professionnelles, Rue du ; Department of Psychiatry and Addictology, University Hospital of Strasbourg, ; Department of Psychiatry and Addictology, Medical School of Strasbourg, 67000 ; INSERM 1114, Department of Psychiatry and Addictology, University Hospital of ","eng","Journal Article; Review; Systematic Review","Int J Environ Res Public Health","We know of no conflicts of interest pertaining to the manuscript, whether ","International journal of environmental research and public health","work"
"Saudi Arabian nurses' workaholic tendencies and their predictive role in professional quality of life.",34254308,2022,"Jul","10.1111/ppc.12913 [doi]","PURPOSE: To determine whether nurses' workaholic tendencies and demographic ","Adolfo, Cris S; Almazan, Joseph U; Cruz, Jonas P; Albougami, Abdulrhman S B; Roque, Mark Y; Montayre, Jed","Department of Nursing, College of Applied Medical Sciences, Majmaah University, ; Department of Medicine, Nazarbayev University School of Medicine, Kerey and ; Department of Nursing, College of Applied Medical Sciences, Shaqra University, Al ; Department of Nursing, College of Applied Medical Sciences, Majmaah University, ; Department of Mother and Child, College of Nursing, Taibah University, Taibah, ; Department of Nursing, School of Nursing and Midwifery, Western Sydney ","eng","Journal Article","Perspect Psychiatr Care",NA,"Perspectives in psychiatric care","work"
"Association of work performance and interoceptive awareness of 'body trusting' in an occupational setting: a cross-sectional study.",33980524,2021,"May","10.1136/bmjopen-2020-044303 [doi]; e044303","OBJECTIVES: Work performance has been known to be influenced by both ","Tanaka, Chisato; Wakaizumi, Kenta; Kosugi, Shizuko; Tanaka, Shintaro; Matsudaira, Ko; Morisaki, Hiroshi; Mimura, Masaru; Fujisawa, Daisuke","Neuropsychiatry, Graduate School of Medicine, Keio University School of Medicine, ; Interdisciplinary Pain Center, Keio University Hospital, Shinjuku-ku, Japan.; Shirley Ryan AbilityLab, Chicago, Illinois, USA.; Department of Physical Medicine and Rehabilitation, Northwestern University ; Interdisciplinary Pain Center, Keio University Hospital, Shinjuku-ku, Japan ; Department of Anesthesiology, Graduate School of Medicine, Keio University School ; Neuropsychiatry, Graduate School of Medicine, Keio University School of Medicine, ; Department of Medical Research and Management for Musculoskeletal Pain, 22nd ; Department of Anesthesiology, Graduate School of Medicine, Keio University School ; Neuropsychiatry, Graduate School of Medicine, Keio University School of Medicine, ; Neuropsychiatry, Graduate School of Medicine, Keio University School of Medicine, ; Interdisciplinary Pain Center, Keio University Hospital, Shinjuku-ku, Japan.","eng","Journal Article; Research Support, Non-U.S. Gov't","BMJ Open","Competing interests: None declared.","BMJ open","work"
"The roles of latent perfectionism classes in academicians' tendencies toward workaholism, useless superiority effort and narcissism.",33960262,2022,"Oct-Dec","10.1080/00221309.2021.1922342 [doi]","Although previous research has identified that perfectionism is associated with ","Cimsir, Elif; Ulker Tumlu, Gamze","Anadolu University.; Anadolu University.","eng","Journal Article","J Gen Psychol",NA,"The Journal of general psychology","work"
"Psychometric properties of the Portuguese Dutch Work Addiction Scale.",33909873,2021,NA,"S0080-62342021000100423 [pii]; 10.1590/S1980-220X2020029603765 [doi]","OBJECTIVE: To analyse the psychometric properties of the Dutch Work Addiction ","Borges, Elisabete; Sequeira, Carlos; Martins, Teresa; Queiros, Cristina; Mosteiro-Diaz, Maria Pilar","Escola Superior de Enfermagem do Porto, Center for Health Technology and Services ; Escola Superior de Enfermagem do Porto, Center for Health Technology and Services ; Escola Superior de Enfermagem do Porto, Center for Health Technology and Services ; Faculdade de Psicologia e de Ciencias, Educacao da Universidade do Porto, Porto, ; Facultad de Medicina y Ciencias de la Salud, Universidad de Oviedo, Spain.","eng","Journal Article","Rev Esc Enferm USP",NA,"Revista da Escola de Enfermagem da U S P","work"
"Association between workaholism and quality of life in stricto sensu graduate professors in nursing.",33886833,2021,NA,"S0034-71672021000200153 [pii]; 10.1590/0034-7167-2019-0901 [doi]","OBJECTIVES: to investigate the association between workaholism and quality of ","Vedoato, Taisa; Pedro, Danielli Rafaeli Candido; Galdino, Maria Jose Quina; Aroni, Patricia; Radovanovic, Cremilde Aparecida Trindade; Martins, Julia Trevisan; Haddad, Maria do Carmo Fernandez Lourenco","Universidade Estadual de Londrina. Londrina, Parana, Brazil.; Universidade Estadual de Londrina. Londrina, Parana, Brazil.; Universidade Estadual do Norte do Parana. Bandeirantes, Parana, Brazil.; Universidade Estadual de Londrina. Londrina, Parana, Brazil.; Universidade Estadual de Maringa. Maringa, Parana, Brazil.; Universidade Estadual de Londrina. Londrina, Parana, Brazil.; Universidade Estadual de Londrina. Londrina, Parana, Brazil.","eng; por","Journal Article","Rev Bras Enferm",NA,"Revista brasileira de enfermagem","work"
"Workaholism, presenteeism, work-family conflicts and personal and work outcomes: Testing a moderated mediation model.",33870550,2021,"Oct","10.1111/jocn.15791 [doi]","AIMS AND OBJECTIVES: While research suggests that nurses who experience ","Gillet, Nicolas; Austin, Stephanie; Fernet, Claude; Sandrin, Emilie; Lorho, Fanny; Brault, Stephanie; Becker, Margaux; Aubouin Bonnaventure, Julia","QualiPsy EE 1901, Universite de Tours, Tours, France.; Institut Universitaire de France (IUF), Paris, France.; Departement de gestion des ressources humaines, Universite du Quebec a ; Departement de gestion des ressources humaines, Universite du Quebec a ; QualiPsy EE 1901, Universite de Tours, Tours, France.; QualiPsy EE 1901, Universite de Tours, Tours, France.; Departement de psychologie, Universite de Tours, Tours, France.; Departement de psychologie, Universite de Tours, Tours, France.; QualiPsy EE 1901, Universite de Tours, Tours, France.","eng","Journal Article","J Clin Nurs",NA,"Journal of clinical nursing","work"
"[The National Survey on Addiction Problems in Hungary 2019 (NSAPH): Methodology and sample description].",33835041,2021,"Mar",NA,"OBJECTIVES: This paper presents the methods and main methodological fi ndings of ","Paksi, Borbala; Pillok, Peter; Magi, Anna; Demetrivics, Zsolt; Felvinczi, Katalin","Eotvos Lorand Tudomanyegyetem, Pszichologiai Intezet, Budapest, Hungary. ","hun","Journal Article","Neuropsychopharmacol Hung",NA,"Neuropsychopharmacologia Hungarica : a Magyar Pszichofarmakologiai Egyesulet ","work"
"Telecommuting, Off-Time Work, and Intrusive Leadership in Workers' Well-Being.",33804828,2021,"Mar","10.3390/ijerph18073330 [doi]; 3330","Telecommuting is a flexible form of work that has progressively spread over the ","Magnavita, Nicola; Tripepi, Giovanni; Chiorri, Carlo","Postgraduate School of Occupational Medicine, Universita Cattolica del Sacro ; Department of Woman/Child & Public Health, Fondazione Policlinico Universitario ; CNR-IFC Research Unit of Reggio Calabria, Institute of Clinical Physiology IFC, ; Department of Educational Sciences, University of Genova (Italy), 16126 Genova, ","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","work"
"Studyholism Inventory (SI-10): A Short Instrument for Evaluating Study Obsession Within the Heavy Study Investment Framework.",33680206,2020,"Nov","10.5964/ejop.v16i4.1911 [doi]","Loscalzo and Giannini (Loscalzo, Y., & Giannini, M. [2017]. Studyholism or Study ","Loscalzo, Yura; Giannini, Marco","Department of Health Sciences, School of Psychology, University of Florence, ; Department of Health Sciences, School of Psychology, University of Florence, ","eng","Journal Article","Eur J Psychol","The authors have declared that no competing interests exist.","Europe's journal of psychology","work"
"Work addiction as a predictor of anxiety and depression.",33612520,2021,NA,"10.3233/WOR-203411 [doi]","BACKGROUND: A worker's work habits can affect their health, both physically and ","Serrano-Fernandez, Maria-Jose; Boada-Grau, Joan; Boada-Cuerva, Maria; Vigil-Colet, Andreu","Faculty of Education Sciences and Psychology, Universitat Rovira i Virgili (URV), ; Faculty of Education Sciences and Psychology, Universitat Rovira i Virgili (URV), ; Faculty of Economics and Business, Universitat Rovira i Virgili (URV), Reus, ; Faculty of Education Sciences and Psychology, Universitat Rovira i Virgili (URV), ","eng","Journal Article","Work",NA,"Work (Reading, Mass.)","work"
"Studyholism and Study Engagement: What about the Role of Perfectionism, Worry, Overstudy Climate, and Type of School in Adolescence?",33494372,2021,"Jan","10.3390/ijerph18030910 [doi]; 910","This study aims to deepen the analysis of Studyholism (or obsession toward study) ","Loscalzo, Yura","Department of Health Sciences, School of Psychology, University of Florence, ","eng","Journal Article","Int J Environ Res Public Health","The author declares no conflict of interest.","International journal of environmental research and public health","work"
"Depression and workaholism in undergraduates: Examining gender as a moderator.",33465021,2022,"Nov-Dec","10.1080/07448481.2020.1865976 [doi]","Introduction: This study aims to examine the association between depression and ","Rogowska, Aleksandra M; Zmaczynska-Witek, Barbara; Olejniczak, Patrycja","Institute of Psychology, University of Opole, Opole, Poland.; Institute of Psychology, University of Opole, Opole, Poland.; Institute of Psychology, University of Opole, Opole, Poland.","eng","Journal Article","J Am Coll Health",NA,"Journal of American college health : J of ACH","work"
"Workaholism and Technostress During the COVID-19 Emergency: The Crucial Role of the Leaders on Remote Working.",33424730,2020,NA,"10.3389/fpsyg.2020.620310 [doi]; 620310","Although remote working can involve positive outcomes both for employees and ","Spagnoli, Paola; Molino, Monica; Molinaro, Danila; Giancaspro, Maria Luisa; Manuti, Amelia; Ghislieri, Chiara","Department of Psychology, University of Campania Luigi Vanvitelli, Caserta, ; Department of Psychology, University of Turin, Turin, Italy.; Department of Psychology, University of Campania Luigi Vanvitelli, Caserta, ; Department of Education, Psychology, Communication, University of Bari Aldo Moro, ; Department of Education, Psychology, Communication, University of Bari Aldo Moro, ; Department of Psychology, University of Turin, Turin, Italy.","eng","Journal Article","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology","work"
"Workaholism in Korea: Prevalence and Socio-Demographic Differences.",33424681,2020,NA,"10.3389/fpsyg.2020.569744 [doi]; 569744","This study has two objectives - to provide a Korean form of the workaholism ","Kang, Sudol","College of Global Business, Korea University, Sejong-City, South Korea.","eng","Journal Article","Front Psychol","The author declares that the research was conducted in the absence of any ","Frontiers in psychology","work"
"An Analysis of the Relationship between the Modified Theory of Planned Behavior and Leisure Rumination of Korean Employees.",33406754,2021,"Jan","10.3390/ijerph18010320 [doi]; 320","An increasing trend among employees has been to engage in leisure activities, ","Kim, Young-Jae; Kang, Seung-Woo","Department of Physical Education, Chung-Ang University, Seoul 06974, Korea.; Department of Physical Education, Chung-Ang University, Seoul 06974, Korea.","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","work"
"A daily diary investigation on the job-related affective experiences fueled by work addiction.",33399545,2020,"Dec","10.1556/2006.2020.00102 [doi]","BACKGROUND AND AIMS: We studied the quality of the job-related emotional ","Balducci, Cristian; Spagnoli, Paola; Avanzi, Lorenzo; Clark, Malissa","1Department of Psychology; University of Bologna, Viale Berti Pichat, 5, 40127 ; 2Department of Psychology, University of Campania ""Luigi Vanvitelli"", Viale ; 3Department of Psychology and Cognitive Science, University of Trento, Corso ; 4Department of Psychology, University of Georgia, 125 Baldwin Street, 30602, ","eng","Journal Article","J Behav Addict","The authors have no conflict of interest to disclose.","Journal of behavioral addictions","work"
"Is it necessary to approach the Heavy-work investment concept in ophthalmology services? The double valence of workaholism.",33367169,2020,"Oct-Dec","10.22336/rjo.2020.53 [doi]",NA,"Gheorghe Consuela, Madalina","Philologist, Authorized translator.","eng","Editorial","Rom J Ophthalmol",NA,"Romanian journal of ophthalmology","work"
"Work addiction and personality: A meta-analytic study.",33361486,2020,"Dec","10.1556/2006.2020.00097 [doi]","BACKGROUND: During the past three decades, research interest in work addiction ","Kun, Bernadette; Takacs, Zsofia K; Richman, Mara J; Griffiths, Mark D; Demetrovics, Zsolt","1ELTE Eotvos Lorand University, Institute of Psychology, Budapest, Hungary.; 2ELTE Eotvos Lorand Universtity, Institute of Education, Budapest, Hungary.; 1ELTE Eotvos Lorand University, Institute of Psychology, Budapest, Hungary.; 3Endeavor Psychology, Boston, MA, USA.; 4Psychology Department, Nottingham Trent University, Nottingham, United Kingdom.; 1ELTE Eotvos Lorand University, Institute of Psychology, Budapest, Hungary.","eng","Journal Article; Meta-Analysis","J Behav Addict","ZD is the Editor-in-Chief of the Journal of Behavioral Addictions.","Journal of behavioral addictions","work"
"Burnout Assessment Tool (BAT)-Development, Validity, and Reliability.",33352940,2020,"Dec","10.3390/ijerph17249495 [doi]; 9495","This paper introduces a new definition for burnout and investigates the ","Schaufeli, Wilmar B; Desart, Steffie; De Witte, Hans","Research Group Work, Organizational and Personnel Psychology (WOPP), O2L, KU ; Department of Social and Organizational Psychology, Utrecht University, 3584 CS ; Research Group Work, Organizational and Personnel Psychology (WOPP), O2L, KU ; Research Group Work, Organizational and Personnel Psychology (WOPP), O2L, KU ; Optentia Research Focus Area, North-West University, Vanderbijlpark 1900, South ","eng","Journal Article; Research Support, Non-U.S. Gov't","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","work"
"Advancing Workaholism Research.",33339235,2020,"Dec","10.3390/ijerph17249435 [doi]; 9435","Research on workaholism (also called work addiction by some scholars, especially ","Balducci, Cristian; Spagnoli, Paola; Clark, Malissa","Department of Psychology, University of Bologna, 40127 Bologna, Italy.; Department of Psychology, University of Campania ""Luigi Vanvitelli"", 81100 ; Department of Psychology, Franklin College of Arts and Science, University of ","eng","Editorial","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","work"
"Negative (Workaholic) Emotions and Emotional Exhaustion: Might Job Autonomy Have Played a Strategic Role in Workers with Responsibility during the Covid-19 Crisis Lockdown?",33333903,2020,"Dec","10.3390/bs10120192 [doi]; 192","Decision-making autonomy may have played a crucial role in protecting, or on the ","Spagnoli, Paola; Molinaro, Danila","Department of Psychology, University of Campania Luigi Vanvitelli, 81100 Caserta, ; Department of Psychology, University of Campania Luigi Vanvitelli, 81100 Caserta, ","eng","Journal Article","Behav Sci (Basel)","The authors declare no conflict of interest.","Behavioral sciences (Basel, Switzerland)","work"
"Prevalence of Workaholism Among Egyptian Healthcare Workers With Assessment of Its Relation to Quality of Life, Mental Health and Burnout.",33324599,2020,NA,"10.3389/fpubh.2020.581373 [doi]; 581373","Introduction: Work is a social double edged weapon activity that may have ","Kasemy, Zeinab A; Abd-Ellatif, Eman E; Abdel Latif, Asmaa A; Bahgat, Nadia M; Shereda, Hanaa Mohammad Abo; Shattla, Safaa Ibrahim; Aboalizm, Samira E; Abd Elhy, Asmaa Hamed; Allam, Abeer R; Ramadan, Ahmed N; Amer, Hemat Mostafa; Ahmed, Naglaa Abdelmawgoud; AlJifri, Abobakr A; El Dalatony, Mervat M","Department of Public Health and Community Medicine, Faculty of Medicine, Menoufia ; Department of Public Health and Community Medicine, Faculty of Medicine, Mansoura ; Industrial Medicine and Occupational Health Division of Public Health and ; Department of Anesthesiology and Intensive Care, Faculty of Medicine, Menoufia ; Department of Psychiatric and Mental Health Nursing, Faculty of Nursing, Menoufia ; Department of Psychiatric and Mental Health Nursing, Faculty of Nursing, Menoufia ; Department of Medical Surgical Nursing, Faculty of Nursing, Menoufia University, ; Department of Medical Surgical Nursing, Faculty of Nursing, Menoufia University, ; Department of Neuropsychiatry, Faculty of Medicine, Menoufia University, Shibin ; Department of Neuropsychiatry, Faculty of Medicine, Menoufia University, Shibin ; Department of Family and Community Health Nursing, Faculty of Nursing, Menoufia ; Department of Family and Community Health Nursing, Faculty of Nursing, Menoufia ; Department of Quality and Patient Safety in Healthcare, Private Hospital Riyadh, ; Industrial Medicine and Occupational Health Division of Public Health and ","eng","Journal Article","Front Public Health","The authors declare that the research was conducted in the absence of any ","Frontiers in public health","work"
"Presenteeism and Associated Factors Among Nursing Personnel with Low Back Pain: A Cross-Sectional Study.",33239906,2020,NA,"10.2147/JPR.S269529 [doi]","BACKGROUND: A decrease in work productivity due to presenteeism among healthcare ","Yoshimoto, Takahiko; Oka, Hiroyuki; Ochiai, Hirotaka; Ishikawa, Shuhei; Kokaze, Akatsuki; Muranaga, Shingo; Matsudaira, Ko","Department of Hygiene, Public Health and Preventive Medicine, Showa University ; Department of Medical Research and Management for Musculoskeletal Pain, 22nd ; Department of Medical Research and Management for Musculoskeletal Pain, 22nd ; Department of Hygiene, Public Health and Preventive Medicine, Showa University ; Department of Rehabilitation, Kameda Medical Center, Kamogawa, Chiba, Japan.; Department of Hygiene, Public Health and Preventive Medicine, Showa University ; Department of Rehabilitation, Kameda Medical Center, Kamogawa, Chiba, Japan.; Department of Medical Research and Management for Musculoskeletal Pain, 22nd ","eng","Journal Article","J Pain Res","The authors declare the following potential conflicts of interest: KM is a ","Journal of pain research","work"
"Same Involvement, Different Reasons: How Personality Factors and Organizations Contribute to Heavy Work Investment.",33218055,2020,"Nov","10.3390/ijerph17228550 [doi]; 8550","The academic literature has drawn a clear distinction between a positive form ","Mazzetti, Greta; Guglielmi, Dina; Schaufeli, Wilmar B","Department of Educational Science, University of Bologna, Via Filippo Re, 6-40126 ; Department of Educational Science, University of Bologna, Via Filippo Re, 6-40126 ; Research Unit Occupational & Organizational Psychology and Professional Learning, ; Department of Psychology, Utrecht University, 3584 CS Utrecht, The Netherlands.","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","work"
"Workaholism, engagement and family interaction: Comparative study in portuguese and spanish nurses.",33188639,2021,"May","10.1111/jonm.13213 [doi]","AIM: To identify and compare workaholism, engagement and family interaction ","Borges, Elisabete Maria das Neves; Sequeira, Carlos Alberto da Cruz; Queiros, Cristina Maria Leite; Mosteiro-Diaz, Maria Pilar","Escola Superior de Enfermagem do Porto, CINTESIS, Porto, Portugal.; Escola Superior de Enfermagem do Porto, CINTESIS, Porto, Portugal.; Faculdade de Psicologia e de Ciencias da Educacao, Universidade do Porto, Porto, ; Facultad de Medicina y Ciencias de la Salud, Universidad de Oviedo, Oviedo, ","eng","Journal Article","J Nurs Manag",NA,"Journal of nursing management","work"
"Impact of Job Insecurity on Hotel Workers' Workaholism and Work-Family Conflict in Korea.",33114306,2020,"Oct","10.3390/ijerph17217783 [doi]; 7783","This study explored the relationship between job insecurity of employees and ","Shin, JaeWon; Shin, HyoungChul","Department of Tourism Management, Kyonggi University, Seoul 033746, Korea.; Department of Foodservice and Culinary Management, Kyonggi University, Seoul ","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","work"
"The Crossover Effects of Supervisors' Workaholism on Subordinates' Turnover Intention: The Mediating Role of Two Types of Job Demands and Emotional Exhaustion.",33113900,2020,"Oct","10.3390/ijerph17217742 [doi]; 7742","Although much research has been conducted on workaholism, its crossover effects ","Kim, Nanhee; Kang, Yun Jin; Choi, Jinsoo; Sohn, Young Woo","Psychology Department, Yonsei University, 50 Yonsei-ro, Seodaemun-gu, Seoul ; Psychology Department, Yonsei University, 50 Yonsei-ro, Seodaemun-gu, Seoul ; Psychology Department, Yonsei University, 50 Yonsei-ro, Seodaemun-gu, Seoul ; Psychology Department, Yonsei University, 50 Yonsei-ro, Seodaemun-gu, Seoul ","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","work"
"Exploring the Link between Work Addiction Risk and Health-Related Outcomes Using Job-Demand-Control Model.",33086543,2020,"Oct","10.3390/ijerph17207594 [doi]; 7594","Purpose of the study: Work addiction risk is a growing public health concern with ","Dutheil, Frederic; Charkhabi, Morteza; Ravoux, Hortense; Brousse, Georges; Dewavrin, Samuel; Cornet, Thomas; Mondillon, Laurie; Han, Sihui; Pfabigan, Daniela; S Baker, Julien; Mermillod, Martial; Schmidt, Jeannot; Moustafa, Fares; Pereira, Bruno","Universite Clermont Auvergne, CNRS, LaPSCo, Physiological and Psychosocial ; Institute of Education, National Research University Higher School of Economics, ; Universite Clermont Auvergne, CNRS, LaPSCo, Physiological and Psychosocial ; Psychology Department, University Hospital of Clermont-Ferrand, F-63000 ; WittyFit, F-75000 Paris, France.; WittyFit, F-75000 Paris, France.; Psychology Department, Physiological and Psychosocial Stress, Universite Clermont ; Culture and Social Cognitive Neuroscience Laboratory, School of Psychological and ; Culture and Social Cognitive Neuroscience Laboratory, School of Psychological and ; Centre for Health and Exercise Science Research, Hong Kong Baptist University, ; Psychology Department, University Grenoble Alpes, CNRS, LPNC, 38000 Grenoble, ; Emergency department, University Hospital of Clermont-Ferrand, F-63000 ; Emergency department, University Hospital of Clermont-Ferrand, F-63000 ; Biostatistics Unit, University Hospital of Clermont-Ferrand, F-63000 ","eng","Journal Article","Int J Environ Res Public Health","T.C. and S.D. are part of WittyFit. Other authors have declared that no competing ","International journal of environmental research and public health","work"
"Maladaptive Rumination Mediates the Relationship between Self-Esteem, Perfectionism, and Work Addiction: A Largescale Survey Study.",33049921,2020,"Oct","10.3390/ijerph17197332 [doi]; 7332","Background: Empirical evidence suggests that low self-esteem and high ","Kun, Bernadette; Urban, Robert; Bothe, Beata; Griffiths, Mark D; Demetrovics, Zsolt; Kokonyei, Gyongyi","Institute of Psychology, ELTE Eotvos Lorand University, H-1064 Budapest, Hungary.; Institute of Psychology, ELTE Eotvos Lorand University, H-1064 Budapest, Hungary.; Departement de Psychologie, Universite de Montreal, Montreal H2V 2S9, Canada.; Psychology Department, Nottingham Trent University, Nottingham NG1 4FQ, UK.; Institute of Psychology, ELTE Eotvos Lorand University, H-1064 Budapest, Hungary.; Institute of Psychology, ELTE Eotvos Lorand University, H-1064 Budapest, Hungary.; NAP2-SE, Genetic Brain Imaging Migraine Research Group, Hungarian Academy of ; Department of Pharmacodynamics, Semmelweis University, H-1089 Budapest, Hungary.","eng","Journal Article; Research Support, Non-U.S. Gov't","Int J Environ Res Public Health","The authors declare no conflicts of interest.","International journal of environmental research and public health","work"
"A Critical Analysis of the WAQ: The Development of a Korean Form.",32985356,2021,"Oct","10.1177/0033294120959779 [doi]","The current study aimed to develop a simplified version of the Korean Workaholism ","Kang, Sudol","College of Global Business, Korea University, Sejong City, South Korea.","eng","Journal Article","Psychol Rep",NA,"Psychological reports","work"
"Fear of Relationship Loss: Attachment Style as a Vulnerability Factor in Job Burnout.",32952715,2020,"Sep","10.2478/sjph-2020-0019 [doi]","OBJECTIVE: To investigate the correlation between attachment styles and various ","Psenicny, Andreja; Perat, Mitja","Institute for Human Resource Development, Psychotherapy, Gasilska 19, 1000 ; Institute for Human Resource Development, Psychotherapy, Gasilska 19, 1000 ","eng","Journal Article","Zdr Varst","CONFLICTS OF INTEREST The authors have no conflicts of interest to declare.","Zdravstveno varstvo","work"
"The Double-Edged Sword of a Calling: The Mediating Role of Harmonious and Obsessive Passions in the Relationship between a Calling, Workaholism, and Work Engagement.",32942734,2020,"Sep","10.3390/ijerph17186724 [doi]; 6724","Even though research on perceiving a calling has been growing, our understanding ","Choi, Jinsoo; Permpongaree, Surawut; Kim, Nanhee; Choi, Yeeun; Sohn, Young Woo","Psychology Department, Yonsei University, 50 Yonsei-ro, Seodaemun-gu, Seoul ; Psychology Department, Yonsei University, 50 Yonsei-ro, Seodaemun-gu, Seoul ; Psychology Department, Yonsei University, 50 Yonsei-ro, Seodaemun-gu, Seoul ; Department of Psychology, University of Central Florida, 4111 Pictor Lane, ; Psychology Department, Yonsei University, 50 Yonsei-ro, Seodaemun-gu, Seoul ","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","work"
