"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"Managing Problematic Usage of the Internet and Related Disorders in an Era of Diagnostic Transition: An Updated Review.",34497661,2021,NA,"10.2174/1745017902117010061 [doi]","INTRODUCTION: Problematic Usage of the Internet (PUI) refers to a broad and ","Dell'Osso, Bernardo; Di Bernardo, Ilaria; Vismara, Matteo; Piccoli, Eleonora; Giorgetti, Federica; Molteni, Laura; Fineberg, Naomi A; Virzi, Calogero; Bowden-Jones, Henrietta; Truzoli, Roberto; Vigano, Caterina","Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, Bipolar Disorders Clinic, Stanford Medical School, ; Aldo Ravelli"" Center for Neurotechnology and Brain Therapeutic, University of ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Hertfordshire Partnership University NHS Foundation Trust, Rosanne House, Welwyn ; Center for Clinical & Health Research Services, School of Life and Medical ; School of Clinical Medicine, University of Cambridge, Cambridge, UK.; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Clinical and Molecular Biomedicine, Psychiatry Unit, University of ; Central North West London NHS Trust, Division of Brain Science, Imperial College ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, University of Milan, Department of Biomedical and ","eng","Journal Article; Review","Clin Pract Epidemiol Ment Health",NA,"Clinical practice and epidemiology in mental health : CP & EMH","shopping"
"No addiction transfer from preoperative food addiction to other addictive behaviors during the first year after bariatric surgery.",34460134,2021,"Nov","10.1002/erv.2857 [doi]","OBJECTIVE: The aim of the present study was to investigate whether the remission ","Dickhut, Clemens; Hase, Carolin; Gruner-Labitzke, Kerstin; Mall, Julian W; Kohler, Hinrich; de Zwaan, Martina; Muller, Astrid","Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Psychiatry, Social Psychiatry and Psychotherapy, Division of ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Surgery, Herzogin Elisabeth Hospital, Braunschweig, Germany.; Department of General, Vascular and Bariatric Surgery, KRH Klinikum Nordstadt, ; Department of Surgery, Herzogin Elisabeth Hospital, Braunschweig, Germany.; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Eur Eat Disord Rev",NA,"European eating disorders review : the journal of the Eating Disorders ","shopping"
"Addiction Research Unit: Affective and cognitive mechanisms of specific Internet-use disorders.",34409697,2021,"Nov","10.1111/adb.13087 [doi]","In the eleventh International Classification of Diseases (ICD-11) of the World ","Brand, Matthias; Muller, Astrid; Stark, Rudolf; Steins-Loeber, Sabine; Klucken, Tim; Montag, Christian; Diers, Martin; Wolf, Oliver T; Rumpf, Hans-Jurgen; Wolfling, Klaus; Wegmann, Elisa","General Psychology: Cognition and Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Psychotherapy and Systems Neuroscience, Justus Liebig University of ; Bender Institute of Neuroimaging, Justus Liebig University of Giessen, Giessen, ; Center of Mind, Brain and Behavior, Universities of Marburg and Giessen, Giessen, ; Clinical Psychology and Psychotherapy, University of Bamberg, Bamberg, Germany.; Clinical Psychology and Psychotherapy, University of Siegen, Siegen, Germany.; Department of Molecular Psychology, Institute of Psychology and Education, Ulm ; Department of Psychosomatic Medicine and Psychotherapy, LWL University Hospital, ; Cognitive Psychology, Ruhr University Bochum, Bochum, Germany.; Department of Psychiatry and Psychotherapy, Research Group S:TEP (Substance use ; Outpatient Clinic for Behavioral Addiction, Department of Psychosomatic Medicine ; General Psychology: Cognition and Center for Behavioral Addiction Research ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addict Biol",NA,"Addiction biology","shopping"
"Dorsal and ventral striatum activity in individuals with buying-shopping disorder during cue-exposure: A functional magnetic resonance imaging study.",34156751,2021,"Nov","10.1111/adb.13073 [doi]","BACKGROUND AND AIMS: Buying-shopping disorder (BSD) is a clinical condition in ","Trotzke, Patrick; Starcke, Katrin; Pedersen, Anya; Brand, Matthias","General Psychology: Cognition and Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; IU International University of Applied Sciences, Erfurt, Germany.; SRH Berlin School of Popular Arts and Berlin Institute of Biomusicology and ; Clinical Psychology und Psychotherapy, Christian-Albrechts University, Kiel, ; General Psychology: Cognition and Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.","eng","Journal Article; Research Support, Non-U.S. Gov't","Addict Biol",NA,"Addiction biology","shopping"
"Compulsive buying behavior of Smartphones by university students.",34121647,2021,"Jun","10.1017/S1092852921000602 [doi]","BACKGROUND: Few studies have analyzed compulsive buying behavior in relation to a ","Rodriguez-Brito, Maria Gracia; Hernandez-Garcia, Maria Del Carmen; Rodriguez-Donate, Maria Carolina; Romero-Rodriguez, Margarita Esther; Darias-Padron, Alicia Maria","Department of Economics, Accounting and Finance, University of La Laguna, Guajara ; Department of Economics, Accounting and Finance, University of La Laguna, Guajara ; Department of Applied Economics and Quantitative Methods, University of La ; Department of Applied Economics and Quantitative Methods, University of La ; University of La Laguna, La Laguna, Espana.","eng","Journal Article","CNS Spectr",NA,"CNS spectrums","shopping"
"Who Was Shopping More During the Spring Lockdown 2020 in Germany?",33859584,2021,NA,"10.3389/fpsyt.2021.650989 [doi]; 650989","Background: During the lockdown, governmental restrictions resulted in changes to ","Georgiadou, Ekaterini; Koopmann, Anne; Muller, Astrid; Lemenager, Tagrid; Hillemacher, Thomas; Kiefer, Falk","Department of Psychiatry and Psychotherapy, Paracelsus Medical University, ; Department of Addictive Behavior and Addiction Medicine, Central Institute of ; Feuerlein Center on Translational Addiction Medicine (FCTS), University of ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Addictive Behavior and Addiction Medicine, Central Institute of ; Feuerlein Center on Translational Addiction Medicine (FCTS), University of ; Department of Psychiatry and Psychotherapy, Paracelsus Medical University, ; Department of Psychiatry, Social Psychiatry, and Psychotherapy, Hannover Medical ; Department of Addictive Behavior and Addiction Medicine, Central Institute of ; Feuerlein Center on Translational Addiction Medicine (FCTS), University of ","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","shopping"
"Proposed diagnostic criteria for compulsive buying-shopping disorder: A Delphi expert consensus study.",33852420,2021,"Jul","10.1556/2006.2021.00013 [doi]","BACKGROUND AND AIMS: Consensus in acknowledging compulsive buying-shopping ","Muller, Astrid; Laskowski, Nora M; Trotzke, Patrick; Ali, Kathina; Fassnacht, Daniel B; de Zwaan, Martina; Brand, Matthias; Hader, Michael; Kyrios, Michael","1Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; 1Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; 2General Psychology: Cognition and Center for Behavioral Addiction Research ; 3International University of Applied Sciences (IUBH), Cologne, Germany.; 4College of Education, Psychology and Social Work, Flinders University, Adelaide, ; 5Orama Institute for Mental Health and Wellbeing, Flinders University, Adelaide, ; 6Research School of Psychology, The Australian National University, Canberra, ; 4College of Education, Psychology and Social Work, Flinders University, Adelaide, ; 5Orama Institute for Mental Health and Wellbeing, Flinders University, Adelaide, ; 6Research School of Psychology, The Australian National University, Canberra, ; 1Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; 2General Psychology: Cognition and Center for Behavioral Addiction Research ; 7Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; 8Institute of Sociology, Technical University of Dresden, Dresden, Germany.; 4College of Education, Psychology and Social Work, Flinders University, Adelaide, ; 5Orama Institute for Mental Health and Wellbeing, Flinders University, Adelaide, ; 6Research School of Psychology, The Australian National University, Canberra, ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","shopping"
"Affective and cognitive processes involved in behavioral addictions.",33684870,2021,"Jul","S0306-4603(21)00070-8 [pii]; 10.1016/j.addbeh.2021.106885 [doi]","This special issue addresses the affective and cognitive processes and their ","Wegmann, Elisa; Brand, Matthias","General Psychology: Cognition and Center for Behavioral Addiction Research ; General Psychology: Cognition and Center for Behavioral Addiction Research ","eng","Editorial","Addict Behav",NA,"Addictive behaviors","shopping"
"Buying-Shopping Disorder among Women: The Role of Vulnerability to Marketing, Buying Motives, Impulsivity, and Self-Esteem.",33326966,2021,NA,"10.1159/000511769 [doi]","INTRODUCTION: The influence of marketing on addictive behaviours has been studied ","Chauchard, Emeline; Mariez, Julie; Grall-Bronnec, Marie; Challet-Bouju, Gaelle","Laboratoire de Psychologie des Pays de la Loire (LPPL - EA 4638), Universite de ; Laboratoire de Psychologie des Pays de la Loire (LPPL - EA 4638), Universite de ; Addictology and Psychiatry Department, CHU Nantes, Nantes, France.; INSERM, SPHERE U1246 ""MethodS in Patient-centered outcomes and Health Research"", ; Addictology and Psychiatry Department, CHU Nantes, Nantes, France.; INSERM, SPHERE U1246 ""MethodS in Patient-centered outcomes and Health Research"", ; Addictology and Psychiatry Department, CHU Nantes, Nantes, France, ","eng","Journal Article","Eur Addict Res",NA,"European addiction research","shopping"
"[The Pathological Buying Screener: Validation in a Clinical Sample].",33246347,2021,"Jul","10.1055/a-1303-4743 [doi]","AIM: The aim of the study was to evaluate the psychometric properties of the ","Muller, Astrid; Trotzke, Patrick; Laskowski, Nora M; Brederecke, Jan; Georgiadou, Ekaterini; Tahmassebi, Nadja; Hillemacher, Thomas; de Zwaan, Martina; Brand, Matthias","Klinik fur Psychosomatik und Psychotherapie, Medizinische Hochschule Hannover, ; Allgemeine Psychologie: Kognition und Center for Behavioral Addiction Research ; Klinik fur Psychosomatik und Psychotherapie, Medizinische Hochschule Hannover, ; Klinik fur Psychosomatik und Psychotherapie, Medizinische Hochschule Hannover, ; Klinik fur Psychiatrie und Psychotherapie, Paracelsus Medizinische ; Klinik fur Psychosomatik und Psychotherapie, Friedrich-Alexander-Universitat ; Psychosomatik, salus Klinik Friedrichsdorf, Deutschland.; Klinik fur Psychiatrie und Psychotherapie, Paracelsus Medizinische ; Klinik fur Psychiatrie, Sozialpsychiatrie und Psychotherapie, Medizinische ; Klinik fur Psychosomatik und Psychotherapie, Medizinische Hochschule Hannover, ; Allgemeine Psychologie: Kognition und Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Deutschland.","ger","Journal Article","Psychother Psychosom Med Psychol","Die Autorinnen/Autoren geben an, dass kein Interessenkonflikt besteht.","Psychotherapie, Psychosomatik, medizinische Psychologie","shopping"
"Associations of Buying-Shopping Disorder Symptoms with Identity Confusion, Materialism, and Socially Undesirable Personality Features in a Community Sample.",33120395,2021,NA,"10.1159/000511078 [doi]","INTRODUCTION: While identity problems and materialistic value endorsement have ","Muller, Astrid; Claes, Laurence; Birlin, Annika; Georgiadou, Ekaterini; Laskowski, Nora M; Steins-Loeber, Sabine; Brand, Matthias; de Zwaan, Martina","Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Faculty of Psychology and Educational Sciences, KU Leuven, Leuven, Belgium.; Faculty of Medicine and Health Sciences, University Antwerp, Antwerp, Belgium.; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Psychiatry and Psychotherapy, Paracelsus Medical University ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Clinical Psychology and Psychotherapy, Otto Friedrich University of ; General Psychology: Cognition and Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ","eng","Journal Article","Eur Addict Res",NA,"European addiction research","shopping"
"Object attachment in buying-shopping disorder.",33011674,2021,"Jun","S2352-250X(20)30171-8 [pii]; 10.1016/j.copsyc.2020.08.019 [doi]","Buying-shopping disorder (BSD) is considered a behavioral addiction that is ","Muller, Astrid; Claes, Laurence; Kyrios, Michael","Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Faculty of Psychology and Educational Sciences, KU Leuven, Leuven, Belgium; ; College of Education, Psychology and Social Work, Flinders University, Adelaide, ","eng","Journal Article; Review","Curr Opin Psychol",NA,"Current opinion in psychology","shopping"
"The things that make us: self and object attachment in hoarding and compulsive buying-shopping disorder.",32950768,2021,"Jun","S2352-250X(20)30161-5 [pii]; 10.1016/j.copsyc.2020.08.016 [doi]","Excessive or maladaptive object attachment is the defining feature of Hoarding ","Moulding, Richard; Kings, Christopher; Knight, Tess","School of Psychology, Deakin University, Australia. Electronic address: ; School of Psychology, Deakin University, Australia.; Cairnmillar Institute, Australia.","eng","Journal Article; Review","Curr Opin Psychol",NA,"Current opinion in psychology","shopping"
"The concept of buying-shopping disorder: Comparing latent classes with a diagnostic approach for in-store and online shopping in a representative sample in Switzerland.",32918801,2020,"Oct","10.1556/2006.2020.00051 [doi]","BACKGROUND AND AIMS: Buying-shopping disorder and its transferability to the ","Augsburger, Mareike; Wenger, Andreas; Haug, Severin; Achab, Sophia; Khazaal, Yasser; Billieux, Joel; Schaub, Michael P","1Swiss Research Institute for Public Health and Addiction ISGF at Zurich ; 1Swiss Research Institute for Public Health and Addiction ISGF at Zurich ; 1Swiss Research Institute for Public Health and Addiction ISGF at Zurich ; 2Specialized Facility in Behavioral Addictions ReConnecte HUG, Geneva, ; 3WHO Collaborating Center in Training and Research in Mental Health, UniGe, ; 4Department of Psychiatry, Addiction Medicine, Lausanne University Hospital and ; 5Institute of Psychology, University of Lausanne, Lausanne, Switzerland.; 1Swiss Research Institute for Public Health and Addiction ISGF at Zurich ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","shopping"
"General rather than specific: Cognitive deficits in suppressing task irrelevant stimuli are associated with buying-shopping disorder.",32750087,2020,NA,"10.1371/journal.pone.0237093 [doi]; e0237093","OBJECTIVE: To investigate associations between buying-shopping disorder (BSD) ","Lindheimer, Nico; Nicolai, Jennifer; Moshagen, Morten","Department of Psychiatry and Psychotherapy, Charite - Universitatsmedizin, ; Department of Clinical Psychology and Psychotherapy, Ulm University, Ulm, ; Psychological Research Methods, Department of Psychology, Ulm University, Ulm, ","eng","Journal Article","PLoS One","The authors have declared that no competing interests exist.","PloS one","shopping"
"Buying despite negative consequences: Interaction of craving, implicit cognitive processes, and inhibitory control in the context of buying-shopping disorder.",32652388,2020,"Nov","S0306-4603(20)30653-5 [pii]; 10.1016/j.addbeh.2020.106523 [doi]","BACKGROUND: Buying-shopping disorder (BSD) is a severe mental disorder in which ","Trotzke, Patrick; Muller, Astrid; Brand, Matthias; Starcke, Katrin; Steins-Loeber, Sabine","Department of General Psychology: Cognition and Center for Behavioral Addiction ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of General Psychology: Cognition and Center for Behavioral Addiction ; SRH Berlin School of Popular Arts, Berlin, Germany.; Department of Clinical Psychology and Psychotherapy, University of Bamberg, ","eng","Journal Article","Addict Behav","Conflict of interest The authors declare that they have no known competing ","Addictive behaviors","shopping"
"Buying-shopping disorder, emotion dysregulation, coping and materialism: a comparative approach with gambling patients and young people and adolescents.",32643498,2020,"Nov","10.1080/13651501.2020.1780616 [doi]","OBJECTIVE: The comorbidity between gambling disorder (GD) and buying-shopping ","Estevez, Ana; Jauregui, Paula; Granero, Roser; Munguia, Lucero; Lopez-Gonzalez, Hibai; Macia, Laura; Lopez, Naiara; Momene, Janire; Corral, Susana; Fernandez-Aranda, Fernando; Aguera, Zaida; Mena-Moreno, Teresa; Lozano-Madrid, Maria Del Espino; Vintro-Alcaraz, Cristina; Del Pino-Gutierrez, Amparo; Codina, Ester; Valenciano-Mendoza, Eduardo; Gomez-Pena, Monica; Moragas, Laura; Casale, Gemma; Mora-Maltas, Bernat; Mestre-Bach, Gemma; Menchon, Jose M; Jimenez-Murcia, Susana","Psychology Department, University of Deusto, Bilbao, Spain.; Psychology Department, University of Deusto, Bilbao, Spain.; Departament de Psicobiologia i Metodologia, Universitat Autonoma de Barcelona, ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Psychology Department, University of Deusto, Bilbao, Spain.; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Psychology Department, University of Deusto, Bilbao, Spain.; Psychology Department, University of Deusto, Bilbao, Spain.; Psychology Department, University of Deusto, Bilbao, Spain.; Psychology Department, University of Deusto, Bilbao, Spain.; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Psychiatry and Mental Health Group, Neuroscience Program, Institut d'Investigacio ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Psychiatry and Mental Health Group, Neuroscience Program, Institut d'Investigacio ; Departament d'Infermeria de Salut Publica, Salut Mental i Maternoinfantil. Escola ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Psychiatry and Mental Health Group, Neuroscience Program, Institut d'Investigacio ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Psychiatry and Mental Health Group, Neuroscience Program, Institut d'Investigacio ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Psychiatry and Mental Health Group, Neuroscience Program, Institut d'Investigacio ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Psychiatry and Mental Health Group, Neuroscience Program, Institut d'Investigacio ; Departament d'Infermeria de Salut Publica, Salut Mental i Maternoinfantil. Escola ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; International University of La Rioja, Logrono, La Rioja, Spain.; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Psychiatry and Mental Health Group, Neuroscience Program, Institut d'Investigacio ; Ciber Salud Mental (CIBERSAM), Instituto de Salud Carlos III, Barcelona, Spain.; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Psychiatry and Mental Health Group, Neuroscience Program, Institut d'Investigacio ","eng","Comparative Study; Journal Article","Int J Psychiatry Clin Pract",NA,"International journal of psychiatry in clinical practice","shopping"
"Which conditions should be considered as disorders in the International Classification of Diseases (ICD-11) designation of ""other specified disorders due to addictive behaviors""?",32634114,2020,"Jun","10.1556/2006.2020.00035 [doi]","BACKGROUND: Gambling and gaming disorders have been included as ""disorders due to ","Brand, Matthias; Rumpf, Hans-JUrgen; Demetrovics, Zsolt; MUller, Astrid; Stark, Rudolf; King, Daniel L; Goudriaan, Anna E; Mann, Karl; Trotzke, Patrick; Fineberg, Naomi A; Chamberlain, Samuel R; Kraus, Shane W; Wegmann, Elisa; Billieux, JoEl; Potenza, Marc N","1General Psychology: Cognition and Center for Behavioral Addiction Research ; 2Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; 3Department of Psychiatry and Psychotherapy, Research Group S:TEP (Substance Use ; 4Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 5Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; 6Department of Psychotherapy and Systems Neuroscience, Justus Liebig University ; 7Bender Institute of Neuroimaging, Justus Liebig University of Giessen, Giessen, ; 8College of Education, Psychology, and Social Work, Flinders University, ; 9Amsterdam University Medical Center, Department of Psychiatry, University of ; 10Arkin Mental Health Care, Amsterdam, The Netherlands.; 11Amsterdam Public Health Research Institute, Amsterdam, The Netherlands.; 12Department of Addictive Behavior and Addiction Medicine, Central Institute of ; 1General Psychology: Cognition and Center for Behavioral Addiction Research ; 2Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; 13Hertfordshire Partnership University NHS Foundation Trust, Hertfordshire, UK.; 14Centre for Health Services and Clinical Research, School of Life and Medical ; 15School of Clinical Medicine, University of Cambridge, Cambridge, UK.; 16Department of Psychiatry, University of Cambridge, Cambridge, UK.; 17Cambridge & Peterborough NHS Foundation Trust, Cambridge, UK.; 18University of Nevada, Las Vegas, Department of Psychology, Las Vegas, NV, USA.; 1General Psychology: Cognition and Center for Behavioral Addiction Research ; 19Institute of Psychology, University of Lausanne (UNIL), Lausanne, Switzerland.; 20Centre for Excessive Gambling, Lausanne University Hospitals (CHUV), Lausanne, ; 21Departments of Psychiatry, Neuroscience and Child Study, Yale University School ; 22Connecticut Council on Problem Gambling, Wethersfield, CT, USA.; 23Connecticut Mental Health Center, New Haven, CT, USA.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","shopping"
"Are eating disorders associated with bipolar disorder type I? Results of a Lebanese case-control study.",32627196,2021,"Jan","10.1111/ppc.12567 [doi]","OBJECTIVES: To assess the association between disordered eating and bipolar ","Obeid, Sahar; Chok, Alaa; Sacre, Hala; Haddad, Chadia; Tahan, Fouad; Ghanem, Lara; Azar, Jocelyne; Hallit, Souheil","Departments of Research, Psychology, and Psychiatry, Psychiatric Hospital of the ; Department of Psychology, Faculty of Arts and Sciences, Holy Spirit University of ; INSPECT-LB: Institut National de Sante Publique, Epidemiologie Clinique et ; Faculty of Science, Lebanese University, Fanar, Lebanon.; INSPECT-LB: Institut National de Sante Publique, Epidemiologie Clinique et ; Departments of Research, Psychology, and Psychiatry, Psychiatric Hospital of the ; Departments of Research, Psychology, and Psychiatry, Psychiatric Hospital of the ; Faculty of Science, Lebanese University, Fanar, Lebanon.; Faculty of Science, Lebanese University, Fanar, Lebanon.; Departments of Research, Psychology, and Psychiatry, Psychiatric Hospital of the ; Faculty of Science, Lebanese University, Fanar, Lebanon.; Faculty of Medicine, Lebanese American University, Byblos, Lebanon.; INSPECT-LB: Institut National de Sante Publique, Epidemiologie Clinique et ; Faculty of Medicine and Medical Sciences, Holy Spirit University of Kaslik ","eng","Journal Article","Perspect Psychiatr Care",NA,"Perspectives in psychiatric care","shopping"
"Gambling disorder and comorbid behavioral addictions: Demographic, clinical, and personality correlates.",31951870,2020,"Feb","S0165-1781(19)31934-1 [pii]; 10.1016/j.psychres.2020.112763 [doi]","Gambling disorder (GD) frequently co-occurs with substance use disorders. ","Tang, Karen T Y; Kim, Hyoun S; Hodgins, David C; McGrath, Daniel S; Tavares, Hermano","Department of Psychology & Neuroscience, Dalhousie University, Canada. Electronic ; Department of Psychology, University of Calgary, Canada.; Department of Psychology, University of Calgary, Canada.; Department of Psychology, University of Calgary, Canada.; Impulse Control Disorders Outpatient Unit, Institute and Department of ","eng","Journal Article","Psychiatry Res","Declaration of Competing Interest HSK has received scholarships from the Alberta ","Psychiatry research","shopping"
"Determinants of object choice and object attachment: Compensatory consumption in compulsive buying-shopping disorder and hoarding disorder.",31914783,2020,"Apr","10.1556/2006.8.2019.68 [doi]","BACKGROUND AND AIMS: Individuals who meet criteria for compulsive buying-shopping ","Norberg, Melissa M; David, Jonathan; Crone, Cassandra; Kakar, Vani; Kwok, Cathy; Olivier, Jake; Grisham, Jessica R","Department of Psychology, Centre for Emotional Health,Macquarie University, ; Department of Psychology, Centre for Emotional Health,Macquarie University, ; Department of Psychology, Centre for Emotional Health,Macquarie University, ; Department of Psychology, Centre for Emotional Health,Macquarie University, ; Department of Psychology, Centre for Emotional Health,Macquarie University, ; School of Mathematics and Statistics,UNSW Sydney, Kensington, NSW,Australia.; School of Psychology,UNSW Sydney, Kensington, NSW,Australia.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","shopping"
"Online shopping in treatment-seeking patients with buying-shopping disorder.",31476589,2019,"Oct","S0010-440X(19)30043-4 [pii]; 10.1016/j.comppsych.2019.152120 [doi]","BACKGROUND AND AIMS: With e-commerce becoming an important shopping activity, it ","Muller, Astrid; Steins-Loeber, Sabine; Trotzke, Patrick; Vogel, Birte; Georgiadou, Ekaterini; de Zwaan, Martina","Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Clinical Psychology and Psychotherapy, Otto Friedrich University of ; Department of General Psychology: Cognition & Center for Behavioral Addiction ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Psychosomatic Medicine and Psychotherapy, Friedrich-Alexander ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ","eng","Journal Article","Compr Psychiatry",NA,"Comprehensive psychiatry","shopping"
"The Interaction of Person-Affect-Cognition-Execution (I-PACE) model for addictive behaviors: Update, generalization to addictive behaviors beyond internet-use disorders, and specification of the process character of addictive behaviors.",31247240,2019,"Sep","S0149-7634(19)30370-7 [pii]; 10.1016/j.neubiorev.2019.06.032 [doi]","We propose an updated version of the Interaction of ","Brand, Matthias; Wegmann, Elisa; Stark, Rudolf; Muller, Astrid; Wolfling, Klaus; Robbins, Trevor W; Potenza, Marc N","General Psychology: Cognition and Center for Behavioral Addiction Research ; General Psychology: Cognition and Center for Behavioral Addiction Research ; Department of Psychotherapy and Systems Neuroscience, Justus-Liebig-University of ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Outpatient Clinic for Behavioral Addiction, Department of Psychosomatic Medicine ; Department of Psychology, Behavioural and Clinical Neuroscience Institute, ; Departments of Psychiatry, Neuroscience and Child Study, Yale University School ","eng","Journal Article; Research Support, Non-U.S. Gov't; Review","Neurosci Biobehav Rev",NA,"Neuroscience and biobehavioral reviews","shopping"
"Cue-induced craving and symptoms of online-buying-shopping disorder interfere with performance on the Iowa Gambling Task modified with online-shopping cues.",31060009,2019,"Sep","S0306-4603(18)30650-6 [pii]; 10.1016/j.addbeh.2019.04.008 [doi]","BACKGROUND AND AIMS: Subjects with buying-shopping disorder (BSD) continue to buy ","Trotzke, Patrick; Starcke, Katrin; Muller, Astrid; Brand, Matthias","General Psychology: Cognition and Center for Behavioral Addiction Research ; General Psychology: Cognition and Center for Behavioral Addiction Research ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; General Psychology: Cognition and Center for Behavioral Addiction Research ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addict Behav",NA,"Addictive behaviors","shopping"
