"Title","PMID"
"Relationship of Internet addiction with cognitive style, personality, and depression in university students.","24889340"
"Associations between online friendship and Internet addiction among adolescents and emerging adults.","22369342"
"Internet addiction and psychiatric symptoms among Korean adolescents.","18307612"
"Prediction of internet addiction based on information literacy among students of Iran University of Medical Sciences.","29629056"
"Predicting Internet risks: a longitudinal panel study of gratifications-sought, Internet addiction symptoms, and social media use among children and adolescents.","25750792"
"The role of positive/negative outcome expectancy and refusal self-efficacy of Internet use on Internet addiction among college students in Taiwan.","18721094"
"Effect of Gender and Physical Activity on Internet Addiction in Medical Students.","28367198"
"Internet addiction and interpersonal problems in korean adolescents.","19574748"
"Effects of a prevention program for internet addiction among middle school students in South Korea.","29464745"
"[Effectiveness of an early intervention program for adolescents with Internet Gaming and Internet Use Disorder: Medium-term effects of the PROTECT+ Study].","31094644"
"Treatment outcomes using CBT-IA with Internet-addicted patients.","25215202"
"Effects of time perspective and self-control on procrastination and Internet addiction.","28494615"
"The Mediating Role of Coping Styles on Impulsivity, Behavioral Inhibition/Approach System, and Internet Addiction in Adolescents From a Gender Perspective.","31708840"
"Factors influencing internet addiction in a sample of freshmen university students in China.","19445631"
"Predictive factors and psychosocial effects of Internet addictive behaviors in Cypriot adolescents.","24803607"
"Psychiatric comorbidity of internet addiction in college students: an interview study.","18227746"
"General health of students of medical sciences and its relation to sleep quality, cell phone overuse, social networks and internet addiction.","31114630"
"Relationship between Paternal and Maternal Parenting Style with Internet Addiction Level of Adolescents.","35082856"
"Internet addiction and associated factors among medical and allied health sciences students in northern Tanzania: a cross-sectional study.","32646491"
"Effects of Self-efficacy and Self-control on Internet Addiction in Middle School Students: A Social Cognitive Theory-Driven Focus on the Mediating Influence of Social Support.","35004479"
"Relationships between depression, health‑related behaviors, and internet addiction in female junior college students.","31398212"
"Multi-dimensional discriminative factors for Internet addiction among adolescents regarding gender and age.","19566768"
"Relationship between nursing students' levels of internet addiction, loneliness, and life satisfaction.","31970780"
"Rich Get Richer: Extraversion Statistically Predicts Reduced Internet Addiction through Less Online Anonymity Preference and Extraversion Compensation.","35735403"
"Internet addiction among Chinese adolescents: prevalence and psychological features.","17439441"
"Bipolar spectrum disorders in a clinical sample of patients with Internet addiction: hidden comorbidity or differential diagnosis?","26132914"
"Prevalence of excessive internet use and its association with psychological distress among university students in South India.","30416304"
"[Internet addiction as a co-morbid disorder among patients of german addiction rehabilitation facilities: an exploratory investigation of clinical prevalence].","22926793"
"Inferiority feelings and internet addiction among Turkish University students in the context of COVID-19: The mediating role of emotion dysregulation.","37359640"
"Self-rated Health and Internet Addiction in Iranian Medical Sciences Students; Prevalence, Risk Factors and Complications.","27493592"
"Association of Personality Traits and Risk of Internet Addiction in Adolescents.","26160240"
"[Pathological gambling and internet addiction among nursing students: a pilot study].","29790325"
"The bidirectional interactions between addiction, behaviour approach and behaviour inhibition systems among adolescents in a prospective study.","22534501"
"Evidences from Rewarding System, FRN and P300 Effect in Internet-Addiction in Young People SHORT TITLE: Rewarding System and EEG in Internet-Addiction.","28704978"
"Multiple Intermediary Model Test of Adolescent Physical Exercise and Internet Addiction.","36901042"
"Preliminary study of Internet addiction and cognitive function in adolescents based on IQ tests.","21899895"
"Is Sensation Seeking a correlate of excessive behaviors and behavioral addictions? A detailed examination of patients with Gambling Disorder and Internet Addiction.","27322843"
"Assessing the effect of an educational intervention program based on Health Belief Model on preventive behaviors of internet addiction.","28852654"
"Possible internet addiction in high school students in the city center of Isparta and associated factors: a cross-sectional study.","24292036"
"Exercise adherence and suicidal ideation of Chinese college students: a chain mediation model test.","37228348"
"Attachment and family functioning in patients with internet addiction.","24262601"
"[The relationships of Internet addiction, depression, and suicidal ideation in adolescents].","15314344"
"College students with Internet addiction decrease fewer Behavior Inhibition Scale and Behavior Approach Scale when getting online.","24866726"
"Decreased functional brain connectivity in adolescents with internet addiction.","23451272"
"Bidirectional associations between family factors and Internet addiction among adolescents in a prospective investigation.","24836367"
"Role of innate and acquired resilience in behavioral system, mental health, and internet addiction among Japanese adolescents in the COVID-19 pandemic.","36755870"
"[Effects of an Integrated Internet Addiction Prevention Program on Elementary Students' Self-regulation and Internet Addiction].","25947187"
"Depression, loneliness, anger behaviours and interpersonal relationship styles in male patients admitted to internet addiction outpatient clinic in Turkey.","24608151"
"The relationship between technology addictions and schizotypal traits: mediating roles of depression, anxiety, and stress.","36698079"
"Factors influencing internet addiction tendency among middle school students in Gyeong-buk area.","15314360"
"Children and adolescents' positive youth development qualities and internet addiction during the COVID-19 pandemic: A longitudinal study in China.","36713917"
"Deficits in recognizing disgust facial expressions and Internet addiction: Perceived stress as a mediator.","28476013"
"Resting-state beta and gamma activity in Internet addiction.","23770040"
"Differential resting-state EEG patterns associated with comorbid depression in Internet addiction.","24326197"
"Attention deficit hyperactivity symptoms and internet addiction.","15482579"
"Watching pornographic pictures on the Internet: role of sexual arousal ratings and psychological-psychiatric symptoms for using Internet sex sites excessively.","21117979"
"Proposed diagnostic criteria of Internet addiction for adolescents.","16260926"
"Reduced orbitofrontal cortical thickness in male adolescents with internet addiction.","23497383"
"Testing Longitudinal Relationships between Internet Addiction and Well-Being in Hong Kong Adolescents: Cross-Lagged Analyses Based on three Waves of Data.","30220941"
"Cumulative childhood trauma and cybervictimization among Chinese college students: Internet addiction as a mediator and roommate relationships as a moderator.","36092086"
"Use of Internet in an Italian clinical sample.","22954857"
"[Development of internet addiction measurement scales and Korean internet addiction index].","16323630"
"Direct and Indirect Effects of Neuroticism on Internet Addiction in College Students: A Structure Equation Modeling Analysis.","32326828"
"Relationship between anxiety, depression, sex, obesity, and internet addiction in Chinese adolescents: A short-term longitudinal study.","30553156"
"Impact of Short-Term Intensive-Type Cognitive Behavioral Therapy Intervention on Internet Addiction among Chinese College Students: A Randomized Controlled Trial.","35564611"
"Association Between Family Atmosphere and Internet Addiction Among Adolescents: The Mediating Role of Self-Esteem and Negative Emotions.","37435194"
"Association between physiological oscillations in self-esteem, narcissism and internet addiction: A cross-sectional study.","28843628"
"Work stress and subsequent risk of internet addiction among information technology engineers in Taiwan.","24950412"
"Internet addiction and depression among Chinese adolescents: anxiety as a mediator and social support as a moderator.","37317485"
"The effects of parental monitoring and leisure boredom on adolescents' Internet addiction.","20432612"
"Suicide and Non-Suicidal Self-Injury From Internet Addiction Among Korean Adolescents.","37426833"
"Individual differences in implicit learning abilities and impulsive behavior in the context of Internet addiction and Internet Gaming Disorder under the consideration of gender.","29450224"
"Influences of parental problem drinking on internet addiction among early adolescents: a multiple-mediation analysis.","24622496"
"[Internet addiction--a case report].","19370973"
"Reduced striatal dopamine D2 receptors in people with Internet addiction.","21499141"
"Obesity status of middle school students in Xiangtan and its relationship with Internet addiction.","23929670"
"Predictive values of psychiatric symptoms for internet addiction in adolescents: a 2-year prospective study.","19805713"
"Relationship with Parents, Emotion Regulation, and Callous-Unemotional Traits in Adolescents' Internet Addiction.","29951544"
"Evaluation of an Internet addiction treatment program for Chinese adolescents in Hong Kong.","19764272"
"Impulsivity, Social Support and Depression Are Associated With Latent Profiles of Internet Addiction Among Male College Freshmen.","33841210"
"Exploring depression, self-esteem and verbal fluency with different degrees of internet addiction among Chinese college students.","27810547"
"Vicious circle of family dysfunction and adolescent internet addiction: Do only child and non-only child exhibit differences?","36819748"
"People-centered care for psoriasis and urticaria: Are we overlooking Internet addiction while only considering patients and physician settings?","33406282"
"Problems associated with the use of social networks--a pilot study.","23995179"
"Internet addiction: a new type of addiction?","10214023"
"Factors predictive for incidence and remission of internet addiction in young adolescents: a prospective study.","17711363"
"Discussing digital technology overuse in children and adolescents during the COVID-19 pandemic and beyond: On the importance of considering Affective Neuroscience Theory.","33364321"
"Social support and social interaction ties on internet addiction: integrating online and offline contexts.","23848959"
"Is Internet Addiction Prevalent Among Methadone Maintenance Treatment Patients? Data from Las Vegas and Tel Aviv.","26284288"
"Prevalence and psychosocial risk factors associated with internet addiction in a nationally representative sample of college students in Taiwan.","21651418"
"[Prevalence of internet addiction and the related factors in middle school students in Guangzhou].","20813669"
"[Effects of a group counseling integration program on self-determination and Internet addiction in high school students with tendency to Internet addiction].","22143218"
"Network analysis of suicidality and internet addiction symptoms among Chinese primary and secondary school students.","37437741"
"Association among social-networking service usage via smartphone, internet addiction, and psychological stress in Japanese physical therapy university students: a single-university cross-sectional study.","32982056"
"Predicting effects of borderline personality symptoms and self-concept and identity disturbances on internet addiction, depression, and suicidality in college students: A prospective study.","31063227"
"Gender differences in relationships of actual and virtual social support to Internet addiction mediated through depressive symptoms among college students in Taiwan.","18721099"
"Prevalence, associated factors and impact of loneliness and interpersonal problems on internet addiction: A study in Chiang Mai medical students.","29306727"
"Loneliness, self-esteem, and life satisfaction as predictors of Internet addiction: a cross-sectional study among Turkish university students.","23577670"
"Predicting Effects of Psychological Inflexibility/Experiential Avoidance and Stress Coping Strategies for Internet Addiction, Significant Depression, and Suicidality in College Students: A Prospective Study.","29670025"
"Getting plugged in: an overview of internet addiction.","20979347"
"Swiss psychiatrists' beliefs and attitudes about internet addiction.","19326214"
"ADHD and autistic traits, family function, parenting style, and social adjustment for Internet addiction among children and adolescents in Taiwan: a longitudinal study.","25617844"
"A latent profile transition analysis and influencing factors of internet addiction for adolescents: A short-term longitudinal study.","36967943"
"Prevalence of Internet addiction and correlations with family factors among South Korean adolescents.","19149152"
"[Computer games and Internet addiction as well as pathological gambling. Therapy approaches].","23584401"
"[A study on a model for internet addiction of adolescents].","15314311"
"Cross-sectional survey of prevalence and personality characteristics of college students with internet addiction in Wenzhou, China.","25324610"
"[A study of factors that influence Internet addiction, smoking, and drinking in high school students].","17992059"
"Author's Reply to: Environmental Influence and Recruitment Bias in Studies on Internet Addiction. Comment on ""Addiction Symptom Network of Young Internet Users: Network Analysis"".","37432733"
"Environmental Influence and Recruitment Bias in Studies on Internet Addiction. Comment on ""Addiction Symptom Network of Young Internet Users: Network Analysis"".","37432717"
"Analysis of attitudes toward computer networks and Internet addiction of Taiwanese adolescents.","11710262"
"MMORPG gaming and hostility predict Internet Addiction symptoms in adolescents: An empirical multilevel longitudinal study.","26410795"
"Re-visiting internet addiction among Taiwanese students: a cross-sectional comparison of students' expectations, online gaming, and online social interaction.","25079945"
"[Gambling and internet addiction: review and research agenda].","19697001"
"Cognitive functions in Internet addiction - a review.","31008465"
"Comparison of the Video Game Functional Assessment-Revised (VGFA-R) and Internet Gaming Disorder Test (IGD-20).","30873069"
"Evaluation of internet addiction and fear of missing out among nursing students.","32068267"
"Effect of Exercise Intervention on Internet Addiction and Autonomic Nervous Function in College Students.","36105927"
"Prevalence and associated factors of internet addiction among undergraduate university students in Ethiopia: a community university-based cross-sectional study.","33407920"
"How Have Researchers Acknowledged and Controlled for Academic Work Activity When Measuring Medical Students' Internet Addiction? A Systematic Literature Review.","34300132"
"The association between suicidality and Internet addiction and activities in Taiwanese adolescents.","24457034"
"Internet addiction among social networking sites users: Emerging mental health concern among medical undergraduates of Karachi.","30559806"
"Prevalence of Internet addiction and its associated factors among female students at Jouf University, Saudi Arabia.","32813134"
"THE EFFECT OF THE INTERNET ADDICTION ON THE INFORMATION-SEEKING BEHAVIOR OF THE POSTGRADUATE STUDENTS.","27482160"
"Data on the relationship between internet addiction and stress among Lebanese medical students in Lebanon.","31463341"
"[Internet addiction: a different kind of addiction?].","11523305"
"Internet addiction and psychosocial problems among adolescents during the COVID-19 pandemic: A cross-sectional study.","34861951"
"Survey of the relationship between internet addiction and social withdrawal (HIKIKOMORI) in Japan.","30462389"
"Relationship between peripheral blood dopamine level and internet addiction disorder in adolescents: a pilot study.","26309680"
"The comparison of neurocognitive functions between internet-addicted, methamphetamine users, and healthy participants.","37318541"
"Role of self-compassion and online/offline integration on internet addiction, aggression, and psychological well-being: A mediation analysis.","35494334"
"Validity of the Malay version of the Internet Addiction Test: a study on a group of medical students in Malaysia.","22652253"
"The Internet Is Not a Tool: Reappraising the Model for Internet-Addiction Disorder Based on the Constraints and Opportunities of the Digital Environment.","29720954"
"Prefrontal control and internet addiction: a theoretical model and review of neuropsychological and neuroimaging findings.","24904393"
"Medical student Internet usage: is the literature correct to call it addiction? An opinion piece.","33225050"
"Internet addiction and its predictors in guilan medical sciences students, 2012.","25414864"
"Does cognitive-behavioral therapy reduce internet addiction? Protocol for a systematic review and meta-analysis.","31568011"
"Childhood trauma and suicidal ideation among Chinese university students: the mediating effect of Internet addiction and school bullying victimisation.","32772993"
"Psychopathological symptoms in individuals at risk of Internet addiction in the context of selected demographic factors.","30922026"
"A study of internet addiction and its effects on mental health: A study based on Iranian University Students.","33062738"
"Parental control and adolescent internet addiction: the moderating effect of parent-child relationships.","37304126"
"Current Research and Viewpoints on Internet Addiction in Adolescents.","33457108"
"The relationship between bullying victimization and depression in adolescents: multiple mediating effects of internet addiction and sleep quality.","32479131"
"Internet addiction and sleep problems: A systematic review and meta-analysis.","31336284"
"Differences in the relationship between traumatic experiences, self-esteem, negative cognition, and Internet addiction symptoms among North Korean adolescent defectors and South Korean adolescents: A preliminary study.","28818806"
"Deficit in rewarding mechanisms and prefrontal left/right cortical effect in vulnerability for internet addiction.","26956807"
"Clinical Usefulness of a Short Version of the Internet Addiction Test to Screen for Probable Internet Addiction in Adolescents with Autism Spectrum Disorder.","36901680"
"Prevalence of Internet Addiction during the COVID-19 Outbreak and Its Risk Factors among Junior High School Students in Taiwan.","33218018"
"Clinical characteristics and diagnostic confirmation of Internet addiction in secondary school students in Wuhan, China.","24920380"
"Internet addiction in Hong Kong adolescents: a three-year longitudinal study.","23683821"
"Prevalence of internet addiction among Syrian undergraduate medical students.","36626507"
"Susceptibility and perceptions of excessive internet use impact on health among Vietnamese youths.","30732860"
"Social Media Burnout and Internet Addiction: The Role of Extroversion and Social Self-Concept in a Brazilian Sample.","37147190"
"Screening for Internet addiction: an empirical study on cut-off points for the Chen Internet Addiction Scale.","16670046"
"Erratum: The relationship between social support and Internet addiction among Chinese college freshmen: A mediated moderation model.","36844291"
"Cyberchondria and COVID-19 anxiety and internet addiction among nursing students.","36468163"
"The Effect of Solution-Focused Group Counseling Intervention on College Students' Internet Addiction: A Pilot Study.","32272623"
"Relationship between internet addiction and academic performance of undergraduate medical students of Azad Kashmir.","32063965"
"Cognitive behavioral intervention in dealing with Internet addiction among Arab teenagers in Israel.","35075353"
"Exploring the Relationship Among Free-Time Management, Leisure Boredom, and Internet Addiction in Undergraduates in Taiwan.","30071775"
"Internet addiction disorder: an Italian study.","17474832"
"Hospital based Treatment for Internet Addicts.","25000071"
"The Internet Addiction Test in a Young Adult U.S. Population.","30334654"
"Association of Internet Addiction with Adolescents' Lifestyle: A National School-Based Survey.","33383635"
"Prevalence of internet addiction and its association with stressful life events and psychological symptoms among adolescent internet users.","24388433"
"Association between religiosity or spirituality and internet addiction: A systematic review.","36530734"
"Changes of internet behavior of adolescents across the period of COVID-19 pandemic in China.","34983262"
"A randomized efficacy trial of a cognitive-behavioral group intervention to prevent Internet Use Disorder onset in adolescents: The PROTECT study protocol.","29740637"
"A bibliometric analysis of the scientific literature on Internet, video games, and cell phone addiction.","19404500"
"The association of Internet addiction symptoms with anxiety, depression and self-esteem among adolescents with attention-deficit/hyperactivity disorder.","25015304"
"Comparison of risk and protective factors associated with smartphone addiction and Internet addiction.","26690626"
"Prevalence of internet addiction and associated factors among medical students from mashhad, iran in 2013.","25031856"
"Prevalence of Insomnia and Internet Dependence Amidst the COVID 19 among the Northeast Indian Population: A Preliminary Study.","34308100"
"Systematic review and meta-analysis of epidemiology of internet addiction.","32853626"
"Emotion dysregulation and pediatric obesity: investigating the role of Internet addiction and eating behaviors on this relationship in an adolescent sample.","32893330"
"Perceived Social Support, Self-Esteem, and Internet Addiction Among Students of Al-Zahra University, Tehran, Iran.","26576175"
"Internet addiction and sleep quality among medical students during the COVID-19 pandemic: A multinational cross-sectional survey.","34739502"
"Internet addiction and daytime sleepiness among professionals in India: A web-based survey.","31142904"
"Occurence of internet addiction in a general population sample: a latent class analysis.","24401314"
"The Relationship Between Sleep Quality and Internet Addiction Among Female College Students.","31249504"
"Internet Addiction and Sleep Problems among Russian Adolescents: A Field School-Based Study.","34639694"
"Validation study of the Indonesian internet addiction test among adolescents.","33539448"
"Personal Factors, Internet Characteristics, and Environmental Factors Contributing to Adolescent Internet Addiction: A Public Health Perspective.","31766527"
"Internet addiction in Tibetan and Han Chinese middle school students: prevalence, demographics and quality of life.","30025283"
"Neural substrates of risky decision making in individuals with Internet addiction.","26238384"
"The impact of sensation seeking on the relationship between attention deficit/hyperactivity symptoms and severity of Internet addiction risk.","25962354"
"The effects of Internet addiction on the lifestyle and dietary behavior of Korean adolescents.","20198209"
"Comparison of internet addiction, pattern and psychopathology between medical and dental students.","27520909"
"Psychometric properties of the Turkish version of the Internet Addiction Test (IAT).","26421905"
"Internet Addiction and Associated Factors among Undergraduates.","35945865"
"Internet addiction: Neuroimaging findings.","22448301"
"Internet addiction: a review of current assessment techniques and potential assessment questions.","15738688"
"Relationship between Facebook use and problematic Internet use among college students.","22703039"
"Internet addiction in Korean adolescents and its relation to depression and suicidal ideation: a questionnaire survey.","16427966"
"Deficits in executive functions but not in decision making under risk in individuals with problematic social-network use.","33581450"
"Association of Internet addiction and alexithymia - A scoping review.","29429757"
"Treatment of internet addiction in patient with panic disorder and obsessive compulsive disorder: a case report.","25714981"
"Internet addiction of adolescents in Taiwan: an interview study.","14756931"
"Influence of internet addiction on executive function and learning attention in Taiwanese school-aged children.","29384207"
"Relationship between eating disorders and internet and smartphone addiction in college students.","33034868"
"Multi-family group therapy for adolescent Internet addiction: exploring the underlying mechanisms.","25462646"
"[Association of Internet addiction with health promotion lifestyle profile and perceived health status in adolescents].","16312910"
"A Longitudinal Study for the Empirical Validation of an Etiopathogenetic Model of Internet Addiction in Adolescence Based on Early Emotion Regulation.","29707569"
"Treatments for Internet gaming disorder and Internet addiction: A systematic review.","28921996"
"Recognizing internet addiction: prevalence and relationship to academic achievement in adolescents enrolled in urban and rural Greek high schools.","23608781"
"Assessing the psychometric properties of the Internet Addiction Test (IAT) in US college students.","22386568"
"The Internet Addiction Test: assessing its psychometric properties in Bangladeshi culture.","25042957"
"Relationship between Internet Addiction, Personality Factors, and Emotional Distress among Adolescents in Malaysia.","36553330"
"Problematic computer game use as expression of Internet addiction and its association with self-rated health in the Lithuanian adolescent population.","27496191"
"Online Learning Satisfaction and Internet Addiction During Covid-19 Pandemic: A Two-Wave Longitudinal Study.","35098255"
"Psychological Risk Factors that Predict Social Networking and Internet Addiction in Adolescents.","32604834"
"Internet Addiction and Mental Health Status of Adolescents in Croatia and Germany.","28949312"
"Erratum: Tang, G., et al. Politically Motivated Internet Addiction: Relationships among Online Information Exposure, Internet Addiction, FOMO, Psychological Well-being, and Radicalism in Massive Political Turbulence. Int. J. Environ. Res. Public Health 2020, 17, 633.","32295267"
"Internet Interpersonal Connection Mediates the Association between Personality and Internet Addiction.","31546664"
"[Internet addiction among graduates of general secondary schools in Cracow and its correlation with body mass index and other health problems].","26277175"
"Psychometric properties of the Revised Chen Internet Addiction Scale (CIAS-R) in Chinese adolescents.","24585392"
"Prevalence of Internet Addiction and Its Association With Psychological Distress and Coping Strategies Among University Students in Jordan.","25639746"
"Unpacking the Association between Family Functionality and Psychological Distress among Chinese Left-Behind Children: The Mediating Role of Social Support and Internet Addiction.","36293906"
"Prevalence of Internet addiction and risk of developing addiction as exemplified by a group of Polish adolescents from urban and rural areas.","25780842"
"Treatment Modalities for Internet Addiction in Children and Adolescents: A Systematic Review of Randomized Controlled Trials (RCTs).","37176784"
"Zhongyong thinking (doctrine of the mean) and internet addiction: The mediation of maladaptive cognition and the moderation of subject.","36777778"
"Internet addiction, sleep and health-related life quality among obese individuals: a comparison study of the growing problems in adolescent health.","27757931"
"How sleep duration mediated childhood trauma and Internet addiction of the vocational college population in urban areas of south China.","36713913"
"Hostility in the real world and online: the effect of internet addiction, depression, and online activity.","21476897"
"Cognitive behavior therapy with Internet addicts: treatment outcomes and implications.","17927535"
"Two-dimensional taxonomy of internet addiction and assessment of smartphone addiction with diagnostic criteria and mobile apps.","33410771"
"Internet Addiction and Other Behavioral Addictions.","27338971"
"[Internet addiction].","22612024"
"Modification in the proposed diagnostic criteria for Internet addiction.","11710263"
"Measurement of internet addiction: an item response analysis approach.","23505969"
"Internet Addiction in Adolescents: A Systematic Review of Nursing Studies.","31971599"
"Evaluation of the Psychometric Properties of the Arab Compulsive Internet Use Scale (CIUS) by Item Response Theory Modeling (IRT).","36231401"
"Gambling and internet addiction: a pilot study among a Population of Italian Healthcare : Gambling and Internet Addition in a Healthcare Group.","35908025"
"Internet addiction and physical and psychosocial behavior problems among rural secondary school students.","25494971"
"Epidemiology of internet behaviors and addiction among adolescents in six Asian countries.","25405785"
"The characteristics of decision making, potential to take risks, and personality of college students with Internet addiction.","19962767"
"Might insecurity and use of ICT enhance internet addiction and exhaust people? A study in two European countries during emergency remote working.","36569411"
"Cybervictimization and Adolescent Internet Addiction: A Moderated Mediation Model.","33801345"
"Internet Addiction and Attention Deficit Hyperactivity Disorder Among Schoolchildren.","26897972"
"Chinese Internet addiction inventory: developing a measure of problematic Internet use for Chinese college students.","18085968"
"Relationships Between Social Support, Loneliness, and Internet Addiction in Chinese Postsecondary Students: A Longitudinal Cross-Lagged Analysis.","30258387"
"Latent profile analysis for health-related quality of life, sleep quality, morning and evening type, and internet addiction among medical students.","37438416"
"Internet addiction among medical and non-medical students during COVID-19 pandemic, Tanta University, Egypt.","34148197"
"A Scoping Review of Cognitive Bias in Internet Addiction and Internet Gaming Disorders.","31935915"
"Internet Addiction and Online Gaming Disorder in Children and Adolescents During COVID-19 Pandemic: A Systematic Review.","36990662"
"Investigation of correlation between Internet addiction and parent-child relationship in girls' adolescence in the COVID-19 pandemic.","36567996"
"A descriptive pilot survey of behavioural addictions in an adolescent secondary school population in Ireland.","34057059"
"Predictive power of the DSM-5 criteria for internet use disorder: A CHAID decision-tree analysis.","36910812"
"Associations of Internet Addiction Severity With Psychopathology, Serious Mental Illness, and Suicidality: Large-Sample Cross-Sectional Study.","32780029"
"Erratum: Balconi, M.; et al. Evidences from Rewarding System, FRN and P300 Effect in Internet-Addiction in Young People SHORT TITLE: Rewarding System and EEG in Internet-Addiction Brain Sciences 2017, 7, 81.","28891972"
"Is There a Relationship Between Youth Bullying and Internet Addiction? An Integrative Review.","35018144"
"Daytime Sleepiness in University Students and Internet Addiction as the Determinant.","32868608"
"Depression and internet addiction among adolescents:A meta-analysis.","37348449"
"Assessing the Psychometric Properties of the Internet Addiction Test (IAT) Among Lebanese College Students.","30619806"
"Treatment outcomes in patients with internet addiction: a clinical pilot study on the effects of a cognitive-behavioral therapy program.","25097858"
"Freshman year mental health symptoms and level of adaptation as predictors of Internet addiction: a retrospective nested case-control study of male Chinese college students.","23896352"
"Internet Addiction and Burnout in A Single Hospital: Is There Any Association?","33450812"
"Determining the relationship between loneliness and internet addiction among adolescents during the covid-19 pandemic in Turkey.","34801327"
"Age-related and individual variations in altered prefrontal and cerebellar connectivity associated with the tendency of developing internet addiction.","34170056"
"The effect of Internet addiction on sleep quality in adolescents.","32657485"
"Abnormal brain activity in adolescents with Internet addiction who attempt suicide: an assessment using functional magnetic resonance imaging.","31997822"
"Personality Traits, Strategies for Coping with Stress and the Level of Internet Addiction-A Study of Polish Secondary-School Students.","29757969"
"Prevalence and Risk Factors of Internet Addiction among Hungarian High School Teachers.","33802530"
"Prevalence of Internet Addiction, Poor Sleep Quality, and Depressive Symptoms Among Medical Students: A Cross-Sectional Study.","33117635"
"[Excessive Use Patterns and Internet Use Disorders: Effects on Psychosocial and Cognitive Development in Adolescence].","35673789"
"[Liquid modernity and internet addiction].","26394526"
"[The comparative study of bioelectronic brain activity at the drug and Internet-addiction].","25702456"
"The Prevalence of Internet Addiction Among a Japanese Adolescent Psychiatric Clinic Sample With Autism Spectrum Disorder and/or Attention-Deficit Hyperactivity Disorder: A Cross-Sectional Study.","28474226"
"Internet addiction theory-based intervention among university students: A case of health belief model.","34395675"
"Internet addiction: Prevalence and risk factors: A cross-sectional study among college students in Bengaluru, the Silicon Valley of India.","26021648"
"How does social media use impact subjective well-being? Examining the suppressing role of Internet addiction and the moderating effect of digital skills.","36865356"
"Frequency of Internet addiction and development of social skills in adolescents in an urban area of Lima.","28241002"
"Are adolescents with internet addiction prone to aggressive behavior? The mediating effect of clinical comorbidities on the predictability of aggression in adolescents with internet addiction.","25902276"
"Cognitive bias toward the Internet: The causes of adolescents' Internet addiction under parents' self-affirmation consciousness.","35978789"
"Cross-National Associations Among Cyberbullying Victimization, Self-Esteem, and Internet Addiction: Direct and Indirect Effects of Alexithymia.","32595579"
"Prevalence of Internet addiction in Japan: Comparison of two cross-sectional surveys.","32298503"
"Psychiatric comorbidity assessed in Korean children and adolescents who screen positive for Internet addiction.","16841632"
"Comparison of internet usage and internet addiction scores in healthy children and children with type 1 diabetes mellitus.","37013724"
"[Neurophysiological and clinico-biological features of internet addiction].","31994514"
"Human factors in cybersecurity; examining the link between Internet addiction, impulsivity, attitudes towards cybersecurity, and risky cybersecurity behaviours.","28725870"
"The association of depression, loneliness and internet addiction levels in patients with acne vulgaris.","32774449"
"Internet Addiction, Cyberbullying, and Victimization Relationship in Adolescents: A Sample from Turkey.","31478968"
"Social Bullying Among Undergraduates: The Roles of Internet Gaming Disorder, Risk-Taking Behavior, and Internet Addiction.","35911020"
"Depression as Compared to Level of Physical Activity and Internet Addiction among Polish Physiotherapy Students during the COVID-19 Pandemic.","34639374"
"The Metacognitions about Online Gaming Scale: Development and psychometric properties.","26210288"
"Profiles on Adolescent Internet Addiction: A Taxonomy with Latent Profiling Analysis.","35523149"
"Bullying Victimization and Quality of Life among Chinese Adolescents: An Integrative Analysis of Internet Addiction and Social Withdrawal.","36554856"
"Traits associated with internet addiction in young adults: Potential risk factors.","29532000"
"Effects of internet addiction on heart rate variability in school-aged children.","24088623"
"[Internet addiction among Shanghai adolescents: prevalence and epidemiological features].","19178835"
"Evaluation of psychometric properties of the Arabic version of the Internet Disorder Scale (IDS-15).","36126376"
"Treatment of internet addiction.","20697848"
"An Analysis on the Correlation and Gender Difference between College Students' Internet Addiction and Mobile Phone Addiction in Taiwan.","25938115"
"Development of a Computerized Adaptive Testing for Internet Addiction.","31133939"
"The Association Between Muslim Religiosity and Internet Addiction Among Young Adult College Students.","30194613"
"Parenting approaches, family functionality, and internet addiction among Hong Kong adolescents.","27538688"
"Traumatic experiences, alexithymia, and Internet addiction symptoms among late adolescents: A moderated mediation analysis.","26586032"
"Internet addiction in the island of Hippocrates: the associations between internet abuse and adolescent off-line behaviours.","32847311"
"Implicit and explicit self-esteem in the context of internet addiction.","21142993"
"Microstructure abnormalities in adolescents with internet addiction disorder.","21677775"
"Evolution of Internet addiction in Greek adolescent students over a two-year period: the impact of parental bonding.","22311146"
"[A STUDY INVESTIGATING THE FACTORS OF INTERNET ADDICTION].","26285469"
"Investigation of Adolescents Who Have Internet Addiction Accompanied By Attention Deficit and Hyperactivity Disorder in Terms of Emotion Regulation and Social Cognition.","36970958"
"Who commits virtual identity suicide? Differences in privacy concerns, Internet addiction, and personality between Facebook users and quitters.","23374170"
"Internet addiction: Prevalence and relationship with academic burnout among undergraduates during widespread online learning.","35218010"
"Relationship between psychological inflexibility and experiential avoidance and internet addiction: Mediating effects of mental health problems.","28719830"
"Assessing behavioral patterns of Internet addiction and drug abuse among high school students.","28182139"
"The association of Internet addiction symptoms with impulsiveness, loneliness, novelty seeking and behavioral inhibition system among adults with attention-deficit/hyperactivity disorder (ADHD).","27449004"
"High risk of Internet addiction and its relationship with lifetime substance use, psychological and behavioral problems among 10(th) grade adolescents.","25377367"
