"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"Internet Gaming Disorder in adolescence: investigating profiles and associated risk factors.",34384394,2021,"Aug","10.1186/s12889-021-11394-4 [doi]; 1547","BACKGROUND: Electronic gaming is a popular free-time activity and its deleterious ","Macur, Mirna; Pontes, Halley M","Angela Boskin Faculty of Health Care, Spodnji Plavz 3, SI-4270, Jesenice, ; Department of Organizational Psychology, Birkbeck, University of London, Malet ","eng","Journal Article; Research Support, Non-U.S. Gov't","BMC Public Health","The authors declare that they have no competing interests.","BMC public health","behavioural_addictions"
"Psychometric properties of the metacognitions about smartphone use questionnaire (MSUQ) in Chinese college students.",34359017,2021,"Dec","S0306-4603(21)00226-4 [pii]; 10.1016/j.addbeh.2021.107041 [doi]","AIMS: Over the last ten years, several studies investigating the role of ","Shi, Zifu; Chen, Huohong; Guan, Jinliang; Xie, Yuntian; Huang, Sijing; Chen, Xiaohao; Liu, Baojuan; Shu, Ye","School of Educational Science, Hunan Normal University, Changsha, China; ; School of Educational Science, Hunan Normal University, Changsha, China; ; School of Educational Science, Hunan Normal University, Changsha, China; ; School of Educational Science, Hunan Normal University, Changsha, China; ; School of Educational Science, Hunan Normal University, Changsha, China; ; School of Educational Science, Hunan Normal University, Changsha, China; ; School of Educational Science, Hunan Normal University, Changsha, China; ; School of Educational Science, Hunan Normal University, Changsha, China; ","eng","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Addict Behav",NA,"Addictive behaviors","behavioural_addictions"
"At-risk gambling in patients with severe psychiatric illness and in community subjects matched for age and sex.",34340131,2021,"Oct","S0165-1781(21)00438-8 [pii]; 10.1016/j.psychres.2021.114142 [doi]","In the recent literature the rates of gambling in psychiatric patients have been ","Vita, Antonio; Bastiani, Luca; Turrina, Cesare; Benedetti, Elisa; Bergamini, Annalisa; Molinaro, Sabrina","Department of Experimental and Clinical Sciences, University of Brescia, Italy. ; Institute of Clinical Physiology, National Council of Research (CNR), Rome, ; Department of Experimental and Clinical Sciences, University of Brescia, Italy. ; Institute of Clinical Physiology, National Council of Research (CNR), Rome, ; Department of Experimental and Clinical Sciences, University of Brescia, Italy. ; Institute of Clinical Physiology, National Council of Research (CNR), Rome, ","eng","Journal Article","Psychiatry Res",NA,"Psychiatry research","behavioural_addictions"
"Gambling and self-reported changes in gambling during COVID-19 in web survey respondents in Denmark.",34337174,2021,"Jul","10.1016/j.heliyon.2021.e07506 [doi]; e07506","Problem gambling is among the public health hazards which may increase due to the ","Hakansson, Anders","Lund University, Faculty of Medicine, Department of Clinical Sciences Lund, ; Region Skane, Malmo Addiction Center, Clinical Gambling Disorder Unit, Malmo, ","eng","Journal Article","Heliyon",NA,"Heliyon","behavioural_addictions"
"Anxiety-Depressive Syndrome and Binge-Watching Among Young Adults.",34335407,2021,NA,"10.3389/fpsyg.2021.689944 [doi]; 689944","In recent years, binge-watching becomes a highly popular way of spending free ","Starosta, Jolanta; Izydorczyk, Bernadetta; Wontorczyk, Antoni","Faculty of Management and Social Communication, Institute of Applied Psychology, ; Faculty of Management and Social Communication, Institute of Applied Psychology, ; Faculty of Management and Social Communication, Institute of Applied Psychology, ","eng","Journal Article","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology","behavioural_addictions"
"Behavioral addiction and autism spectrum disorder: A systematic review.",34325098,2021,"Oct","S0891-4222(21)00182-7 [pii]; 10.1016/j.ridd.2021.104033 [doi]","BACKGROUND: According to DSM-5 criteria, Autism spectrum disorder (ASD) is a ","Kervin, Ryan; Berger, Chelsea; Moon, Sun Jae; Hill, Harrison; Park, Dongchan; Kim, Jung Won","University of Alabama at Birmingham Department of Psychiatry and Behavioral ; University of Alabama at Birmingham Department of Psychiatry and Behavioral ; Department of Internal Medicine, Samsung Medical Center, Gangnam-gu, Seoul, ; University of Alabama at Birmingham Department of Psychiatry and Behavioral ; Veteran's MH and Addiction Program, VA Bedford Healthcare System, Bedford, MA, ; Department of Psychiatry and Behavioral Sciences, Boston Children's Hospital, ","eng","Journal Article; Systematic Review","Res Dev Disabil",NA,"Research in developmental disabilities","behavioural_addictions"
"A Case-Control Study on Behavioral Addictions and Neurocognition: Description of the BANCO and BANCO2 Protocols.",34321880,2021,NA,"10.2147/NDT.S292490 [doi]","INTRODUCTION: Only two behavioral addictions (BAs) are currently recognized in ","Hurel, Elodie; Grall-Bronnec, Marie; Thiabaud, Elsa; Saillard, Anais; Hardouin, Jean-Benoit; Challet-Bouju, Gaelle","CHU Nantes, Addictology and Psychiatry Department, Nantes, France.; INSERM U1246 SPHERE (methodS in Patient-centered outcomes & HEalth ResEarch), ; CHU Nantes, Addictology and Psychiatry Department, Nantes, France.; INSERM U1246 SPHERE (methodS in Patient-centered outcomes & HEalth ResEarch), ; CHU Nantes, Addictology and Psychiatry Department, Nantes, France.; CHU Nantes, Addictology and Psychiatry Department, Nantes, France.; INSERM U1246 SPHERE (methodS in Patient-centered outcomes & HEalth ResEarch), ; CHU Nantes, Addictology and Psychiatry Department, Nantes, France.; INSERM U1246 SPHERE (methodS in Patient-centered outcomes & HEalth ResEarch), ","eng","Journal Article","Neuropsychiatr Dis Treat","MBG, ET, AS and GCB declare that the endowment funds of the Nantes University ","Neuropsychiatric disease and treatment","behavioural_addictions"
"Distinct motivations to seek out information in healthy individuals and problem gamblers.",34312367,2021,"Jul","10.1038/s41398-021-01523-3 [doi]; 408","As massive amounts of information are becoming available to people, understanding ","Dezza, Irene Cogliati; Noel, Xavier; Cleeremans, Axel; Yu, Angela J","Centre for Research in Cognition and Neurosciences, ULB Neuroscience Institute, ; Department of Experimental Psychology, Faculty of Brain Sciences, University ; The Max Planck UCL Centre for Computational Psychiatry and Ageing Research, ; Department of Experimental Psychology, Ghent University, Ghent, Belgium.; Faculty of Medicine, Universite Libre de Bruxelles, Bruxelles, Belgium.; Centre for Research in Cognition and Neurosciences, ULB Neuroscience Institute, ; Department of Cognitive Science, University of California San Diego, San Diego, ","eng","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Transl Psychiatry","The authors declare no competing interests.","Translational psychiatry","behavioural_addictions"
"Self-Exclusion from Gambling-A Measure of COVID-19 Impact on Gambling in a Highly Online-Based Gambling Market?",34299817,2021,"Jul","10.3390/ijerph18147367 [doi]; 7367","The COVID-19 pandemic, and related changes of the gambling market, have been ","Hakansson, Anders; Widinghoff, Carolina; Berge, Jonas","Department of Clinical Sciences Lund, Faculty of Medicine, Lund University, 221 ; Malmo Addiction Center, 205 02 Malmo, Sweden.; Department of Clinical Sciences Lund, Faculty of Medicine, Lund University, 221 ; Malmo Addiction Center, 205 02 Malmo, Sweden.; Department of Clinical Sciences Lund, Faculty of Medicine, Lund University, 221 ; Malmo Addiction Center, 205 02 Malmo, Sweden.","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest. A.H. and C.W. have funding from the ","International journal of environmental research and public health","behavioural_addictions"
"Workaholism Prevention in Occupational Medicine: A Systematic Review.",34281048,2021,"Jul","10.3390/ijerph18137109 [doi]; 7109","INTRODUCTION: Given the extent of workaholism identified in the literature, it ","Cossin, Thomas; Thaon, Isabelle; Lalanne, Laurence","CHRU de Nancy, Centre de Consultations de Pathologies Professionnelles, Rue du ; CHRU de Nancy, Centre de Consultations de Pathologies Professionnelles, Rue du ; Department of Psychiatry and Addictology, University Hospital of Strasbourg, ; Department of Psychiatry and Addictology, Medical School of Strasbourg, 67000 ; INSERM 1114, Department of Psychiatry and Addictology, University Hospital of ","eng","Journal Article; Review; Systematic Review","Int J Environ Res Public Health","We know of no conflicts of interest pertaining to the manuscript, whether ","International journal of environmental research and public health","behavioural_addictions"
"Dorsal and ventral striatal functional connectivity shifts play a potential role in internet gaming disorder.",34262129,2021,"Jul","10.1038/s42003-021-02395-5 [doi]; 866","Animal models suggest transitions from non-addictive to addictive behavioral ","Dong, Guang-Heng; Dong, Haohao; Wang, Min; Zhang, Jialin; Zhou, Weiran; Du, Xiaoxia; Potenza, Marc N","Center for Cognition and Brain Disorders, the Affiliated Hospital of Hangzhou ; Institute of Psychological Research, Hangzhou Normal University, Hangzhou, P.R. ; Zhejiang Key Laboratory for Research in Assessment of Cognitive Impairments, ; Department of Psychology, Nanjing University, Nanjing, P.R. China.; Center for Cognition and Brain Disorders, the Affiliated Hospital of Hangzhou ; Institute of Psychological Research, Hangzhou Normal University, Hangzhou, P.R. ; School of Psychology, Beijing Normal University, Beijing, China.; Institute of Psychological Research, Hangzhou Normal University, Hangzhou, P.R. ; School of Psychology, Shanghai University of Sport, Shanghai, China.; Department of Psychiatry and Child Study Center, Yale University School of ; Department of Neuroscience, Yale University, New Haven, CT, USA.; Connecticut Mental Health Center, New Haven, CT, USA.","eng","Journal Article; Research Support, Non-U.S. Gov't","Commun Biol","The authors declare no competing interests.","Communications biology","behavioural_addictions"
"Risk and protective factors of Internet gaming disorder among Chinese people: A meta-analysis.",34250835,2022,"Apr","10.1177/00048674211025703 [doi]","OBJECTIVES: Effective prevention and intervention of Internet gaming disorder ","Ji, Yinan; Yin, Margaret Xi Can; Zhang, Anna Yan; Wong, Daniel Fu Keung","Department of Social Work and Social Administration, The University of Hong Kong, ; Department of Social Work and Social Administration, The University of Hong Kong, ; Department of Social Work and Social Administration, The University of Hong Kong, ; Department of Social Work and Social Administration, The University of Hong Kong, ","eng","Journal Article; Meta-Analysis","Aust N Z J Psychiatry",NA,"The Australian and New Zealand journal of psychiatry","behavioural_addictions"
"Development and validation of a nine-item short screening test for ICD-11 gaming disorder (GAMES test) and estimation of the prevalence in the general young population.",34232907,2021,"Jul","10.1556/2006.2021.00041 [doi]","BACKGROUND AND AIMS: A definition of gaming disorder (GD) was introduced in ","Higuchi, Susumu; Osaki, Yoneatsu; Kinjo, Aya; Mihara, Satoko; Maezono, Masaki; Kitayuguchi, Takashi; Matsuzaki, Takanobu; Nakayama, Hideki; Rumpf, Hans-Jurgen; Saunders, John B","1National Hospital Organization Kurihama Medical and Addiction Center, Yokosuka, ; 2Tottori University, Faculty of Medicine, Yonago, Tottori, Japan.; 2Tottori University, Faculty of Medicine, Yonago, Tottori, Japan.; 1National Hospital Organization Kurihama Medical and Addiction Center, Yokosuka, ; 1National Hospital Organization Kurihama Medical and Addiction Center, Yokosuka, ; 1National Hospital Organization Kurihama Medical and Addiction Center, Yokosuka, ; 1National Hospital Organization Kurihama Medical and Addiction Center, Yokosuka, ; 3Asahiyama Hospital, Sapporo, Hokkaido, Japan.; 4University of Lubeck, Lubeck, Germany.; 5National Centre for Youth Substance Use Research, The University of Queensland, ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","behavioural_addictions"
"The role of repetitive transcranial magnetic stimulation (rTMS) in the treatment of behavioral addictions: Two case reports and review of the literature.",34232905,2021,"Jul","2021.00032 [pii]; 10.1556/2006.2021.00032 [doi]","BACKGROUND: Several behaviors, besides consumption of psychoactive substances, ","Cuppone, Diego; Gomez Perez, Luis J; Cardullo, Stefano; Cellini, Nicola; Sarlo, Michela; Soldatesca, Silvia; Chindamo, Sonia; Madeo, Graziella; Gallimberti, Luigi","1Novella Fronda Foundation, Piazza Castello, 16 - 35141, Padua, Italy.; 1Novella Fronda Foundation, Piazza Castello, 16 - 35141, Padua, Italy.; 1Novella Fronda Foundation, Piazza Castello, 16 - 35141, Padua, Italy.; 2Department of General Psychology, University of Padua, Padova, Italy.; 3Department of Biomedical Sciences, University of Padova, Padova, Italy.; 4Padova Neuroscience Center, University of Padova, Padova, Italy.; 5Human Inspired Technology Center, University of Padova, Padova, Italy.; 6Department of Communication Sciences, Humanities and International Studies, ; 1Novella Fronda Foundation, Piazza Castello, 16 - 35141, Padua, Italy.; 1Novella Fronda Foundation, Piazza Castello, 16 - 35141, Padua, Italy.; 1Novella Fronda Foundation, Piazza Castello, 16 - 35141, Padua, Italy.; 1Novella Fronda Foundation, Piazza Castello, 16 - 35141, Padua, Italy.","eng","Case Reports; Journal Article; Review","J Behav Addict",NA,"Journal of behavioral addictions","behavioural_addictions"
"Comparable level of aggression between patients with behavioural addiction and healthy subjects.",34226502,2021,"Jul","10.1038/s41398-021-01502-8 [doi]; 375","Heightened aggression is identified in several psychiatric disorders, including ","Asaoka, Yui; Won, Moojun; Morita, Tomonari; Ishikawa, Emi; Goto, Yukiori","Primate Research Institute, Kyoto University, Inuyama, Aichi, 484-8506, Japan.; Kyowa Hospital, Obu, Aichi, 474-0071, Japan.; MRC Lab Clinic, Mitaka, Tokyo, 181-0012, Japan.; Kyowa Hospital, Obu, Aichi, 474-0071, Japan.; Kyowa Hospital, Obu, Aichi, 474-0071, Japan.; Primate Research Institute, Kyoto University, Inuyama, Aichi, 484-8506, Japan. ","eng","Journal Article; Research Support, Non-U.S. Gov't","Transl Psychiatry","The authors declare no competing interests.","Translational psychiatry","behavioural_addictions"
"Improvement of Impulsivity and Decision Making by Transcranial Direct Current Stimulation of the Dorsolateral Prefrontal Cortex in a Patient with Gambling Disorder.",34213750,2022,"Jun","10.1007/s10899-021-10050-1 [doi]","Gambling disorder (GD) is a form of behavioral addiction. In recent years, it has ","Salatino, Adriana; Miccolis, Roberta; Gammeri, Roberto; Ninghetto, Marco; Belli, Francesco; Nobili, Marcello; Mouraux, Andre; Ricci, Raffaella","SAMBA - SpAtial, Motor and Bodily Awareness Research Group, Department of ; Division Cognition and Systems (COSY), Institute Institute of Neuroscience ; SAMBA - SpAtial, Motor and Bodily Awareness Research Group, Department of ; SAMBA - SpAtial, Motor and Bodily Awareness Research Group, Department of ; SAMBA - SpAtial, Motor and Bodily Awareness Research Group, Department of ; Neuroplasticity Laboratory, Nencki Institute for Experimental Biology, Polish ; SAMBA - SpAtial, Motor and Bodily Awareness Research Group, Department of ; Potsdam Embodied Cognition Group (PECoG), Psychology Department, University ; Academy of Medicine of Turin, Turin, Italy.; Division Cognition and Systems (COSY), Institute Institute of Neuroscience ; SAMBA - SpAtial, Motor and Bodily Awareness Research Group, Department of ; NIT - Neuroscience Institute of Turin, Via Verdi, 8, 10124, Turin, Italy.","eng","Journal Article","J Gambl Stud","The author declares that they have no conflict of interest.","Journal of gambling studies","behavioural_addictions"
"Development and Psychometric Assessment of the Problematic QQ Use Scale among Adolescents.",34201555,2021,"Jun","10.3390/ijerph18136744 [doi]; 6744","The QQ social media platform is very popular among Chinese adolescents. As with ","Liu, Jintao; Ahmed, Md Zahir; Ahmed, Oli; Griffiths, Mark D; Chen, Lili","Research Center for Urban Social Psychology, School of Education, Lanzhou City ; School of Psychology, Northwest Normal University, Lanzhou 730070, China.; School of Psychology, Northwest Normal University, Lanzhou 730070, China.; Department of Psychology, University of Chittagong, Chattogram 4331, Bangladesh.; Psychology Department, Nottingham Trent University, Nottingham NG1 4FQ, UK.; School of Psychology, Northwest Normal University, Lanzhou 730070, China.","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","behavioural_addictions"
"Compulsive Hoarding Symptoms and the Role of Mindfulness Skills During Social Distancing for the COVID-19 Pandemic: An Exploratory Survey.",34194342,2021,NA,"10.3389/fpsyt.2021.634454 [doi]; 634454","People reporting compulsive hoarding symptoms (CHS) have lower mindfulness skills ","Marazziti, Donatella; Pozza, Andrea; Mucci, Federico; Dettore, Davide","Department of Clinical and Experimental Medicine, Section of Psychiatry, ; Saint Camillus International University of Health and Medical Sciences, Rome, ; BRF Foundation, Lucca, Italy.; Department of Medical Sciences, Surgery and Neurosciences, University of Siena, ; Department of Biotechnology, Chemistry and Pharmacy, University of Siena, Siena, ; Department of Health Sciences, University of Florence, Florence, Italy.","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","behavioural_addictions"
"Dorsal and ventral striatum activity in individuals with buying-shopping disorder during cue-exposure: A functional magnetic resonance imaging study.",34156751,2021,"Nov","10.1111/adb.13073 [doi]","BACKGROUND AND AIMS: Buying-shopping disorder (BSD) is a clinical condition in ","Trotzke, Patrick; Starcke, Katrin; Pedersen, Anya; Brand, Matthias","General Psychology: Cognition and Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; IU International University of Applied Sciences, Erfurt, Germany.; SRH Berlin School of Popular Arts and Berlin Institute of Biomusicology and ; Clinical Psychology und Psychotherapy, Christian-Albrechts University, Kiel, ; General Psychology: Cognition and Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.","eng","Journal Article; Research Support, Non-U.S. Gov't","Addict Biol",NA,"Addiction biology","behavioural_addictions"
"Is Food Addictive? A Review of the Science.",34152831,2021,"Oct","10.1146/annurev-nutr-110420-111710 [doi]","As ultraprocessed foods (i.e., foods composed of mostly cheap industrial sources ","Gearhardt, Ashley N; Schulte, Erica M","Department of Psychology, University of Michigan, Ann Arbor, Michigan 48109, USA; ; Department of Psychiatry, Perelman School of Medicine, University of ","eng","Journal Article; Review","Annu Rev Nutr",NA,"Annual review of nutrition","behavioural_addictions"
"Event-related potential (ERP) measures of error processing as biomarkers of externalizing disorders: A narrative review.",34146603,2021,"Aug","S0167-8760(21)00182-3 [pii]; 10.1016/j.ijpsycho.2021.06.002 [doi]","Previous studies have shown that electrophysiological measures of error ","Lutz, Miranda C; Kok, Rianne; Franken, Ingmar H A","Department of Psychology, Education and Child Studies, Erasmus University ; Department of Psychology, Education and Child Studies, Erasmus University ; Department of Psychology, Education and Child Studies, Erasmus University ","eng","Journal Article; Research Support, Non-U.S. Gov't; Review","Int J Psychophysiol",NA,"International journal of psychophysiology : official journal of the International ","behavioural_addictions"
"Associations of the Big Five and locus of control with problem gambling in a large Australian sample.",34125840,2021,NA,"10.1371/journal.pone.0253046 [doi]; e0253046","Gambling may range from being a recreational leisure activity to a behavioral ","von der Heiden, Juliane M; Egloff, Boris","Department of Psychology, Johannes Gutenberg University Mainz, Mainz, Germany.; Department of Psychology, Johannes Gutenberg University Mainz, Mainz, Germany.","eng","Journal Article","PLoS One","The authors have declared that no competing interests exist.","PloS one","behavioural_addictions"
"Gambling and COVID-19: Initial Findings from a UK Sample.",34104123,2022,NA,"10.1007/s11469-021-00545-8 [doi]","In response to the COVID-19 pandemic, the UK Government placed society on ","Sharman, Steve; Roberts, Amanda; Bowden-Jones, Henrietta; Strang, John","Addictions Department, Institute of Psychiatry, Psychology and Neuroscience, ; School of Psychology, University of East London, Water Lane E15 4LZ, Stratford, ; School of Psychology, University of Lincoln, Brayford Pool, Lincoln, LN6 7TS UK. ; Division of Psychology and Language Sciences, UCL, 26 Bedford Way, Bloomsbury, ; Department of Psychiatry, University of Cambridge, Herchel Smith Building for ; National Problem Gambling Clinic, 69 Warwick Road, London, SW5 9BH UK.; Addictions Department, Institute of Psychiatry, Psychology and Neuroscience, ","eng","Journal Article","Int J Ment Health Addict","Conflict of InterestSS has received funding from the Society for the Study of ","International journal of mental health and addiction","behavioural_addictions"
"Increased risk for developing gambling disorder under the treatment with pramipexole, ropinirole, and aripiprazole: A nationwide register study in Sweden.",34061895,2021,NA,"10.1371/journal.pone.0252516 [doi]; e0252516","Gambling Disorder (GD) has recently been reclassified from an impulse-control ","Wolfschlag, Mirjam; Hakansson, Anders","Department of Clinical Sciences Lund, Psychiatry, Faculty of Medicine, Lund ; Malmo Addiction Center, Clinical Research Unit, Malmo, Sweden.; Department of Clinical Sciences Lund, Psychiatry, Faculty of Medicine, Lund ; Malmo Addiction Center, Clinical Research Unit, Malmo, Sweden.","eng","Journal Article","PLoS One","I have read the journal's policy and the authors of this manuscript have the ","PloS one","behavioural_addictions"
"A descriptive pilot survey of behavioural addictions in an adolescent secondary school population in Ireland.",34057059,2021,"May","10.1017/ipm.2021.40 [doi]","OBJECTIVES: The aim of the present study was to evaluate the levels of possible ","Columb, David; Keegan, Eoghan; Griffiths, Mark D; O'Gara, Colin","Addictions Department, St. John of God Hospital, Stillorgan, Dublin, Ireland.; Addictions Department, St. John of God Hospital, Stillorgan, Dublin, Ireland.; Nottingham Trent University, Nottingham, UK.; Addictions Department, St. John of God Hospital, Stillorgan, Dublin, Ireland.; UCD School of Medicine and Medical Specialties, University College Dublin, ","eng","Journal Article","Ir J Psychol Med",NA,"Irish journal of psychological medicine","behavioural_addictions"
"Electroencephalography-detected neurophysiology of internet addiction disorder and internet gaming disorder in adolescents - A review.",34031341,2021,"May",NA,"INTRODUCTION: Internet Addiction Disorder (IAD) is an umbrella term for various ","Sharifat, H; Suppiah, S","Universiti Putra Malaysia, Faculty of Medicine and Health Sciences, Department of ; Universiti Putra Malaysia, Faculty of Medicine and Health Sciences, Department of ","eng","Journal Article; Research Support, Non-U.S. Gov't; Review","Med J Malaysia",NA,"The Medical journal of Malaysia","behavioural_addictions"
"Pareto distributions in online casino gambling: Sensitivity to timeframe and associations with self exclusion.",34004521,2021,"Sep","S0306-4603(21)00153-2 [pii]; 10.1016/j.addbeh.2021.106968 [doi]","The Pareto effect (also known as the 80/20 rule) describes a skewed distribution ","Deng, Xiaolei; Lesch, Tilman; Clark, Luke","Centre for Gambling Research at UBC, Department of Psychology, University of ; Centre for Gambling Research at UBC, Department of Psychology, University of ; Centre for Gambling Research at UBC, Department of Psychology, University of ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addict Behav",NA,"Addictive behaviors","behavioural_addictions"
"Stigma-related arguments against gaming disorder: a call for research.",33998096,2021,"Oct","10.1111/add.15561 [doi]",NA,"Galanis, Christina R; Delfabbro, Paul H; King, Daniel L","College of Education, Psychology and Social Work, Flinders University, Bedford ; School of Psychology, The University of Adelaide, Adelaide, Australia.; College of Education, Psychology and Social Work, Flinders University, Bedford ","eng","Letter; Research Support, Non-U.S. Gov't","Addiction",NA,"Addiction (Abingdon, England)","behavioural_addictions"
"Social communication disorder and behavioural addiction: Case report and clinical implications.",33989174,2021,"Jul","10.1556/2006.2021.00026 [doi]","BACKGROUND: Social communication disorder (SCD) is a neurodevelopmental disorder ","Hurel, Elodie; Challet-Bouju, Gaelle; Chirio-Espitalier, Marion; Vincent, Malory; Grall-Bronnec, Marie","1Psychiatry and Mental Health Department, CHU de Nantes, Nantes, France.; 2Universite de Nantes, Universite de Tours, Inserm U1246, Nantes, France.; 1Psychiatry and Mental Health Department, CHU de Nantes, Nantes, France.; 2Universite de Nantes, Universite de Tours, Inserm U1246, Nantes, France.; 1Psychiatry and Mental Health Department, CHU de Nantes, Nantes, France.; 2Universite de Nantes, Universite de Tours, Inserm U1246, Nantes, France.; 1Psychiatry and Mental Health Department, CHU de Nantes, Nantes, France.; 1Psychiatry and Mental Health Department, CHU de Nantes, Nantes, France.; 2Universite de Nantes, Universite de Tours, Inserm U1246, Nantes, France.","eng","Case Reports","J Behav Addict",NA,"Journal of behavioral addictions","behavioural_addictions"
"Problematic Use of the Internet in Subjects With Bipolar Disorder: Relationship With Posttraumatic Stress Symptoms.",33981258,2021,NA,"10.3389/fpsyt.2021.646385 [doi]; 646385","Background: Literature shows a high risk for problematic use of the Internet ","Carmassi, Claudia; Bertelloni, Carlo Antonio; Cordone, Annalisa; Dell'Oste, Valerio; Pedrinelli, Virginia; Barberi, Filippo Maria; Massimetti, Enrico; Bui, Eric; Dell'Osso, Lliliana","Department of Clinical and Experimental Medicine, University of Pisa, Pisa, ; Department of Clinical and Experimental Medicine, University of Pisa, Pisa, ; Department of Clinical and Experimental Medicine, University of Pisa, Pisa, ; Department of Clinical and Experimental Medicine, University of Pisa, Pisa, ; Department of Clinical and Experimental Medicine, University of Pisa, Pisa, ; Department of Clinical and Experimental Medicine, University of Pisa, Pisa, ; Department of Clinical and Experimental Medicine, University of Pisa, Pisa, ; Caen University Hospital, University of Caen Normandy, Caen, France.; Department of Clinical and Experimental Medicine, University of Pisa, Pisa, ","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","behavioural_addictions"
"Psychosocial Correlates of Excessive Social Media Use in a Hispanic College Sample.",33956536,2021,"Nov","10.1089/cyber.2020.0498 [doi]","Excessive social media has emerged as a potential behavioral addiction with ","Lerma, Marcos; Marquez, Christopher; Sandoval, Kevin; Cooper, Theodore V","Prevention and Treatment of Clinical Health Laboratory, Department of Psychology, ; Prevention and Treatment of Clinical Health Laboratory, Department of Psychology, ; Prevention and Treatment of Clinical Health Laboratory, Department of Psychology, ; Prevention and Treatment of Clinical Health Laboratory, Department of Psychology, ","eng","Journal Article","Cyberpsychol Behav Soc Netw","No competing financial interests exist.","Cyberpsychology, behavior and social networking","behavioural_addictions"
"Distinct patterns of prefrontal cortical disengagement during inhibitory control in addiction: A meta-analysis based on population characteristics.",33933507,2021,"Aug","S0149-7634(21)00191-3 [pii]; 10.1016/j.neubiorev.2021.04.028 [doi]","Prefrontal cortical dysfunctions underlying inhibitory control deficits in ","Le, Thang M; Potvin, Stephane; Zhornitsky, Simon; Li, Chiang-Shan R","Department of Psychiatry, Yale University School of Medicine, New Haven, CT ; Centre de recherche de l'Institut Universitaire en Sante Mentale de Montreal, ; Department of Psychiatry, Yale University School of Medicine, New Haven, CT ; Department of Psychiatry, Yale University School of Medicine, New Haven, CT ","eng","Journal Article; Meta-Analysis; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review","Neurosci Biobehav Rev",NA,"Neuroscience and biobehavioral reviews","behavioural_addictions"
"Absence of Objective Differences between Self-Identified Addicted and Healthy Smartphone Users?",33916256,2021,"Apr","10.3390/ijerph18073702 [doi]; 3702","Smartphones are used by billions of people worldwide. However, some psychologists ","Geyer, Kristoffer; Carbonell, Xavier; Beranuy, Marta; Calvo, Fran","Department of Psychology, Lancaster University, Lancaster LA1 4YW, UK.; FPCEE Blanquerna, Universitat Ramon Llull, 08022 Barcelona, Spain.; Health Science Department, Universidad Publica de Navarra, 31006 Pamplona, Spain.; Departament de Pedagogia, Institut de Recerca Sobre Qualitat de Vida, Universitat ","eng","Journal Article; Research Support, Non-U.S. Gov't","Int J Environ Res Public Health","None of the authors have any financial, personal or organisational conflict of ","International journal of environmental research and public health","behavioural_addictions"
"Croatian validation of the Compulsive Internet Use Scale.",33901813,2021,"Aug","S0306-4603(21)00106-4 [pii]; 10.1016/j.addbeh.2021.106921 [doi]","Due to a growing need for the assessment of excessive Internet use and its ","Jovicic Buric, Diana; Muslic, Ljiljana; Krasic, Sandro; Markelic, Martina; Pejnovic Franelic, Iva; Music Milanovic, Sanja","Health Promotion Division, Croatian Institute of Public Health, 10 000 Zagreb, ; Health Promotion Division, Croatian Institute of Public Health, 10 000 Zagreb, ; Department of Psychology, Faculty of Philosophy, University of Zagreb, 10 000 ; Health Promotion Division, Croatian Institute of Public Health, 10 000 Zagreb, ; Department for International Cooperation Croatian Institute of Public Health, 10 ; Health Promotion Division, Croatian Institute of Public Health, 10 000 Zagreb, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addict Behav",NA,"Addictive behaviors","behavioural_addictions"
"Markers of Prenatal Androgen Exposure Correlate With Online Sexual Compulsivity and Erectile Function in Young Men.",33889090,2021,NA,"10.3389/fpsyt.2021.517411 [doi]; 517411","Pornography addiction and sexual dysfunction are increasingly prevalent in young ","Buchholz, Verena N; Muhle, Christiane; Kornhuber, Johannes; Lenz, Bernd","Department of Psychiatry and Psychotherapy, Friedrich-Alexander University ; Department of Psychiatry and Psychotherapy, Friedrich-Alexander University ; Department of Psychiatry and Psychotherapy, Friedrich-Alexander University ; Department of Psychiatry and Psychotherapy, Friedrich-Alexander University ; Department of Addictive Behavior and Addiction Medicine, Central Institute of ","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","behavioural_addictions"
