"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"Profiling of pornography addiction among children using EEG signals: A systematic literature review.",32892114,2020,"Oct","S0010-4825(20)30302-4 [pii]; 10.1016/j.compbiomed.2020.103970 [doi]","Nowadays human behavior has been affected with the advent of new digital ","Kang, Xiaoxi; Handayani, Dini Oktarina Dwi; Chong, Pei Pei; Acharya, U Rajendra","Master of Computer Science, Taylor's University, 1, Jalan Taylors, 47500, Subang ; School of Computer Science & Engineering, Faculty of Innovation & Technology, ; School of Biosciences, Faculty of Health and Medical Sciences, Taylor's ; Ngee Ann, Singapore University of Social Science, University of Malaya, Malaysia; ","eng","Journal Article; Research Support, Non-U.S. Gov't; Review; Systematic Review","Comput Biol Med",NA,"Computers in biology and medicine","pornography"
"Exploring the clinical profile of problematic pornography use.",32690117,2020,"Jul","10.1017/S1092852920001686 [doi]","BACKGROUND: Although problematic pornography use (PPU) will soon be diagnosable ","Ince, Campbell; Yucel, Murat; Albertella, Lucy; Fontenelle, Leonardo F","Turner Institute for Brain and Mental Health, Monash University, Melbourne, ; Turner Institute for Brain and Mental Health, Monash University, Melbourne, ; Turner Institute for Brain and Mental Health, Monash University, Melbourne, ; Turner Institute for Brain and Mental Health, Monash University, Melbourne, ; D'Or Institute for Research and Education (IDOR), Rio de Janeiro, Brazil.; Obsessive, Compulsive and Anxiety Spectrum Research Program, Institute of ","eng","Journal Article","CNS Spectr",NA,"CNS spectrums","pornography"
"Which conditions should be considered as disorders in the International Classification of Diseases (ICD-11) designation of ""other specified disorders due to addictive behaviors""?",32634114,2020,"Jun","10.1556/2006.2020.00035 [doi]","BACKGROUND: Gambling and gaming disorders have been included as ""disorders due to ","Brand, Matthias; Rumpf, Hans-JUrgen; Demetrovics, Zsolt; MUller, Astrid; Stark, Rudolf; King, Daniel L; Goudriaan, Anna E; Mann, Karl; Trotzke, Patrick; Fineberg, Naomi A; Chamberlain, Samuel R; Kraus, Shane W; Wegmann, Elisa; Billieux, JoEl; Potenza, Marc N","1General Psychology: Cognition and Center for Behavioral Addiction Research ; 2Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; 3Department of Psychiatry and Psychotherapy, Research Group S:TEP (Substance Use ; 4Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 5Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; 6Department of Psychotherapy and Systems Neuroscience, Justus Liebig University ; 7Bender Institute of Neuroimaging, Justus Liebig University of Giessen, Giessen, ; 8College of Education, Psychology, and Social Work, Flinders University, ; 9Amsterdam University Medical Center, Department of Psychiatry, University of ; 10Arkin Mental Health Care, Amsterdam, The Netherlands.; 11Amsterdam Public Health Research Institute, Amsterdam, The Netherlands.; 12Department of Addictive Behavior and Addiction Medicine, Central Institute of ; 1General Psychology: Cognition and Center for Behavioral Addiction Research ; 2Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; 13Hertfordshire Partnership University NHS Foundation Trust, Hertfordshire, UK.; 14Centre for Health Services and Clinical Research, School of Life and Medical ; 15School of Clinical Medicine, University of Cambridge, Cambridge, UK.; 16Department of Psychiatry, University of Cambridge, Cambridge, UK.; 17Cambridge & Peterborough NHS Foundation Trust, Cambridge, UK.; 18University of Nevada, Las Vegas, Department of Psychology, Las Vegas, NV, USA.; 1General Psychology: Cognition and Center for Behavioral Addiction Research ; 19Institute of Psychology, University of Lausanne (UNIL), Lausanne, Switzerland.; 20Centre for Excessive Gambling, Lausanne University Hospitals (CHUV), Lausanne, ; 21Departments of Psychiatry, Neuroscience and Child Study, Yale University School ; 22Connecticut Council on Problem Gambling, Wethersfield, CT, USA.; 23Connecticut Mental Health Center, New Haven, CT, USA.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","pornography"
"Nalmefene in the Treatment of Internet Pornography Addiction - A Case Report and Review of Literature.",31972764,2020,"Jul/Aug","10.1097/ADM.0000000000000602 [doi]",": The mu-opioid antagonist nalmefene (18 mg per day) was administered in the ","Yazdi, Kurosch; Fuchs-Leitner, Isabella; Gerstgrasser, Nikolas W","Kepler University Hospital, Department of Psychiatry - Specialization Addiction ","eng","Case Reports; Journal Article; Review","J Addict Med",NA,"Journal of addiction medicine","pornography"
"Evaluating Pornography Problems Due to Moral Incongruence Model.",31818724,2020,"Feb","S1743-6095(19)31783-7 [pii]; 10.1016/j.jsxm.2019.11.259 [doi]","INTRODUCTION: To date, multiple models of problematic pornography use have been ","Lewczuk, Karol; Glica, Agnieszka; Nowakowska, Iwona; Gola, Mateusz; Grubbs, Joshua B","Institute of Psychology, Cardinal Stefan Wyszynski University, Warsaw, Poland. ; Institute of Psychology, Cardinal Stefan Wyszynski University, Warsaw, Poland; ; Institute of Psychology, The Maria Grzegorzewska University, Warsaw, Poland.; Swartz Center for Computational Neuroscience, Institute for Neural Computations, ; College of Arts and Science, Bowling Green State University, Bowling Green, USA.","eng","Journal Article; Research Support, Non-U.S. Gov't","J Sex Med",NA,"The journal of sexual medicine","pornography"
"Impaired Recent Verbal Memory in Pornography-Addicted Juvenile Subjects.",31531240,2019,NA,"10.1155/2019/2351638 [doi]; 2351638","We aimed to find the differences in memory capabilities between ","Prawiroharjo, Pukovisa; Ellydar, Hainah; Pratama, Peter; Edison, Rizki Edmi; Suaidy, Sitti Evangeline Imelda; Amani, Nya' Zata; Carissima, Diavitri","Neurology Department, Faculty of Medicine Universitas Indonesia/Cipto Mangukusumo ; Yayasan Kita Dan Buah Hati, Bekasi, Indonesia.; Independent Scholar, Indonesia.; Neuroscience Center-University of Muhammadiyah Prof. Dr. HAMKA, Jakarta, ; Yayasan Kita Dan Buah Hati, Bekasi, Indonesia.; Yayasan Kita Dan Buah Hati, Bekasi, Indonesia.; Yayasan Kita Dan Buah Hati, Bekasi, Indonesia.","eng","Journal Article","Neurol Res Int","The authors declare no conflicts of interest.","Neurology research international","pornography"
"Psychometric Instruments for Problematic Pornography Use: A Systematic Review.",31284745,2021,"Jun","10.1177/0163278719861688 [doi]","Despite a lack of consensus in the field about how best to conceptualize ","Fernandez, David P; Griffiths, Mark D","Psychology Department, 6122Nottingham Trent University, Nottingham, United ; International Gaming Research Unit, Psychology Department, 6122Nottingham Trent ","eng","Journal Article; Systematic Review","Eval Health Prof",NA,"Evaluation & the health professions","pornography"
"Prevalence and Determinants of Problematic Online Pornography Use in a Sample of German Women.",31277972,2019,"Aug","S1743-6095(19)31214-7 [pii]; 10.1016/j.jsxm.2019.05.010 [doi]","AIM: To investigate problematic online pornography use in women, an issue that ","Baranowski, Andreas M; Vogl, Romina; Stark, Rudolf","Department of Psychology, Justus Liebig University Giessen, Giessen, Germany. ; Department of Psychology, Justus Liebig University Giessen, Giessen, Germany.; Department of Psychology, Justus Liebig University Giessen, Giessen, Germany.","eng","Journal Article","J Sex Med",NA,"The journal of sexual medicine","pornography"
"Problematic Internet use in drug addicts under treatment in public rehab centers.",31211113,2019,"Jun","10.5498/wjp.v9.i3.55 [doi]","BACKGROUND: Problematic Internet use (PIU) or Internet addiction has been ","Baroni, Stefano; Marazziti, Donatella; Mucci, Federico; Diadema, Elisa; Dell'Osso, Liliana","Dipartimento di Medicina Clinica e Sperimentale, Section of Psychiatry, ; Dipartimento di Medicina Clinica e Sperimentale, Section of Psychiatry, ; Dipartimento di Medicina Clinica e Sperimentale, Section of Psychiatry, ; Dipartimento di Medicina Clinica e Sperimentale, Section of Psychiatry, ; Dipartimento di Medicina Clinica e Sperimentale, Section of Psychiatry, ","eng","Journal Article","World J Psychiatry","Conflict-of-interest statement: The authors have no conflicts of interest to ","World journal of psychiatry","pornography"
"Prevalence, Patterns and Self-Perceived Effects of Pornography Consumption in Polish University Students: A Cross-Sectional Study.",31137778,2019,"May","10.3390/ijerph16101861 [doi]; 1861","This cross-sectional online survey of Polish students (n = 6463) assessed the ","Dwulit, Aleksandra Diana; Rzymski, Piotr","Department of Environmental Medicine, Poznan University of Medical Sciences, ; Department of Environmental Medicine, Poznan University of Medical Sciences, ","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","pornography"
"Facets of impulsivity and related aspects differentiate among recreational and unregulated use of Internet pornography.",31120316,2019,"Jun","10.1556/2006.8.2019.22 [doi]","BACKGROUND AND AIMS: Unregulated Internet pornography (IP) use is discussed as a ","Antons, Stephanie; Mueller, Silke M; Wegmann, Elisa; Trotzke, Patrick; Schulte, Max M; Brand, Matthias","General Psychology: Cognition and Center for Behavioral Addiction Research ; General Psychology: Cognition and Center for Behavioral Addiction Research ; General Psychology: Cognition and Center for Behavioral Addiction Research ; General Psychology: Cognition and Center for Behavioral Addiction Research ; General Psychology: Cognition and Center for Behavioral Addiction Research ; General Psychology: Cognition and Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen,Germany.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","pornography"
"Online Porn Addiction: What We Know and What We Don't-A Systematic Review.",30650522,2019,"Jan","10.3390/jcm8010091 [doi]; 91","In the last few years, there has been a wave of articles related to behavioral ","de Alarcon, Ruben; de la Iglesia, Javier I; Casado, Nerea M; Montejo, Angel L","Psychiatry Service, Hospital Clinico Universitario de Salamanca, Institute of ; Psychiatry Service, Hospital Clinico Universitario de Salamanca, Institute of ; Psychiatry Service, Hospital Clinico Universitario de Salamanca, Institute of ; Psychiatry Service, Hospital Clinico Universitario de Salamanca, Institute of ; University of Salamanca, EUEF, 37007 Salamanca, Spain. amontejo@usal.es.","eng","Journal Article; Review","J Clin Med","Ruben de Alarcon, Javier I. de la Iglesia, and Nerea M. Casado declare no ","Journal of clinical medicine","pornography"
"Self-reported addiction to pornography in a nationally representative sample: The roles of use habits, religiousness, and moral incongruence.",30632378,2019,"Mar","10.1556/2006.7.2018.134 [doi]","BACKGROUND AND AIMS: Despite controversies regarding its existence as a ","Grubbs, Joshua B; Kraus, Shane W; Perry, Samuel L","Department of Psychology,Bowling Green State University, Bowling Green, OH,USA.; VISN 1 New England MIRECC, Edith Nourse Rogers Memorial Veterans ; Department of Sociology,University of Oklahoma, Norman, OK,USA.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","pornography"
"Associations between the dark triad of personality and unspecified/specific forms of Internet-use disorder.",30541336,2018,"Dec","10.1556/2006.7.2018.114 [doi]","BACKGROUND AND AIMS: Despite indications that the dark triad of personality might ","Sindermann, Cornelia; Sariyska, Rayna; Lachmann, Bernd; Brand, Matthias; Montag, Christian","1 Department of Molecular Psychology, Institute of Psychology and Education, Ulm ; 1 Department of Molecular Psychology, Institute of Psychology and Education, Ulm ; 1 Department of Molecular Psychology, Institute of Psychology and Education, Ulm ; 2 General Psychology: Cognition and Center for Behavioral Addiction Research, ; 3 Erwin L. Hahn Institute for Magnetic Resonance Imaging , Essen, Germany.; 1 Department of Molecular Psychology, Institute of Psychology and Education, Ulm ; 4 The Clinical Hospital of Chengdu Brain Science Institute, MOE Key Laboratory ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","pornography"
"Tendencies toward Internet-pornography-use disorder: Differences in men and women regarding attentional biases to pornographic stimuli.",30203692,2018,"Sep","10.1556/2006.7.2018.70 [doi]","BACKGROUND AND AIMS: Several authors consider Internet-pornography-use disorder ","Pekal, Jaro; Laier, Christian; Snagowski, Jan; Stark, Rudolf; Brand, Matthias","1 Department of General Psychology: Cognition and Center for Behavioral Addiction ; 1 Department of General Psychology: Cognition and Center for Behavioral Addiction ; 1 Department of General Psychology: Cognition and Center for Behavioral Addiction ; 2 Department of Psychology and Systems Neuroscience, Justus Liebig University ; 3 Bender Institute of Neuroimaging, Justus Liebig University Giessen , Giessen, ; 1 Department of General Psychology: Cognition and Center for Behavioral Addiction ; 4 Erwin L. Hahn Institute for Magnetic Resonance Imaging , Essen, Germany.","eng","Comparative Study; Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","pornography"
"Does the addiction in online pornography affect the behavioral pattern of undergrad private university students in Bangladesh?",29896074,2018,"May-Jun",NA,"OBJECTIVES: Anecdotal reports from Bangladesh indicated that some young adults ","Chowdhury, Md Razwan Hasan Khan; Chowdhury, Mohammad Rocky Khan; Kabir, Russell; Perera, Nirmala K P; Kader, Manzur","Department of Sociology, First Capital University of Bangladesh, Chuadanga, ; Department of Public Health, Faculty of Health Science, First Capital University ; Department of Medical Science and Public Health, Anglia Ruskin University, ; Faculty of Health, Federation University, Ballarat, Australia.; Department of Health Sciences, Faculty of Medicine, Lund University, Lund, ","eng","Journal Article","Int J Health Sci (Qassim)",NA,"International journal of health sciences","pornography"
"Moral Incongruence and Pornography Use: A Critical Review and Integration.",29412013,2019,"Jan","10.1080/00224499.2018.1427204 [doi]","Internet pornography use (IPU) remains a controversial topic within sexual ","Grubbs, Joshua B; Perry, Samuel L","a Department of Psychology , Bowling Green State University.; b Department of Sociology , University of Oklahoma.","eng","Journal Article; Review","J Sex Res",NA,"Journal of sex research","pornography"
"Trait and state impulsivity in males with tendency towards Internet-pornography-use disorder.",29291508,2018,"Apr","S0306-4603(17)30485-9 [pii]; 10.1016/j.addbeh.2017.12.029 [doi]","INTRODUCTION: Impulsivity has been identified to be involved in the development ","Antons, Stephanie; Brand, Matthias","Department of General Psychology: Cognition and Center for Behavioral Addiction ; Department of General Psychology: Cognition and Center for Behavioral Addiction ","eng","Journal Article","Addict Behav",NA,"Addictive behaviors","pornography"
"Damaged Goods: Perception of Pornography Addiction as a Mediator Between Religiosity and Relationship Anxiety Surrounding Pornography Use.",28287845,2018,"Mar-Apr","10.1080/00224499.2017.1295013 [doi]","Recent research on pornography suggests that perception of addiction predicts ","Leonhardt, Nathan D; Willoughby, Brian J; Young-Petersen, Bonnie","a School of Family Life , Brigham Young University.; a School of Family Life , Brigham Young University.; a School of Family Life , Brigham Young University.","eng","Journal Article","J Sex Res",NA,"Journal of sex research","pornography"
"Technology Addiction among Treatment Seekers for Psychological Problems: Implication for Screening in Mental Health Setting.",28250554,2017,"Jan-Feb","10.4103/0253-7176.198939 [doi]","BACKGROUND: Technology usage has seen an increase among users. The usage varies ","Das, Aswathy; Sharma, Manoj Kumar; Thamilselvan, P; Marimuthu, P","Department of Clinical Psychology, National Institute of Mental Health and ; Department of Clinical Psychology, National Institute of Mental Health and ; Department of Clinical Psychology, National Institute of Mental Health and ; Department of Biostatistics, National Institute of Mental Health and ","eng","Journal Article","Indian J Psychol Med","There are no conflicts of interest.","Indian journal of psychological medicine","pornography"
"Naltrexone for the treatment of comorbid tobacco and pornography addiction.",28106937,2017,"Mar","10.1111/ajad.12501 [doi]","BACKGROUND AND OBJECTIVES: Co-occurring addictive disorders are common, however ","Capurso, Noah A","Department of Psychiatry, Yale University School of Medicine, New Haven, ; United States Department of Veterans Affairs, VA Connecticut Healthcare System, ","eng","Case Reports; Journal Article","Am J Addict",NA,"The American journal on addictions","pornography"
"Examining Correlates of Problematic Internet Pornography Use Among University Students.",27156383,2016,"Jun","10.1556/2006.5.2016.022 [doi]","Background and aims The phenomenon of Internet pornography (IP) addiction is ","Harper, Cody; Hodgins, David C","Department of Psychology, University of Calgary , Calgary, AB, Canada.; Department of Psychology, University of Calgary , Calgary, AB, Canada.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","pornography"
"Pornography Addiction in Adults: A Systematic Review of Definitions and Reported Impact.",27114191,2016,"May","S1743-6095(16)00350-7 [pii]; 10.1016/j.jsxm.2016.03.002 [doi]","INTRODUCTION: Self-perceived pornography addiction (SPPA) has increasingly ","Duffy, Athena; Dawson, David L; das Nair, Roshan","University of Nottingham, Nottingham, UK.; University of Lincoln, Lincoln, UK.; University of Nottingham, Nottingham, UK. Electronic address: ","eng","Journal Article; Review; Systematic Review","J Sex Med",NA,"The journal of sexual medicine","pornography"
"Ventral striatum activity when watching preferred pornographic pictures is correlated with symptoms of Internet pornography addiction.",26803060,2016,"Apr","S1053-8119(16)00039-2 [pii]; 10.1016/j.neuroimage.2016.01.033 [doi]","One type of Internet addiction is excessive pornography consumption, also ","Brand, Matthias; Snagowski, Jan; Laier, Christian; Maderwald, Stefan","General Psychology: Cognition, University of Duisburg-Essen, Forsthausweg 2, ; General Psychology: Cognition, University of Duisburg-Essen, Forsthausweg 2, ; General Psychology: Cognition, University of Duisburg-Essen, Forsthausweg 2, ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, Kokereiallee 7, 45141 ","eng","Journal Article","Neuroimage",NA,"NeuroImage","pornography"
"Neuroscience of Internet Pornography Addiction: A Review and Update.",26393658,2015,"Sep","10.3390/bs5030388 [doi]","Many recognize that several behaviors potentially affecting the reward circuitry ","Love, Todd; Laier, Christian; Brand, Matthias; Hatch, Linda; Hajela, Raju","Society for the Advancement of Sexual Health, Ardmore, PA 19003, USA. ; Department of General Psychology: Cognition, University of Duisburg-Essen, ; Department of General Psychology: Cognition, University of Duisburg-Essen, ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen 45141, Germany. ; Private Practice, Santa Barbara, CA 93103, USA. linda@montecitonet.com.; Health Upwardly Mobile Inc., Calgary, AB T2S 0J2, Canada. ; Diagnostic and Descriptive Terminology Action Group (DDTAG), American Society of ","eng","Journal Article; Review","Behav Sci (Basel)",NA,"Behavioral sciences (Basel, Switzerland)","pornography"
"Modulation of late positive potentials by sexual images in problem users and controls inconsistent with ""porn addiction"".",26095441,2015,"Jul","S0301-0511(15)30010-7 [pii]; 10.1016/j.biopsycho.2015.06.005 [doi]","""Excessive"" viewing of visual sexual stimuli (VSS) is the most commonly reported ","Prause, Nicole; Steele, Vaughn R; Staley, Cameron; Sabatinelli, Dean; Hajcak, Greg","University of California, Los Angeles, CA, USA. Electronic address: ; The Mind Research Network, University of New Mexico, Albuquerque, NM, USA.; Idaho State University, Pocatello, ID, USA.; University of Georgia, Athens, GA, USA.; Stony Brook University, Stony Brook, NY, USA.","eng","Journal Article; Research Support, U.S. Gov't, Non-P.H.S.","Biol Psychol",NA,"Biological psychology","pornography"
"Is Pornography Use Associated with Sexual Difficulties and Dysfunctions among Younger Heterosexual Men?",25816904,2015,"May","10.1111/jsm.12853 [doi]","INTRODUCTION: Recent epidemiological studies reported high prevalence rates of ","Landripet, Ivan; Stulhofer, Aleksandar","Department of Sociology, Faculty of Humanities and Social Sciences, University of ; Department of Sociology, Faculty of Humanities and Social Sciences, University of ","eng","Journal Article","J Sex Med",NA,"The journal of sexual medicine","pornography"
"Problematic Online Pornography Use: A Media Attendance Perspective.",25621631,2016,NA,"10.1080/00224499.2014.980496 [doi]","Since the rise of the popularity of the Internet, the accessibility of ","Sirianni, Joseph M; Vishwanath, Arun","a Department of Communication , University at Buffalo, State University of New ; a Department of Communication , University at Buffalo, State University of New ","eng","Journal Article","J Sex Res",NA,"Journal of sex research","pornography"
"A case report of pornography addiction with dhat syndrome.",25568482,2014,"Oct","10.4103/0019-5545.146536 [doi]","A case of pornography addiction with dhat syndrome was diagnosed applying the ","Darshan, M S; Sathyanarayana Rao, T S; Manickam, Sam; Tandon, Abhinav; Ram, Dushad","Prerana Hospital for Neurocare, Psychiatry and Deaddiction, JSS University, JSS ; Department of Psychiatry, JSS University, JSS Medical College and Hospital, ; Department of Psychiatry, JSS University, JSS Medical College and Hospital, ; MLN Medical College and SRN Hospital, Allahabad, Uttar Pradesh, India.; Department of Psychiatry, JSS University, JSS Medical College and Hospital, ","eng","Journal Article","Indian J Psychiatry","Conflict of Interest: None declared","Indian journal of psychiatry","pornography"
"A study on smoking and associated psychosocial factors among adolescent students in Kolkata, India.",24748358,2014,"Jan-Mar","10.4103/0019-557X.128168 [doi]","Tobacco use among school children and adolescents is an increasing problem ","Bagchi, Nilay Nilay; Ganguly, Samrat; Pal, Sumita; Chatterjee, Sukanta","Junior Resident, Department of Pediatrics, Medical College, Kolkata, West Bengal, ","eng","Journal Article","Indian J Public Health",NA,"Indian journal of public health","pornography"
"Pornography addiction - a supranormal stimulus considered in the context of neuroplasticity.",24693354,2013,NA,"10.3402/snp.v3i0.20767 [doi]; 20767","Addiction has been a divisive term when applied to various compulsive sexual ","Hilton, Donald L Jr","Department of Neurosurgery, The University of Texas Health Sciences Center at San ","eng","Journal Article","Socioaffect Neurosci Psychol",NA,"Socioaffective neuroscience & psychology","pornography"
"Doctor is suspended for prescribing a drug for pornography ""addiction"" without giving the risks.",22006945,2011,"Oct","bmj.d6699 [pii]; 10.1136/bmj.d6699 [doi]",NA,"Dyer, Clare",NA,"eng","News","BMJ",NA,"BMJ (Clinical research ed.)","pornography"
"Pornography addiction: A neuroscience perspective.",21427788,2011,"Feb","10.4103/2152-7806.76977 [doi]; 19",NA,"Hilton, Donald L; Watts, Clark","Department of Neurosurgery, University of Texas Health Science Center at San ","eng","Journal Article","Surg Neurol Int",NA,"Surgical neurology international","pornography"
"Assisting a concerned person to motivate someone experiencing cybersex into treatment: application of invitational intervention: the arise model to cybersex.",19017188,2008,"Oct","10.1111/j.1752-0606.2008.00091.x [doi]","Cybersex and Internet pornography addiction are new problem areas confronting ","Landau, Judith; Garrett, James; Webb, Robert","Linking Human Systems, Colorado 80301, USA. JLandau@LinkingHumanSystems.com","eng","Journal Article","J Marital Fam Ther",NA,"Journal of marital and family therapy","pornography"
