"Title","Author_Info","Journal_Year_Info"
"The Relationship Between Sleep Quality and Internet Addiction Among Female College Students.","Lin PH, et al.","Front Neurosci. 2019."
"Internet addiction: Neuroimaging findings.","Yuan K, et al.","Commun Integr Biol. 2011."
"Internet addiction: a review of current assessment techniques and potential assessment questions.","Beard KW.","Cyberpsychol Behav. 2005."
"Association of Internet addiction and alexithymia - A scoping review.","Mahapatra A, et al.","Addict Behav. 2018."
"Influence of internet addiction on executive function and learning attention in Taiwanese school-aged children.","Kuo SY, et al.","Perspect Psychiatr Care. 2018."
"Treatment of internet addiction in patient with panic disorder and obsessive compulsive disorder: a case report.","Santos V, et al.","CNS Neurol Disord Drug Targets. 2015."
"Internet addiction of adolescents in Taiwan: an interview study.","Tsai CC, et al.","Cyberpsychol Behav. 2003."
"Internet Addiction and Associated Factors among Undergraduates.","Adhikari K, et al.","J Nepal Health Res Counc. 2022."
"Internet Addiction and Sleep Problems among Russian Adolescents: A Field School-Based Study.","Tereshchenko S, et al.","Int J Environ Res Public Health. 2021."
"Validation study of the Indonesian internet addiction test among adolescents.","Siste K, et al.","PLoS One. 2021."
"Personal Factors, Internet Characteristics, and Environmental Factors Contributing to Adolescent Internet Addiction: A Public Health Perspective.","Chung S, et al.","Int J Environ Res Public Health. 2019."
"Internet addiction in Tibetan and Han Chinese middle school students: prevalence, demographics and quality of life.","Lu L, et al.","Psychiatry Res. 2018."
"Neural substrates of risky decision making in individuals with Internet addiction.","Seok JW, et al.","Aust N Z J Psychiatry. 2015."
"The impact of sensation seeking on the relationship between attention deficit/hyperactivity symptoms and severity of Internet addiction risk.","Dalbudak E, et al.","Psychiatry Res. 2015."
"The effects of Internet addiction on the lifestyle and dietary behavior of Korean adolescents.","Kim Y, et al.","Nutr Res Pract. 2010."
"Relationship between Facebook use and problematic Internet use among college students.","Kittinger R, et al.","Cyberpsychol Behav Soc Netw. 2012."
"Internet addiction in Korean adolescents and its relation to depression and suicidal ideation: a questionnaire survey.","Kim K, et al.","Int J Nurs Stud. 2006."
"A Longitudinal Study for the Empirical Validation of an Etiopathogenetic Model of Internet Addiction in Adolescence Based on Early Emotion Regulation.","Cimino S, et al.","Biomed Res Int. 2018."
"Treatments for Internet gaming disorder and Internet addiction: A systematic review.","Zajac K, et al.","Psychol Addict Behav. 2017."
"The Internet Addiction Test: assessing its psychometric properties in Bangladeshi culture.","Rezaul Karim AK, et al.","Asian J Psychiatr. 2014."
"Recognizing internet addiction: prevalence and relationship to academic achievement in adolescents enrolled in urban and rural Greek high schools.","Stavropoulos V, et al.","J Adolesc. 2013."
"Assessing the psychometric properties of the Internet Addiction Test (IAT) in US college students.","Jelenchick LA, et al.","Psychiatry Res. 2012."
"Comparison of internet addiction, pattern and psychopathology between medical and dental students.","Gedam SR, et al.","Asian J Psychiatr. 2016."
"Psychometric properties of the Turkish version of the Internet Addiction Test (IAT).","Boysan M, et al.","Addict Behav. 2017."
"Relationship between Internet Addiction, Personality Factors, and Emotional Distress among Adolescents in Malaysia.","Fu SC, et al.","Children (Basel). 2022."
"Problematic computer game use as expression of Internet addiction and its association with self-rated health in the Lithuanian adolescent population.","Ustinavičienė R, et al.","Medicina (Kaunas). 2016."
"Relationship between eating disorders and internet and smartphone addiction in college students.","Tayhan Kartal F, et al.","Eat Weight Disord. 2021."
"[Association of Internet addiction with health promotion lifestyle profile and perceived health status in adolescents].","Kim JS, et al.","J Prev Med Public Health. 2005."
"Susceptibility and perceptions of excessive internet use impact on health among Vietnamese youths.","Do HN, et al.","Addict Behav. 2020."
"Erratum: Tang, G., et al. Politically Motivated Internet Addiction: Relationships among Online Information Exposure, Internet Addiction, FOMO, Psychological Well-being, and Radicalism in Massive Political Turbulence. Int. J. Environ. Res. Public Health 2020, 17, 633.","Tang G, et al.","Int J Environ Res Public Health. 2020."
"[Internet addiction among graduates of general secondary schools in Cracow and its correlation with body mass index and other health problems].","Średniawa A, et al.","Pol Merkur Lekarski. 2015."
"Psychometric properties of the Revised Chen Internet Addiction Scale (CIAS-R) in Chinese adolescents.","Mak KK, et al.","J Abnorm Child Psychol. 2014."
"Online Learning Satisfaction and Internet Addiction During Covid-19 Pandemic: A Two-Wave Longitudinal Study.","Besalti M, et al.","TechTrends. 2022."
"The effect of Internet addiction on sleep quality in adolescents.","Çelebioğlu A, et al.","J Child Adolesc Psychiatr Nurs. 2020."
"Psychological Risk Factors that Predict Social Networking and Internet Addiction in Adolescents.","Peris M, et al.","Int J Environ Res Public Health. 2020."
"Internet Addiction and Mental Health Status of Adolescents in Croatia and Germany.","Karacic S, et al.","Psychiatr Danub. 2017."
"A randomized efficacy trial of a cognitive-behavioral group intervention to prevent Internet Use Disorder onset in adolescents: The PROTECT study protocol.","Lindenberg K, et al.","Contemp Clin Trials Commun. 2017."
"Prevalence of Internet Addiction and Its Association With Psychological Distress and Coping Strategies Among University Students in Jordan.","Al-Gamal E, et al.","Perspect Psychiatr Care. 2016."
"Unpacking the Association between Family Functionality and Psychological Distress among Chinese Left-Behind Children: The Mediating Role of Social Support and Internet Addiction.","Fan X.","Int J Environ Res Public Health. 2022."
"Zhongyong thinking (doctrine of the mean) and internet addiction: The mediation of maladaptive cognition and the moderation of subject.","Wei H, et al.","Front Public Health. 2023."
"Internet addiction, sleep and health-related life quality among obese individuals: a comparison study of the growing problems in adolescent health.","Eliacik K, et al.","Eat Weight Disord. 2016."
"Prevalence of Internet addiction and risk of developing addiction as exemplified by a group of Polish adolescents from urban and rural areas.","Pawłowska B, et al.","Ann Agric Environ Med. 2015."
"Treatment Modalities for Internet Addiction in Children and Adolescents: A Systematic Review of Randomized Controlled Trials (RCTs).","Ayub S, et al.","J Clin Med. 2023."
"Hostility in the real world and online: the effect of internet addiction, depression, and online activity.","Yen JY, et al.","Cyberpsychol Behav Soc Netw. 2011."
"Cognitive behavior therapy with Internet addicts: treatment outcomes and implications.","Young KS.","Cyberpsychol Behav. 2007."
"How sleep duration mediated childhood trauma and Internet addiction of the vocational college population in urban areas of south China.","Wang H, et al.","Front Psychiatry. 2023."
"Internet Addiction in Adolescents: A Systematic Review of Nursing Studies.","Özparlak A, et al.","J Psychosoc Nurs Ment Health Serv. 2020."
"A bibliometric analysis of the scientific literature on Internet, video games, and cell phone addiction.","Carbonell X, et al.","J Med Libr Assoc. 2009."
"Chinese Internet addiction inventory: developing a measure of problematic Internet use for Chinese college students.","Huang Z, et al.","Cyberpsychol Behav. 2007."
"Two-dimensional taxonomy of internet addiction and assessment of smartphone addiction with diagnostic criteria and mobile apps.","Wu YL, et al.","J Behav Addict. 2021."
"Internet Addiction and Other Behavioral Addictions.","Jorgenson AG, et al.","Child Adolesc Psychiatr Clin N Am. 2016."
"[Internet addiction].","Korkeila J.","Duodecim. 2012."
"Modification in the proposed diagnostic criteria for Internet addiction.","Beard KW, et al.","Cyberpsychol Behav. 2001."
"Might insecurity and use of ICT enhance internet addiction and exhaust people? A study in two European countries during emergency remote working.","Ghislieri C, et al.","Comput Human Behav. 2022."
"Cybervictimization and Adolescent Internet Addiction: A Moderated Mediation Model.","Xin M, et al.","Int J Environ Res Public Health. 2021."
"Internet Addiction and Attention Deficit Hyperactivity Disorder Among Schoolchildren.","Weinstein A, et al.","Isr Med Assoc J. 2015."
"Measurement of internet addiction: an item response analysis approach.","Zhang J, et al.","Cyberpsychol Behav Soc Netw. 2013."
"Gambling and internet addiction: a pilot study among a Population of Italian Healthcare : Gambling and Internet Addition in a Healthcare Group.","Lupo R, et al.","J Gambl Stud. 2022."
"Internet addiction and physical and psychosocial behavior problems among rural secondary school students.","Gür K, et al.","Nurs Health Sci. 2015."
"Epidemiology of internet behaviors and addiction among adolescents in six Asian countries.","Mak KK, et al.","Cyberpsychol Behav Soc Netw. 2014."
"The characteristics of decision making, potential to take risks, and personality of college students with Internet addiction.","Ko CH, et al.","Psychiatry Res. 2010."
"Deficits in executive functions but not in decision making under risk in individuals with problematic social-network use.","Müller SM, et al.","Compr Psychiatry. 2021."
"Relationships Between Social Support, Loneliness, and Internet Addiction in Chinese Postsecondary Students: A Longitudinal Cross-Lagged Analysis.","Zhang S, et al.","Front Psychol. 2018."
"Investigation of correlation between Internet addiction and parent-child relationship in girls' adolescence in the COVID-19 pandemic.","Ahmadian M, et al.","J Educ Health Promot. 2022."
"A descriptive pilot survey of behavioural addictions in an adolescent secondary school population in Ireland.","Columb D, et al.","Ir J Psychol Med. 2021."
"Erratum: Balconi, M.; et al. Evidences from Rewarding System, FRN and P300 Effect in Internet-Addiction in Young People SHORT TITLE: Rewarding System and EEG in Internet-Addiction Brain Sciences 2017, 7, 81.","Balconi M, et al.","Brain Sci. 2017."
"Internet Addiction and Online Gaming Disorder in Children and Adolescents During COVID-19 Pandemic: A Systematic Review.","Putra PY, et al.","Psychiatry Investig. 2023."
"Internet addiction among medical and non-medical students during COVID-19 pandemic, Tanta University, Egypt.","Shehata WM, et al.","Environ Sci Pollut Res Int. 2021."
"A Scoping Review of Cognitive Bias in Internet Addiction and Internet Gaming Disorders.","Chia DXY, et al.","Int J Environ Res Public Health. 2020."
"Associations of Internet Addiction Severity With Psychopathology, Serious Mental Illness, and Suicidality: Large-Sample Cross-Sectional Study.","Guo W, et al.","J Med Internet Res. 2020."
"Is There a Relationship Between Youth Bullying and Internet Addiction? An Integrative Review.","Vessey JA, et al.","Int J Ment Health Addict. 2022."
"Daytime Sleepiness in University Students and Internet Addiction as the Determinant.","Demir G, et al.","J Addict Nurs. 2020."
"Assessing the Psychometric Properties of the Internet Addiction Test (IAT) Among Lebanese College Students.","Samaha AA, et al.","Front Public Health. 2018."
"Treatment outcomes in patients with internet addiction: a clinical pilot study on the effects of a cognitive-behavioral therapy program.","Wölfling K, et al.","Biomed Res Int. 2014."
"Freshman year mental health symptoms and level of adaptation as predictors of Internet addiction: a retrospective nested case-control study of male Chinese college students.","Yao B, et al.","Psychiatry Res. 2013."
"[The comparative study of bioelectronic brain activity at the drug and Internet-addiction].","Rabadanova AI, et al.","Fiziol Cheloveka. 2014."
"Prevalence and Risk Factors of Internet Addiction among Hungarian High School Teachers.","Tóth G, et al.","Life (Basel). 2021."
"Prevalence of Internet Addiction, Poor Sleep Quality, and Depressive Symptoms Among Medical Students: A Cross-Sectional Study.","Awasthi AA, et al.","Osong Public Health Res Perspect. 2020."
"Internet Interpersonal Connection Mediates the Association between Personality and Internet Addiction.","Chang YH, et al.","Int J Environ Res Public Health. 2019."
"Internet Addiction and Burnout in A Single Hospital: Is There Any Association?","Toth G, et al.","Int J Environ Res Public Health. 2021."
"[Liquid modernity and internet addiction].","Doi T.","Nihon Rinsho. 2015."
"Determining the relationship between loneliness and internet addiction among adolescents during the covid-19 pandemic in Turkey.","Sarıalioğlu A, et al.","J Pediatr Nurs. 2022."
"Age-related and individual variations in altered prefrontal and cerebellar connectivity associated with the tendency of developing internet addiction.","Patil AU, et al.","Hum Brain Mapp. 2021."
"Abnormal brain activity in adolescents with Internet addiction who attempt suicide: an assessment using functional magnetic resonance imaging.","Huang Y, et al.","Neural Regen Res. 2020."
"Personality Traits, Strategies for Coping with Stress and the Level of Internet Addiction-A Study of Polish Secondary-School Students.","Chwaszcz J, et al.","Int J Environ Res Public Health. 2018."
"[Excessive Use Patterns and Internet Use Disorders: Effects on Psychosocial and Cognitive Development in Adolescence].","Müller KW, et al.","Prax Kinderpsychol Kinderpsychiatr. 2022."
"The Prevalence of Internet Addiction Among a Japanese Adolescent Psychiatric Clinic Sample With Autism Spectrum Disorder and/or Attention-Deficit Hyperactivity Disorder: A Cross-Sectional Study.","So R, et al.","J Autism Dev Disord. 2017."
"How does social media use impact subjective well-being? Examining the suppressing role of Internet addiction and the moderating effect of digital skills.","Wu B, et al.","Front Psychol. 2023."
"Frequency of Internet addiction and development of social skills in adolescents in an urban area of Lima.","Zegarra Zamalloa CO, et al.","Medwave. 2017."
"Are adolescents with internet addiction prone to aggressive behavior? The mediating effect of clinical comorbidities on the predictability of aggression in adolescents with internet addiction.","Lim JA, et al.","Cyberpsychol Behav Soc Netw. 2015."
"Internet addiction theory-based intervention among university students: A case of health belief model.","Ahmadi M, et al.","J Educ Health Promot. 2021."
"Internet addiction: Prevalence and risk factors: A cross-sectional study among college students in Bengaluru, the Silicon Valley of India.","Krishnamurthy S, et al.","Indian J Public Health. 2015."
"Cognitive bias toward the Internet: The causes of adolescents' Internet addiction under parents' self-affirmation consciousness.","Zhou M, et al.","Front Psychol. 2022."
"Cross-National Associations Among Cyberbullying Victimization, Self-Esteem, and Internet Addiction: Direct and Indirect Effects of Alexithymia.","Wachs S, et al.","Front Psychol. 2020."
"Prevalence of Internet addiction in Japan: Comparison of two cross-sectional surveys.","Kawabe K, et al.","Pediatr Int. 2020."
"Psychiatric comorbidity assessed in Korean children and adolescents who screen positive for Internet addiction.","Ha JH, et al.","J Clin Psychiatry. 2006."
"Comparison of internet usage and internet addiction scores in healthy children and children with type 1 diabetes mellitus.","Büyükyılmaz G, et al.","J Pediatr Endocrinol Metab. 2023."
"Predictive power of the DSM-5 criteria for internet use disorder: A CHAID decision-tree analysis.","Bottel L, et al.","Front Psychol. 2023."
"[Neurophysiological and clinico-biological features of internet addiction].","Sorokina ND, et al.","Zh Nevrol Psikhiatr Im S S Korsakova. 2019."
"Human factors in cybersecurity; examining the link between Internet addiction, impulsivity, attitudes towards cybersecurity, and risky cybersecurity behaviours.","Hadlington L.","Heliyon. 2017."
"Evaluation of the Psychometric Properties of the Arab Compulsive Internet Use Scale (CIUS) by Item Response Theory Modeling (IRT).","Khazaal Y, et al.","Int J Environ Res Public Health. 2022."
"The association of depression, loneliness and internet addiction levels in patients with acne vulgaris.","Öztekin C, et al.","Biopsychosoc Med. 2020."
"Internet Addiction, Cyberbullying, and Victimization Relationship in Adolescents: A Sample from Turkey.","Şimşek N, et al.","J Addict Nurs. 2019."
"Bullying Victimization and Quality of Life among Chinese Adolescents: An Integrative Analysis of Internet Addiction and Social Withdrawal.","Ding N, et al.","Int J Environ Res Public Health. 2022."
"Traits associated with internet addiction in young adults: Potential risk factors.","Lyvers M, et al.","Addict Behav Rep. 2016."
"Effects of internet addiction on heart rate variability in school-aged children.","Lin PC, et al.","J Cardiovasc Nurs. 2014."
"Social Bullying Among Undergraduates: The Roles of Internet Gaming Disorder, Risk-Taking Behavior, and Internet Addiction.","Nwanosike CL, et al.","Front Psychol. 2022."
"Profiles on Adolescent Internet Addiction: A Taxonomy with Latent Profiling Analysis.","Vieira Martins M, et al.","Acta Med Port. 2022."
"Depression as Compared to Level of Physical Activity and Internet Addiction among Polish Physiotherapy Students during the COVID-19 Pandemic.","Zalewska A, et al.","Int J Environ Res Public Health. 2021."
"The Metacognitions about Online Gaming Scale: Development and psychometric properties.","Spada MM, et al.","Addict Behav. 2017."
"Treatment of internet addiction.","Huang XQ, et al.","Curr Psychiatry Rep. 2010."
"[Internet addiction among Shanghai adolescents: prevalence and epidemiological features].","Xu J, et al.","Zhonghua Yu Fang Yi Xue Za Zhi. 2008."
"Development of a Computerized Adaptive Testing for Internet Addiction.","Zhang Y, et al.","Front Psychol. 2019."
"The Association Between Muslim Religiosity and Internet Addiction Among Young Adult College Students.","Nadeem M, et al.","J Relig Health. 2019."
"Parenting approaches, family functionality, and internet addiction among Hong Kong adolescents.","Wu CST, et al.","BMC Pediatr. 2016."
"Traumatic experiences, alexithymia, and Internet addiction symptoms among late adolescents: A moderated mediation analysis.","Schimmenti A, et al.","Addict Behav. 2017."
"Internet addiction in the island of Hippocrates: the associations between internet abuse and adolescent off-line behaviours.","Fisoun V, et al.","Child Adolesc Ment Health. 2012."
"Implicit and explicit self-esteem in the context of internet addiction.","Stieger S, et al.","Cyberpsychol Behav Soc Netw. 2010."
"Evolution of Internet addiction in Greek adolescent students over a two-year period: the impact of parental bonding.","Siomos K, et al.","Eur Child Adolesc Psychiatry. 2012."
"An Analysis on the Correlation and Gender Difference between College Students' Internet Addiction and Mobile Phone Addiction in Taiwan.","Chiu SI, et al.","ISRN Addict. 2013."
"Investigation of Adolescents Who Have Internet Addiction Accompanied By Attention Deficit and Hyperactivity Disorder in Terms of Emotion Regulation and Social Cognition.","Saatçioğlu H, et al.","Turk Psikiyatri Derg. 2023."
"[A STUDY INVESTIGATING THE FACTORS OF INTERNET ADDICTION].","Puharić Z, et al.","Acta Med Croatica. 2014."
"Internet addiction: Prevalence and relationship with academic burnout among undergraduates during widespread online learning.","Zhu K, et al.","Perspect Psychiatr Care. 2022."
"Who commits virtual identity suicide? Differences in privacy concerns, Internet addiction, and personality between Facebook users and quitters.","Stieger S, et al.","Cyberpsychol Behav Soc Netw. 2013."
"Microstructure abnormalities in adolescents with internet addiction disorder.","Yuan K, et al.","PLoS One. 2011."
"Relationship between psychological inflexibility and experiential avoidance and internet addiction: Mediating effects of mental health problems.","Chou WP, et al.","Psychiatry Res. 2017."
"Assessing behavioral patterns of Internet addiction and drug abuse among high school students.","Nemati Z, et al.","Psychol Res Behav Manag. 2017."
"The association of Internet addiction symptoms with impulsiveness, loneliness, novelty seeking and behavioral inhibition system among adults with attention-deficit/hyperactivity disorder (ADHD).","Li W, et al.","Psychiatry Res. 2016."
"High risk of Internet addiction and its relationship with lifetime substance use, psychological and behavioral problems among 10(th) grade adolescents.","Evren C, et al.","Psychiatr Danub. 2014."
"The impact of internet addiction on depression, physical activity level and trigger point sensitivity in Turkish university students.","Alaca N.","J Back Musculoskelet Rehabil. 2020."
"Impact of the coronavirus disease 2019 pandemic on obesity, internet addiction, and sleep quality in adolescents.","Daşdemir F, et al.","J Pediatr Nurs. 2022."
"Internet addiction: ongoing research in Asia.","Yen CF, et al.","World Psychiatry. 2010."
"Internet addiction among students of the medical university of białystok.","Krajewska-Kułak E, et al.","Comput Inform Nurs. 2011."
"[Internet addiction -- the great unknown].","Springer A.","Wien Klin Wochenschr. 2009."
"Internet addiction: recognition and interventions.","Fitzpatrick JJ.","Arch Psychiatr Nurs. 2008."
"[Personality features in adolescents with internet addiction].","Malygin VL, et al.","Zh Nevrol Psikhiatr Im S S Korsakova. 2011."
"Impulsivity and Depressive Brooding in Internet Addiction: A Study With a Sample of Italian Adolescents During COVID-19 Lockdown.","Diotaiuti P, et al.","Front Psychiatry. 2022."
"Microstructural changes and internet addiction behaviour: A preliminary diffusion MRI study.","Rahmani F, et al.","Addict Behav. 2019."
"A Meta-Analysis of Treatment Interventions for Internet Addiction Among Korean Adolescents.","Chun J, et al.","Cyberpsychol Behav Soc Netw. 2017."
"Exploring the association of ego defense mechanisms with problematic internet use in a Pakistani medical school.","Waqas A, et al.","Psychiatry Res. 2016."
"A Cross-Sectional Study on the Prevalence, Risk Factors, and Ill Effects of Internet Addiction Among Medical Students in Northeastern India.","Nath K, et al.","Prim Care Companion CNS Disord. 2016."
"Internet addiction disorder: Hype, a myth.","Bipeta R.","Indian J Psychiatry. 2016."
"[To define internet addiction].","Tonioni F.","Riv Psichiatr. 2013."
"Relationship between level of internet addiction and time management skills among nursing students.","Altiner Yas M, et al.","Perspect Psychiatr Care. 2022."
"Factors associated with Internet addiction among adolescents.","Lam LT, et al.","Cyberpsychol Behav. 2009."
"Killed by Internet Addiction? A Real Possibility.","Lee KC, et al.","Ann Acad Med Singap. 2015."
"The relationship between internet addiction and eating disorders.","Canan F.","Eat Weight Disord. 2016."
"Internet addiction disorder: Fact or Fad? Nosing into Nosology.","Swaminath G.","Indian J Psychiatry. 2008."
"Psychological Well-Being and Home Conditions during COVID-19 Confinement. Internet Addiction and Nostalgia as Mediators.","Del Líbano M, et al.","Int J Environ Res Public Health. 2021."
"Cue-induced craving for Internet among Internet addicts.","Niu GF, et al.","Addict Behav. 2016."
"Patterns of choices on video game genres and Internet addiction.","Floros G, et al.","Cyberpsychol Behav Soc Netw. 2012."
"Internet addiction among Greek adolescent students.","Siomos KE, et al.","Cyberpsychol Behav. 2008."
"The psychometric properties of the internet addiction test.","Widyanto L, et al.","Cyberpsychol Behav. 2004."
"Internet addiction, Internet psychotherapy.","Stein DJ.","Am J Psychiatry. 1997."
"[Internet addiction disorder in children].","Mori K.","No To Hattatsu. 2015."
"The research and controversy surrounding internet addiction.","Young KS.","Cyberpsychol Behav. 1999."
"Linking temporal-parietal junction to internet addiction tendency: Moderating effect of critical thinking.","Liu D, et al.","J Behav Addict. 2021."
"Internet addiction in a group of medical students: a cross sectional study.","Pramanik T, et al.","Nepal Med Coll J. 2012."
"Internet Addiction Status and Related Factors among Medical Students: A Cross-Sectional Study in Western Iran.","Khazaie H, et al.","Int Q Community Health Educ. 2021."
"Academic procrastination of medical students: The role of Internet addiction.","Hayat AA, et al.","J Adv Med Educ Prof. 2020."
"Evaluation of psychometric properties of the Arabic version of the Internet Disorder Scale (IDS-15).","El Abiddine FZ, et al.","Acta Psychol (Amst). 2022."
"Investigating Anxiety and Fear of COVID-19 as Predictors of Internet Addiction With the Mediating Role of Self-Compassion and Cognitive Emotion Regulation.","Moniri R, et al.","Front Psychiatry. 2022."
"The Effect of Adolescents' Internet Addiction on Smartphone Addiction.","Ayar D, et al.","J Addict Nurs. 2017."
"Commuting, Life-Satisfaction and Internet Addiction.","Lachmann B, et al.","Int J Environ Res Public Health. 2017."
"Prevalence and risk factors of Internet addiction in high school students.","Sasmaz T, et al.","Eur J Public Health. 2014."
"Internet addiction based on personality characteristics of high school students in kerman, iran.","Zamani BE, et al.","Addict Health. 2011."
"Internet addiction: consensus, controversies, and the way ahead.","Chakraborty K, et al.","East Asian Arch Psychiatry. 2010."
"Internet addiction with coexisting psychiatric diagnosis.","Sharma MK, et al.","Ind Psychiatry J. 2017."
"Is Internet addiction a useful concept?","Starcevic V.","Aust N Z J Psychiatry. 2013."
"The role of depression, personality, and future time perspective in internet addiction in adolescents and emerging adults.","Przepiorka A, et al.","Psychiatry Res. 2019."
"Portuguese validation of the Internet Addiction Test: An empirical study.","Pontes HM, et al.","J Behav Addict. 2014."
"The association between online learning, parents' marital status, and internet addiction among adolescents during the COVID-19 pandemic period: A cross-lagged panel network approach.","Niu H, et al.","J Affect Disord. 2023."
"Internet addiction in Gulf countries: A systematic review and meta-analysis.","Al-Khani AM, et al.","J Behav Addict. 2021."
"Internet Addiction, Sleep Quality and Depressive Symptoms Amongst Medical Students in Delhi, India.","Gupta R, et al.","Community Ment Health J. 2021."
"Investigation of the Differential Power of Young's Internet Addiction Questionnaire Using the Decision Stump Tree.","Docharkhehsaz M, et al.","Comput Intell Neurosci. 2022."
"Internet addiction: a case report.","Stravogiannis A, et al.","Braz J Psychiatry. 2009."
"The Association of Internet Addiction with Burnout, Depression, Insomnia, and Quality of Life among Hungarian High School Teachers.","Pohl M, et al.","Int J Environ Res Public Health. 2021."
"Treatment of Internet Addiction with Anxiety Disorders: Treatment Protocol and Preliminary Before-After Results Involving Pharmacotherapy and Modified Cognitive Behavioral Therapy.","Santos VA, et al.","JMIR Res Protoc. 2016."
"Internet addiction among Saudi Arabian youth.","Saquib J.","Int J Health Sci (Qassim). 2020."
"Issues for DSM-V: internet addiction.","Block JJ.","Am J Psychiatry. 2008."
"Internet Addiction, Oral Health Practices, Clinical Outcomes, and Self-Perceived Oral Health in Young Saudi Adults.","Al-Ansari A, et al.","ScientificWorldJournal. 2020."
"The Neural Correlates of Implicit Cognitive Bias Toward Internet-Related Cues in Internet Addiction: An ERP Study.","Chen L, et al.","Front Psychiatry. 2018."
"Psychoactive substances use experience and addiction or risk of addiction among by Polish adolescents living in rural and urban areas.","Pawłowska B, et al.","Ann Agric Environ Med. 2014."
"[Internet addiction - between enter and escape].","Poppe H.","Psychiatr Danub. 2014."
"Internet addiction: genuine diagnosis or not?","Mitchell P.","Lancet. 2000."
"Twenty years of Internet addiction … Quo Vadis?","Dalal PK, et al.","Indian J Psychiatry. 2016."
"Psychometric properties of the Internet Addiction Test in Turkish.","Kaya F, et al.","J Behav Addict. 2016."
"Internet addiction is related to attention deficit but not hyperactivity in a sample of high school students.","Yılmaz S, et al.","Int J Psychiatry Clin Pract. 2015."
"Relationship of Internet addiction with impulsivity and severity of psychopathology among Turkish university students.","Dalbudak E, et al.","Psychiatry Res. 2013."
"Characteristics of Internet use in relation to game genre in Korean adolescents.","Lee MS, et al.","Cyberpsychol Behav. 2007."
"Is there a shared neurobiology between aggression and Internet addiction disorder?","Hahn C, et al.","J Behav Addict. 2014."
"Cognitive-behavioral approaches to outpatient treatment of internet addiction in children and adolescents.","King DL, et al.","J Clin Psychol. 2012."
"Trapped in the net: will internet addiction become a 21st-century epidemic?","Christakis DA, et al.","Arch Pediatr Adolesc Med. 2009."
"Two Cases of Excessive Internet Use with Comorbid Family Relationship Problems.","Şenormanci Ö, et al.","Noro Psikiyatr Ars. 2014."
"Impaired inhibitory control in 'internet addiction disorder': a functional magnetic resonance imaging study.","Dong G, et al.","Psychiatry Res. 2012."
"Relative risks of Internet-related addictions and mood disturbances among college students: a 7-country/region comparison.","Tang CSK, et al.","Public Health. 2018."
"Personality Disorders in College Students With Internet Addiction.","Kawada T.","J Nerv Ment Dis. 2017."
"The Association of Depression, Loneliness, and Internet Addiction Levels in Male Bachelor of Medicine, Bachelor of Surgery (MBBS) Students With Androgenetic Alopecia Male Pattern Baldness in a Medical College in Kolar, India.","Prasanna H, et al.","Cureus. 2023."
"Relationships between screen time, internet addiction and other lifestyle behaviors with obesity among secondary school students in the Turkish Republic of Northern Cyprus.","Aşut Ö, et al.","Turk J Pediatr. 2019."
"Predictors of Nutritional Status, Depression, Internet Addiction, Facebook Addiction, and Tobacco Smoking Among Women With Eating Disorders in Spain.","Ali AM, et al.","Front Psychiatry. 2021."
"Research on relationship among internet-addiction, personality traits and mental health of urban left-behind children.","Ge Y, et al.","Glob J Health Sci. 2014."
"Internet addiction over the decade: a personal look back.","Young K.","World Psychiatry. 2010."
"[Internet addiction: perspectives on cognitive-behavioral therapy].","Pujol Cda C, et al.","Braz J Psychiatry. 2009."
"Happiness and Internet Addiction among High School Girls in Iran: A Single-Center Experience.","Rastegarian A, et al.","Iran J Psychiatry. 2022."
"The Impact of Adolescent Internet Addiction on Sexual Online Victimization: The Mediating Effects of Sexting and Body Self-Esteem.","Tamarit A, et al.","Int J Environ Res Public Health. 2021."
"Psychometric properties of the internet addiction test in Chinese adolescents.","Lai CM, et al.","J Pediatr Psychol. 2013."
"The assessment of internet addiction in Bangladesh: Why are prevalence rates so different?","Mamun MA, et al.","Asian J Psychiatr. 2019."
"More utilitarian judgment in Internet addiction? An exploration using process dissociation and the CNI model.","Lu J, et al.","Brain Behav. 2022."
"Longitudinal Associations between Anhedonia and Internet-Related Addictive Behaviors in Emerging Adults.","Guillot CR, et al.","Comput Human Behav. 2016."
"Dysfunctional inhibitory control and impulsivity in Internet addiction.","Choi JS, et al.","Psychiatry Res. 2014."
"The role of the CHRNA4 gene in Internet addiction: a case-control study.","Montag C, et al.","J Addict Med. 2012."
"The three-factor model of Internet addiction: the development of the Problematic Internet Use Questionnaire.","Demetrovics Z, et al.","Behav Res Methods. 2008."
"Shyness and locus of control as predictors of internet addiction and internet use.","Chak K, et al.","Cyberpsychol Behav. 2004."
"Internet addiction disorder among clients of a virtual clinic.","Bai YM, et al.","Psychiatr Serv. 2001."
"[Associations between internet addiction, screen time and depressive symptoms].","Du WX, et al.","Zhonghua Liu Xing Bing Xue Za Zhi. 2022."
"Investigating the Relationships between COVID-19 Quality of Life, Loneliness, Happiness, and Internet Addiction among K-12 Teachers and School Administrators-A Structural Equation Modeling Approach.","Karakose T, et al.","Int J Environ Res Public Health. 2022."
"Insomnia in Chinese College Students With Internet Addiction: Prevalence and Associated Clinical Correlates.","Shen Y, et al.","Front Psychiatry. 2020."
