"Title","Author_Info","Journal","Year","Label"
"Remission of Food Addiction Does Not Induce Cross-Addiction after Sleeve Gastrectomy and Gastric Bypass: A Prospective Cohort Study.","Chiappetta S, et al.","Obes Facts",2020,"exercise"
"Extraversion and exercise addiction.","Mathers S, et al.","J Psychol",1999,"exercise"
"Psychometric examination and factorial validity of the Exercise Dependence Scale-Revised in Italian exercisers.","Costa S, et al.","J Behav Addict",2012,"exercise"
"Examining exercise dependence symptomatology from a self-determination perspective.","Edmunds J, et al.","J Health Psychol",2006,"exercise"
"An international cross-sectional investigation on social media, fitspiration content exposure, and related risks during the COVID-19 self-isolation period.","Cataldo I, et al.","J Psychiatr Res",2022,"exercise"
"Diagnostic criteria for exercise dependence in women.","Bamber DJ, et al.","Br J Sports Med",2003,"exercise"
"Contextualising over-engagement in work: Towards a more global understanding of workaholism as an addiction.","Griffiths MD, et al.","J Behav Addict",2012,"exercise"
"Exercise addiction risk and health in male and female amateur endurance cyclists.","Mayolas-Pi C, et al.","J Behav Addict",2017,"exercise"
"Motivational and psychological correlates of bodybuilding dependence.","Emini NN, et al.","J Behav Addict",2014,"exercise"
"Adherence to cultural values and the internalization of sociocultural appearance ideals are associated with exercise dependence symptoms in Asian/Asian American men.","Guidinger C, et al.","Eat Behav",2021,"exercise"
"Prevalence of Risk for Exercise Dependence: A Systematic Review.","Marques A, et al.","Sports Med",2019,"exercise"
"The effect of exercise absence on affect and body dissatisfaction as moderated by obligatory exercise beliefs and eating disordered beliefs and behaviors.","Lepage ML, et al.","Psychol Sport Exerc",2012,"exercise"
"Regional gray matter volume associated with exercise dependence: A voxel-based morphometry study.","Zhang F, et al.","Hum Brain Mapp",2021,"exercise"
"Associations Between C-Reactive Protein Levels, Exercise Addiction, and Athlete Burnout in Endurance Athletes.","Becker L, et al.","Front Psychol",2021,"exercise"
"The importance of the function of exercise in the relationship between obligatory exercise and eating and body image concerns.","De Young KP, et al.","Eat Behav",2010,"exercise"
"Latent profile analysis of exercise addiction symptoms in Brazilian adolescents: Association with health-related variables.","Sicilia A, et al.","J Affect Disord",2020,"exercise"
"Symptoms of exercise dependence and physical activity in students.","MacLaren VV, et al.","Percept Mot Skills",2007,"exercise"
"The exercise addiction inventory: a quick and easy screening tool for health practitioners.","Griffiths MD, et al.","Br J Sports Med",2005,"exercise"
"Relationships between personality traits and disordered eating among Chinese female exercisers: the role of symptoms of exercise dependence and obsessive-compulsiveness.","Yang P, et al.","J Eat Disord",2022,"exercise"
"An update on the definition of ""excessive exercise"" in eating disorders research.","Mond JM, et al.","Int J Eat Disord",2006,"exercise"
"Gambling disorder and comorbid behavioral addictions: Demographic, clinical, and personality correlates.","Tang KTY, et al.","Psychiatry Res",2020,"exercise"
"Exercise Addiction Prevalence and Correlates in the Absence of Eating Disorder Symptomology: A Systematic Review and Meta-analysis.","Trott M, et al.","J Addict Med",2020,"exercise"
"Relationship among sex, imagery, and exercise dependence symptoms.","Hausenblas HA, et al.","Psychol Addict Behav",2002,"exercise"
"Food addiction and other addictive behaviours in bariatric surgery candidates.","Müller A, et al.","Eur Eat Disord Rev",2018,"exercise"
"Obligatory exercise and eating pathology in college females: replication and development of a structural model.","Thome JL, et al.","Eat Behav",2007,"exercise"
"The mediating effect of body appreciation between muscle dysmorphia and bulimia nervosa among Lebanese adolescents.","Rahme D, et al.","BMC Psychiatry",2023,"exercise"
"A study on the relationship between compulsive exercise, depression and anxiety.","Weinstein A, et al.","J Behav Addict",2015,"exercise"
"The obligatory exerciser: assessing an overcommitment to exercise.","Draeger J, et al.","Phys Sportsmed",2005,"exercise"
"Using Social Network Analysis to Better Understand Compulsive Exercise Behavior Among a Sample of Sorority Members.","Patterson MS, et al.","J Phys Act Health",2017,"exercise"
"Does exercise deprivation increase the tendency towards morphine dependence in rats?","Nakhaee MR, et al.","Addict Health",2010,"exercise"
"Clinical features of children and adolescents with anorexia nervosa and problematic physical activity.","Carpine L, et al.","Eat Weight Disord",2022,"exercise"
"Prevalence and Association between Exercise Dependence and Eating Disorder Risk in Collegiate Student-Athletes.","Uriegas NA, et al.","J Athl Train",2023,"exercise"
"A Polymeric Bilayer Multi-Legged Soft Millirobot with Dual Actuation and Humidity Sensing.","Tian S, et al.","Sensors (Basel)",2021,"exercise"
"Sociocultural predictors of obligatory exercise in young men: A Polish-Chinese comparison.","Guo S, et al.","Front Psychiatry",2023,"exercise"
"Exploring the Relationship Between Mental Well-Being, Exercise Routines, and the Intake of Image and Performance Enhancing Drugs During the Coronavirus Disease 2019 Pandemic: A Comparison Across Sport Disciplines.","Shibata M, et al.","Front Psychol",2021,"exercise"
"Predictors of excessive exercise in anorexia nervosa.","Bewell-Weiss CV, et al.","Compr Psychiatry",2010,"exercise"
"Athletic identity and disordered eating in obligatory and non-obligatory runners.","Gapin JI, et al.","J Sports Sci",2011,"exercise"
"The use of supplements and performance and image enhancing drugs in fitness settings: A exploratory cross-sectional investigation in the United Kingdom.","Mooney R, et al.","Hum Psychopharmacol",2017,"exercise"
"Muscle dysmorphia: risk may be influenced by goals of the weightlifter.","Skemp KM, et al.","J Strength Cond Res",2013,"exercise"
"Gender differences in exercise dependence and eating disorders in young adults: a path analysis of a conceptual model.","Meulemans S, et al.","Nutrients",2014,"exercise"
"FOXN3 and GDNF Polymorphisms as Common Genetic Factors of Substance Use and Addictive Behaviors.","Vereczkei A, et al.","J Pers Med",2022,"exercise"
"[Relationship between exercise dependence and big five personality].","Kern L.","Encephale",2010,"exercise"
"[A functional magnetic resonance imaging study of exercise addiction].","Ding QG, et al.","Zhonghua Yi Xue Za Zhi",2019,"exercise"
"Eating disorder symptoms in middle-aged and older men.","Mangweth-Matzek B, et al.","Int J Eat Disord",2016,"exercise"
"Exercise dependence score in patients with longstanding eating disorders and controls: the importance of affect regulation and physical activity intensity.","Bratland-Sanda S, et al.","Eur Eat Disord Rev",2011,"exercise"
"Physical activity and exercise dependence during inpatient treatment of longstanding eating disorders: an exploratory study of excessive and non-excessive exercisers.","Bratland-Sanda S, et al.","Int J Eat Disord",2010,"exercise"
"Severity of behavioral addiction symptoms among young adults using non-prescribed sedatives/hypnotics.","Péter L, et al.","Addict Behav Rep",2023,"exercise"
"Exercise dependence: a problem for sports physiotherapists.","Adams J, et al.","Aust J Physiother",1997,"exercise"
"Impulsivity and compulsivity as parallel mediators of emotion dysregulation in eating-related addictive-like behaviors, alcohol use, and compulsive exercise.","Forsén Mantilla E, et al.","Brain Behav",2022,"exercise"
"The ""Journal of Functional Morphology and Kinesiology"" Journal Club Series: Highlights on Recent Papers in Overtraining and Exercise Addiction.","Bianco A, et al.","J Funct Morphol Kinesiol",2019,"exercise"
"""If it's not Iron it's Iron f*cking biggest Ironman"": personal trainers's views on health norms, orthorexia and deviant behaviours.","Håman L, et al.","Int J Qual Stud Health Well-being",2017,"exercise"
"The Thin Ideal and Attitudes towards Appearance as Correlates of Exercise Addiction among Sporty People during the COVID-19 Pandemic.","Bonfanti RC, et al.","Behav Sci (Basel)",2022,"exercise"
"Exercise dependence and the drive for muscularity in male bodybuilders, power lifters, and fitness lifters.","Hale BD, et al.","Body Image",2010,"exercise"
"Personality characteristics and psychological distress associated with primary exercise dependence: an exploratory study.","Grandi S, et al.","Psychiatry Res",2011,"exercise"
"Intervention Effects of Motivation Interviewing Chinese Modified on the Mental Health of College Students with Exercise Dependence.","Li M, et al.","Psychiatr Q",2019,"exercise"
"Behavioural addictions in adolescents and young adults: results from a prevalence study.","Villella C, et al.","J Gambl Stud",2011,"exercise"
"Body and appearance-related self-conscious emotions and exercise addiction in Brazilian adolescents: A person-centred study.","Alcaraz-Ibañez M, et al.","J Sports Sci",2021,"exercise"
"The emergence of Exercise Addiction, Body Dysmorphic Disorder, and other image-related psychopathological correlates in fitness settings: A cross sectional study.","Corazza O, et al.","PLoS One",2019,"exercise"
"Do It, Don't Feel It, and Be Invincible: A Prolog of Exercise Addiction in Endurance Sports.","Nogueira A, et al.","Front Psychol",2019,"exercise"
"Exercise dependence: the relationship between two measures.","Kirkby RJ, et al.","Percept Mot Skills",1996,"exercise"
"Identifying the Incidence of Exercise Dependence Attitudes, Levels of Body Perception, and Preferences for Use of Fitness Technology Monitoring.","Badau D, et al.","Int J Environ Res Public Health",2018,"exercise"
"Relationships between Behavioural Addictions and Psychiatric Disorders: What Is Known and What Is Yet to Be Learned?","Starcevic V, et al.","Front Psychiatry",2017,"exercise"
"The use of steroids by gym athletes: an attempt to diagnose the problem scale and possible causes.","Gwizdek K, et al.","J Sports Med Phys Fitness",2018,"exercise"
"Correlates of drive for muscularity: the role of anthropometric measures and psychological factors.","Chittester NI, et al.","J Health Psychol",2009,"exercise"
"My mother told me: the roles of maternal messages, body image, and disordered eating in maladaptive exercise.","Lease HJ, et al.","Eat Weight Disord",2016,"exercise"
"Risk for exercise dependence, eating disorder pathology, alcohol use disorder and addictive behaviors among clients of fitness centers.","Müller A, et al.","J Behav Addict",2015,"exercise"
"Running free: embracing a healthy lifestyle through distance running.","Shipway R, et al.","Perspect Public Health",2010,"exercise"
"Eating disorders and exercise dependence in triathletes.","Blaydon MJ, et al.","Eat Disord",2002,"exercise"
"Exercise and eating disorder symptoms among young females.","Seigel K, et al.","Eat Weight Disord",2001,"exercise"
"Exercise dependence: when runners don't know when to quit.","Johnson R.","Sports Med Arthrosc Rev",1995,"exercise"
"Why do we climb mountains? An exploration of features of behavioural addiction in mountaineering and the association with stress-related psychiatric disorders.","Habelt L, et al.","Eur Arch Psychiatry Clin Neurosci",2023,"exercise"
"Does ""excessive"" or ""compulsive"" best describe exercise as a symptom of bulimia nervosa?","Adkins EC, et al.","Int J Eat Disord",2005,"exercise"
"Effects of abstinence from habitual involvement in regular exercise on feeling states: an ecological momentary assessment study.","Hausenblas HA, et al.","Br J Health Psychol",2008,"exercise"
"Body dissatisfaction, excessive exercise, and weight change strategies used by first-year undergraduate students: comparing health and physical education and other education students.","Yager Z, et al.","J Eat Disord",2017,"exercise"
"Exercise dependence among competitive power lifters.","Pierce EF, et al.","Percept Mot Skills",1998,"exercise"
"Personality Traits Associated with the Risk of Exercise Dependence in Ultraendurance Athletes: A Cross-Sectional Study.","Remilly M, et al.","Int J Environ Res Public Health",2023,"exercise"
"What position do you play? Eating disorder pathology among rugby players, and the understudied role of player position.","Compte EJ, et al.","Int J Eat Disord",2018,"exercise"
"A Pilot Study of a 12-Week Leg Exercise and a 6- and 12-Month Follow-Up in Community-Dwelling Diabetic Elders: Effect on Dynamic Standing Balance.","Hiengkaew V, et al.","J Med Assoc Thai",2015,"exercise"
"Obsessive passion: a dependency associated with injury-related risky behaviour in dancers.","Akehurst S, et al.","J Sports Sci",2014,"exercise"
"Validation and measurement invariance of the Muscularity-Oriented Eating Test among Brazilian men and women.","de Carvalho PHB, et al.","Int J Eat Disord",2023,"exercise"
"Beef extract supplementation increases leg muscle mass and modifies skeletal muscle fiber types in rats.","Yoshihara H, et al.","J Nutr Sci Vitaminol (Tokyo)",2006,"exercise"
"Examining the relationship between fitness-related self-conscious emotions, disordered eating symptoms, and morbid exercise behavior: An exploratory study.","Alcaraz-Ibáñez M, et al.","J Behav Addict",2019,"exercise"
"The role of the orbitofrontal cortex in exercise addiction and exercise motivation: A brain imaging study based on multimodal magnetic resonance imaging.","Zhang F, et al.","J Affect Disord",2023,"exercise"
"Validity and factor structure of the bodybuilding dependence scale.","Smith D, et al.","Br J Sports Med",2004,"exercise"
"Fitness-Related Self-Conscious Emotions and Risk for Exercise Addiction: Examining the Mediating Role of Passion.","Sicilia A, et al.","J Sport Exerc Psychol",2020,"exercise"
"The Mediating Role of Eating Attitudes in Sociocultural Attitudes toward the Body in Predicting Obligatory Exercise among Young People: A Polish and Chinese Comparison.","Guo S, et al.","Nutrients",2023,"exercise"
"Prevalence and correlates of body dysmorphic disorder in health club users in the presence vs absence of eating disorder symptomology.","Trott M, et al.","Eat Weight Disord",2021,"exercise"
"Co-occurrence of alcohol use disorder and behavioral addictions: relevance of impulsivity and craving.","Di Nicola M, et al.","Drug Alcohol Depend",2015,"exercise"
"Mood changes after maximal exercise testing in subjects with symptoms of exercise dependence.","Rosa DA, et al.","Percept Mot Skills",2004,"exercise"
"Muscle Dysmorphic Disorder Inventory (MDDI): Validation of a German version with a focus on gender.","Zeeck A, et al.","PLoS One",2018,"exercise"
"Development and evaluation of an adapted physical activity program in anorexia nervosa inpatients: A pilot study.","Kern L, et al.","Eur Eat Disord Rev",2020,"exercise"
"Psychological and behavioral differences among females classified as bulimic, obligatory exerciser and normal control.","Krejci RC, et al.","Psychiatry",1992,"exercise"
"Physical Activity and Health Perception in Aging: Do Body Mass and Satisfaction Matter? A Three-Path Mediated Link.","Condello G, et al.","PLoS One",2016,"exercise"
"[Confirmative study of a French version of the Exercise Dependence Scale-revised with a French population].","Allegre B, et al.","Encephale",2008,"exercise"
"Exercise dependence of N-terminal pro-brain natriuretic peptide in patients with precapillary pulmonary hypertension.","Grachtrup S, et al.","Respiration",2012,"exercise"
"Eating disorder-specific health-related quality of life and exercise in college females.","Cook BJ, et al.","Qual Life Res",2011,"exercise"
"Psychological aspects of staleness and dependence on exercise.","Veale DM.","Int J Sports Med",1991,"exercise"
"Energy conservation and exercise dependence: a sympathetic arousal hypothesis.","Thompson JK, et al.","Med Sci Sports Exerc",1987,"exercise"
"Motivational processes associated with unhealthy body change attitudes and behaviours.","Mussap AJ.","Eat Behav",2007,"exercise"
"[Psychological distress and personality characteristics among individuals with primary exercise dependence].","Guidi J, et al.","Riv Psichiatr",2013,"exercise"
"The Role of Ego Networks in Compulsive Exercise Behavior Among a Sample of College Sorority Women.","Patterson MS, et al.","J Phys Act Health",2018,"exercise"
"Measurement of exercise dependence in bodybuilders.","Smith DK, et al.","J Sports Med Phys Fitness",1998,"exercise"
"Types of exercise and the relationship between body image dissatisfaction and compulsive exercise behaviors.","Ruelas JA, et al.","J Sports Med Phys Fitness",2023,"exercise"
"Selection-, age-, and exercise-dependence of skeletal muscle gene expression patterns in a rat model of metabolic fitness.","Ren YY, et al.","Physiol Genomics",2016,"exercise"
"Maladaptive perfectionism as mediator among psychological control, eating disorders, and exercise dependence symptoms in habitual exerciser.","Costa S, et al.","J Behav Addict",2016,"exercise"
"Temperament and risk for exercise dependence: results of a pilot study in female patients with eating disorders compared to elite athletes.","Müller A, et al.","Psychopathology",2015,"exercise"
"Implementation of a dissonance-based, eating disorder prevention program in Southern, all-female high schools.","Christian C, et al.","Body Image",2019,"exercise"
"Exercise dependence, eating disorder symptoms and biomarkers of Relative Energy Deficiency in Sports (RED-S) among male endurance athletes.","Torstveit MK, et al.","BMJ Open Sport Exerc Med",2019,"exercise"
"Body uneasiness, eating disorders, and muscle dysmorphia in individuals who overexercise.","Segura-García C, et al.","J Strength Cond Res",2010,"exercise"
"Social physique anxiety and disordered eating: what's the connection?","Diehl NS, et al.","Addict Behav",1998,"exercise"
"Self-compassion: a potential resource for young women athletes.","Mosewich AD, et al.","J Sport Exerc Psychol",2011,"exercise"
"Male Weight Trainers' Body Dissatisfaction and Exercise Dependence: Mediating Role of Muscularity Drive.","Liu HY, et al.","Psychol Rep",2019,"exercise"
"Development of the Muscle Dysmorphia Inventory (MDI).","Rhea DJ, et al.","J Sports Med Phys Fitness",2004,"exercise"
"Exercise and Use of Enhancement Drugs at the Time of the COVID-19 Pandemic: A Multicultural Study on Coping Strategies During Self-Isolation and Related Risks.","Dores AR, et al.","Front Psychiatry",2021,"exercise"
"Primary and secondary exercise dependence in a community-based sample of road race runners.","Cook B, et al.","J Sport Exerc Psychol",2013,"exercise"
"Mice from lines selectively bred for high voluntary wheel running exhibit lower blood pressure during withdrawal from wheel access.","Kolb EM, et al.","Physiol Behav",2013,"exercise"
"Obsessive healthy eating and orthorexic eating tendencies in sport and exercise contexts: A systematic review and meta-analysis.","Strahler J, et al.","J Behav Addict",2021,"exercise"
"Eating disorders and exercise: a structural equation modelling analysis of a conceptual model.","Cook B, et al.","Eur Eat Disord Rev",2011,"exercise"
"Changes in body dysmorphic disorder, eating disorder, and exercise addiction symptomology during the COVID-19 pandemic: A longitudinal study of 319 health club users.","Trott M, et al.","Psychiatry Res",2021,"exercise"
"Disordered eating behavior among group fitness instructors: a health-threatening secret?","Bratland-Sanda S, et al.","J Eat Disord",2015,"exercise"
"Exploring the direct or inverse association of physical activity with behavioral addictions and other self-regulation problems.","Cardol CK, et al.","Adicciones",2019,"exercise"
"[Validation of the Training Addiction Scale (EAE) in master athletes].","Ruiz-Juan F, et al.","Adicciones",2013,"exercise"
"Occurrence of exercise dependence in a college-aged population.","Garman JF, et al.","J Am Coll Health",2004,"exercise"
"Opposite effects of catalase and MnSOD ectopic expression on stress induced defects and mortality in the desmin deficient cardiomyopathy model.","Rapti K, et al.","Free Radic Biol Med",2017,"exercise"
"Gender Differences and Psychopathological Features Associated With Addictive Behaviors in Adolescents.","Di Nicola M, et al.","Front Psychiatry",2017,"exercise"
"Influence of organised sports practice during adolescence on health of adult women with special emphasis on participation in aesthetic sports.","Mayolas-Pi C, et al.","Eur J Sport Sci",2021,"exercise"
"Disordered eating in men: a look at perceived stress and excessive exercise.","Spann N, et al.","Eat Weight Disord",2008,"exercise"
"Is (Disordered) Social Networking Sites Usage a Risk Factor for Dysfunctional Eating and Exercise Behavior?","Mader L, et al.","Int J Environ Res Public Health",2023,"exercise"
"Exercise-dependence in bodybuilders: antecedents and reliability of measurement.","Smith D, et al.","J Sports Med Phys Fitness",2005,"exercise"
"Exercise dependence, social physique anxiety, and social support in experienced and inexperienced bodybuilders and weightlifters.","Hurst R, et al.","Br J Sports Med",2000,"exercise"
"Sex differences on exercise dependence for men and women in a marathon road race.","Pierce EF, et al.","Percept Mot Skills",1997,"exercise"
"Differentiating the levels of risk for muscle dysmorphia among Hungarian male weightlifters: a factor mixture modeling approach.","Babusa B, et al.","Body Image",2015,"exercise"
"Implicit motives and basic need satisfaction in extreme endurance sports.","Schüler J, et al.","J Sport Exerc Psychol",2014,"exercise"
"The relationship between indoor tanning and body mass index, physical activity, or dietary practices: a systematic review.","Heckman CJ, et al.","J Behav Med",2019,"exercise"
"The Relationship Between Childhood Trauma, Pathological Dissociation, and Behavioral Addictions in Young Adults: Findings from a Cross-Sectional Study.","Imperatori C, et al.","J Trauma Dissociation",2023,"exercise"
"Emotional reactions following exposure to idealized bodies predict unhealthy body change attitudes and behaviors in women and men.","Cahill S, et al.","J Psychosom Res",2007,"exercise"
"Psychometric evaluation of the Body Change Inventory: an assessment instrument for adolescent boys and girls.","Ricciardelli LA, et al.","Eat Behav",2002,"exercise"
"Co-occurrences of substance use and other potentially addictive behaviors: Epidemiological results from the Psychological and Genetic Factors of the Addictive Behaviors (PGA) Study.","Kotyuk E, et al.","J Behav Addict",2020,"exercise"
"Disordered eating behaviour is associated with blunted cortisol and cardiovascular reactions to acute psychological stress.","Ginty AT, et al.","Psychoneuroendocrinology",2012,"exercise"
"A descriptive study on health, training and social aspects of adults that participated in ultra endurance running as youth athletes.","Scheer V, et al.","J Sports Med Phys Fitness",2020,"exercise"
"Negative addiction in male and female runners and exercisers.","Furst DM, et al.","Percept Mot Skills",1993,"exercise"
"A longitudinal study of pubertal timing and extreme body change behaviors among adolescent boys and girls.","McCabe MP, et al.","Adolescence",2004,"exercise"
"Drive for muscularity and social physique anxiety mediate the perceived ideal physique muscle dysmorphia relationship.","Thomas A, et al.","J Strength Cond Res",2014,"exercise"
"Extreme weight change behaviours: are overweight and normal weight adolescents different, and does this vary over time?","McCabe MP, et al.","Eur Eat Disord Rev",2009,"exercise"
"Degeneration of dystrophic or injured skeletal muscles induces high expression of Galectin-1.","Cerri DG, et al.","Glycobiology",2008,"exercise"
"[What can a chair on alternatives to animal experimentation effectuate?].","Leist M.","ALTEX",2006,"exercise"
"Exercise dependence induced by pramipexole in Parkinson's Disease-a case report.","Vitale C, et al.","Mov Disord",2010,"exercise"
"[Repetitive monomorphic ventricular tachycardia (Gallavardin type): clinical and electrophysiological characteristics in 20 patients].","Hoffmann E, et al.","Z Kardiol",1998,"exercise"
"[Arguments in favor of Integrated Health Care as regular health care provision in cardiology].","Silber S.","Clin Res Cardiol",2006,"exercise"
"Exercise and eating disorders in college-aged women: profiling excessive exercisers.","Ackard DM, et al.","Eat Disord",2002,"exercise"
"Muscle dysmorphia symptomatology and extreme drive for muscularity in a 23-year-old woman: a case study.","Leone JE.","J Strength Cond Res",2009,"exercise"
"Mandatory Physical Education Classes of Two Hours per Week Can Be Comparable to Losing More than Five Kilograms for Chinese College Students.","Bao D, et al.","Int J Environ Res Public Health",2020,"exercise"
"[Spanish version of Adonis Complex Questionnaire. A questionnaire to test the muscle dimorphism and vigorexy].","Latorre-Román PÁ, et al.","Nutr Hosp",2014,"exercise"
"Effect of physical therapy management of nonspecific low back pain with exercise addiction behaviors: A case series.","Anandkumar S, et al.","Physiother Theory Pract",2018,"exercise"
"Compulsive jogging: exercise dependence and associated disorder of eating.","Lyons HA, et al.","Ulster Med J",1989,"exercise"
"Exercise dependence in a pregnant runner.","Spieker MR.","J Am Board Fam Pract",1996,"exercise"
"Quetiapine as add-on treatment for bipolar I disorder with comorbid compulsive buying and physical exercise addiction.","Di Nicola M, et al.","Prog Neuropsychopharmacol Biol Psychiatry",2010,"exercise"
"Metabolic response to fasting in experimental intrauterine growth retardation induced by surgical and nonsurgical maternal stress.","Levitsky LL, et al.","Biol Neonate",1977,"exercise"
