"Title","Author_Info","Journal","Year","Label"
"Clarification of the Cut-off Score for Nine-Item Internet Gaming Disorder Scale-Short Form (IGDS9-SF) in a Chinese Context.","Qin L, et al.","Front Psychiatry",2020,"gaming"
"Assessing the diagnostic contribution of internet gaming disorder criteria requires improved content, construct and face validity-a response to Rehbein and colleagues (2015).","Kardefelt-Winther D.","Addiction",2015,"gaming"
"Just one more level: Identifying and addressing internet gaming disorder within primary care.","Loton D, et al.","Aust Fam Physician",2016,"gaming"
"Psychometric validation of the desire thinking questionnaire in a Turkish adolescent sample: Associations with internet gaming disorder.","Aydın O, et al.","Addict Behav",2022,"gaming"
"Decreased Serum Glutamate Levels in Male Adults with Internet Gaming Disorder: A Pilot Study.","Paik SH, et al.","Clin Psychopharmacol Neurosci",2018,"gaming"
"School assets and bullying in Chinese youth: A multiple mediation model of intentional self-regulation and internet gaming disorder.","Gan X, et al.","Front Pediatr",2022,"gaming"
"Altered Structural Correlates of Impulsivity in Adolescents with Internet Gaming Disorder.","Du X, et al.","Front Hum Neurosci",2016,"gaming"
"Abnormal prefrontal cortex resting state functional connectivity and severity of internet gaming disorder.","Jin C, et al.","Brain Imaging Behav",2016,"gaming"
"Development of the Problematic Mobile Gaming Questionnaire and Prevalence of Mobile Gaming Addiction Among Adolescents in Taiwan.","Pan YC, et al.","Cyberpsychol Behav Soc Netw",2019,"gaming"
"Impaired decision-making under risk is associated with gaming-specific inhibition deficits among college students with Internet gaming disorder.","Yao YW, et al.","Psychiatry Res",2015,"gaming"
"Altered brain functional networks in people with Internet gaming disorder: Evidence from resting-state fMRI.","Wang L, et al.","Psychiatry Res Neuroimaging",2016,"gaming"
"The Gambling Preferences and Behaviors of a Community Sample of Australian Regular Video Game Players.","Forrest CJ, et al.","J Gambl Stud",2016,"gaming"
"Brain response features during forced break could predict subsequent recovery in internet gaming disorder: A longitudinal study.","Dong G, et al.","J Psychiatr Res",2019,"gaming"
"Corrigendum: Altered Structural Correlates of Impulsivity in Adolescents with Internet Gaming Disorder.","Du X, et al.","Front Hum Neurosci",2019,"gaming"
"Frequency-dependent changes in the amplitude of low-frequency fluctuations in internet gaming disorder.","Lin X, et al.","Front Psychol",2015,"gaming"
"Graph analysis of diffusion tensor imaging-based connectome in young men with internet gaming disorder.","Qin J, et al.","Front Neurosci",2023,"gaming"
"Laxer Clinical Criteria for Gaming Disorder May Hinder Future Efforts to Devise an Efficient Diagnostic Approach: A Tree-Based Model Study.","Pontes HM, et al.","J Clin Med",2019,"gaming"
"Psychiatric comorbidities and emotional intelligence in internet gaming disorder: Attention deficit hyperactivity disorder, major depressive disorder, generalized anxiety disorder, and social anxiety disorder.","Ko CH, et al.","Psychiatry Clin Neurosci",2021,"gaming"
"The trajectories and associations of insomnia symptoms with addictive behaviours in adolescents: A two-year longitudinal study.","Liu Y, et al.","J Sleep Res",2023,"gaming"
"Automatic Processing Advantage of Cartoon Face in Internet Gaming Disorder: Evidence From P100, N170, P200, and MMN.","He J, et al.","Front Psychiatry",2019,"gaming"
"Correction to: Internet gaming disorder: deficits in functional and structural connectivity in the ventral tegmental area-Accumbens pathway.","Wang R, et al.","Brain Imaging Behav",2019,"gaming"
"Persistent dependent behaviour is accompanied by dynamic switching between the ventral and dorsal striatal connections in internet gaming disorder.","Wang M, et al.","Addict Biol",2021,"gaming"
"Requirements of a Group Intervention for Adolescents with Internet Gaming Disorder in a Clinical Setting: A Qualitative Interview Study.","Wendt LM, et al.","Int J Environ Res Public Health",2021,"gaming"
"Risk-taking and risky decision-making in Internet gaming disorder: Implications regarding online gaming in the setting of negative consequences.","Dong G, et al.","J Psychiatr Res",2016,"gaming"
"Individual differences in implicit learning abilities and impulsive behavior in the context of Internet addiction and Internet Gaming Disorder under the consideration of gender.","Sariyska R, et al.","Addict Behav Rep",2017,"gaming"
"The imperative of integrating empirical and theoretical considerations when developing policy responses to Internet-gaming disorder.","Wegmann E, et al.","J Behav Addict",2018,"gaming"
"Purpose in life, social support, and internet gaming disorder among Chinese university students: A 1-year follow-up study.","Zhang MX, et al.","Addict Behav",2019,"gaming"
"Functional neural changes and altered cortical-subcortical connectivity associated with recovery from Internet gaming disorder.","Dong GH, et al.","J Behav Addict",2019,"gaming"
"Griffiths et al.'s comments on the international consensus statement of internet gaming disorder: furthering consensus or hindering progress?","Petry NM, et al.","Addiction",2016,"gaming"
"Correction: Excessive Smartphone Use and Self-Esteem Among Adults With Internet Gaming Disorder: Quantitative Survey Study.","Kim H, et al.","JMIR Mhealth Uhealth",2020,"gaming"
"The influence of depressive symptoms and fear of missing out on severity of problematic smartphone use and Internet gaming disorder among Chinese young adults: A three-wave mediation model.","Yuan G, et al.","Addict Behav",2021,"gaming"
"Adverse childhood experiences, dissociation, and anxious attachment style as risk factors of gaming disorder.","Grajewski P, et al.","Addict Behav Rep",2020,"gaming"
"Reduced fiber integrity and cognitive control in adolescents with internet gaming disorder.","Xing L, et al.","Brain Res",2014,"gaming"
"Differences in resting-state functional connectivity according to the level of impulsiveness in patients with internet gaming disorder.","Kim SJ, et al.","J Behav Addict",2021,"gaming"
"Corrigendum to ""The psychometric properties of the Chinese version internet gaming disorder scale"" [Addictive Behaviors 106 (2020) 106392].","Lei W, et al.","Addict Behav",2021,"gaming"
"An association study of Taq1A ANKK1 and C957T and - 141C DRD2 polymorphisms in adults with internet gaming disorder: a pilot study.","Paik SH, et al.","Ann Gen Psychiatry",2017,"gaming"
"Parent-Adolescent Conflict, Peer Victimization, and Internet Gaming Disorder Among Chinese Adolescents: The Moderating Effect of OXTR Gene rs53576 Polymorphism.","Liang Q, et al.","Child Psychiatry Hum Dev",2023,"gaming"
"Is preoccupation an oversimplification? A call to examine cognitive factors underlying internet gaming disorder.","King DL, et al.","Addiction",2014,"gaming"
"Phenomenological analysis of maladaptive daydreaming associated with internet gaming addiction: a case report.","Sharma P, et al.","Gen Psychiatr",2021,"gaming"
"Association of General Cognitive Functions with Gaming Use in Young Adults: A Comparison among Excessive Gamers, Regular Gamers and Non-Gamers.","Jang JH, et al.","J Clin Med",2021,"gaming"
"Evaluating U.S. gamers' metacognitions about digital entertainment: Validation of Metacognition about Online Gaming Scale in the U.S. context.","Gandolfi E, et al.","J Affect Disord",2021,"gaming"
"Relationship between Resting-State Alpha Coherence and Cognitive Control in Individuals with Internet Gaming Disorder: A Multimodal Approach Based on Resting-State Electroencephalography and Event-Related Potentials.","Park M, et al.","Brain Sci",2021,"gaming"
"Diffusion tensor imaging of the structural integrity of white matter correlates with impulsivity in adolescents with internet gaming disorder.","Du X, et al.","Brain Behav",2017,"gaming"
"Correction: Event-related brain response to visual cues in individuals with Internet gaming disorder: relevance to attentional bias and decision-making.","Kim BM, et al.","Transl Psychiatry",2021,"gaming"
"The Influence of Parental Knowledge and Basic Psychological Needs Satisfaction on Peer Victimization and Internet Gaming Disorder among Chinese Adolescents: A Mediated Moderation Model.","Liang Q, et al.","Int J Environ Res Public Health",2021,"gaming"
"What matters is when you play: Investigating the relationship between online video games addiction and time spent playing over specific day phases.","Triberti S, et al.","Addict Behav Rep",2018,"gaming"
"It Is the Family Context That Matters: Concurrent and Predictive Effects of Aspects of Parent-Child Interaction on Video Gaming-Related Problems.","Li AY, et al.","Cyberpsychol Behav Soc Netw",2018,"gaming"
"Longitudinal Changes in Neural Connectivity in Patients With Internet Gaming Disorder: A Resting-State EEG Coherence Study.","Park S, et al.","Front Psychiatry",2018,"gaming"
"Correction to: Attenuated self-serving bias in people with internet gaming disorder is related to altered neural activity in subcortical-cortical midline structures.","Wang Y, et al.","BMC Psychiatry",2020,"gaming"
"The interplay among stress, frustration tolerance, mindfulness, and social support in Internet gaming disorder symptoms among Chinese working adults.","Yu S, et al.","Asia Pac Psychiatry",2018,"gaming"
"Evaluating the Psychometric Properties of the 7-Item Persian Game Addiction Scale for Iranian Adolescents.","Lin CY, et al.","Front Psychol",2019,"gaming"
"The impacts of academic stress on college students' problematic smartphone use and Internet gaming disorder under the background of neijuan: Hierarchical regressions with mediational analysis on escape and coping motives.","Gu X, et al.","Front Psychiatry",2023,"gaming"
"Corrigendum to ""Depression, anxiety, and stress mediate the associations between internet gaming disorder, insomnia, and quality of life during the COVID-19 outbreak"" [Addict. Behav. Rep. 12 (2020) 100307].","Fazeli S, et al.","Addict Behav Rep",2020,"gaming"
"Uncovering sample heterogeneity in gaming and social withdrawal behaviors in adolescent and young adult gamers in Hong Kong.","Fong TCT, et al.","Soc Sci Med",2023,"gaming"
"Internet Gaming Disorders and Early Onset Psychosis in Young People: A Case Study and Clinical Observations.","Ricci V, et al.","Int J Environ Res Public Health",2023,"gaming"
"The Association between Parental Psychological Control, Deviant Peer Affiliation, and Internet Gaming Disorder among Chinese Adolescents: A Two-Year Longitudinal Study.","Lin S, et al.","Int J Environ Res Public Health",2020,"gaming"
"Stepping back to advance: Why IGD needs an intensified debate instead of a consensus.","Quandt T.","J Behav Addict",2017,"gaming"
"Psychometric evaluation of the adolescent and parent versions of the Gaming Addiction Identification Test (GAIT).","Vadlin S, et al.","Scand J Psychol",2015,"gaming"
"Open Scientific Practices Are the Way Forward for Internet Gaming Disorder Research: Response to Yao et al.","Przybylski AK, et al.","Am J Psychiatry",2017,"gaming"
"Neurophysiological Mechanisms of Resilience as a Protective Factor in Patients with Internet Gaming Disorder: A Resting-State EEG Coherence Study.","Lee JY, et al.","J Clin Med",2019,"gaming"
"Refining Measures for Assessing Problematic/Addictive Digital Gaming Use in Clinical and Research Settings.","Faust K, et al.","Behav Sci (Basel)",2015,"gaming"
"Dysfunctional Prefrontal Function Is Associated with Impulsivity in People with Internet Gaming Disorder during a Delay Discounting Task.","Wang Y, et al.","Front Psychiatry",2017,"gaming"
"Altered gray matter density and disrupted functional connectivity of the amygdala in adults with Internet gaming disorder.","Ko CH, et al.","Prog Neuropsychopharmacol Biol Psychiatry",2015,"gaming"
"Exposure to Community Violence, Affiliations With Risk-Taking Peer Groups, and Internet Gaming Disorder Among Chinese Adolescents: The Moderating Role of Parental Monitoring.","Liang Q, et al.","Front Psychol",2019,"gaming"
"Decreased modulation by the risk level on the brain activation during decision making in adolescents with internet gaming disorder.","Qi X, et al.","Front Behav Neurosci",2015,"gaming"
"How Digital Technology Mediated the Effects of the COVID-19 Pandemic on Mental Health: The Good, the Bad, and the Indifferent.","Gega L, et al.","Front Digit Health",2021,"gaming"
"Corrigendum: Decreased modulation by the risk level on the brain activation during decision making in adolescents with internet gaming disorder.","Qi X, et al.","Front Behav Neurosci",2019,"gaming"
"Decreased functional connectivity in an executive control network is related to impaired executive function in Internet gaming disorder.","Dong G, et al.","Prog Neuropsychopharmacol Biol Psychiatry",2015,"gaming"
"Thinking more broadly about policy responses to problematic video game use: A response to Király et al. (2018).","Gentile DA.","J Behav Addict",2018,"gaming"
"The relationship between parental neglect and cyberbullying perpetration among Chinese adolescent: The sequential role of cyberbullying victimization and internet gaming disorder.","Gan X, et al.","Front Public Health",2023,"gaming"
"Dysfunctional default mode network and executive control network in people with Internet gaming disorder: Independent component analysis under a probability discounting task.","Wang L, et al.","Eur Psychiatry",2016,"gaming"
"The Structured Clinical Interview for DSM-5 Internet Gaming Disorder: Development and Validation for Diagnosing IGD in Adolescents.","Koo HJ, et al.","Psychiatry Investig",2017,"gaming"
"Commentary on Scharkow et al. (2014): Welcomed and yet to come. Are we looking at what we are looking for?","Auriacombe M, et al.","Addiction",2014,"gaming"
"Ambiguities in existing Iranian national policies addressing excessive gaming.","Shadloo B, et al.","J Behav Addict",2018,"gaming"
"Social anxiety and Internet gaming disorder: The role of motives and metacognitions.","Marino C, et al.","J Behav Addict",2020,"gaming"
"Altered core networks of brain connectivity and personality traits in internet gaming disorder.","Chun JW, et al.","J Behav Addict",2020,"gaming"
"Comparison of Behavioral Changes and Brain Activity between Adolescents with Internet Gaming Disorder and Student Pro-Gamers.","Kwak KH, et al.","Int J Environ Res Public Health",2020,"gaming"
"Korean Validation of the Internet Gaming Disorder-20 Test.","Kim BN.","Cyberpsychol Behav Soc Netw",2019,"gaming"
"Bio-psychosocial factors of children and adolescents with internet gaming disorder: a systematic review.","Sugaya N, et al.","Biopsychosoc Med",2019,"gaming"
"Altered Eye-Movement Patterns During Text Reading in Obsessive-Compulsive Disorder and Internet Gaming Disorder.","Lee TH, et al.","Front Behav Neurosci",2018,"gaming"
"Increased Insular Cortical Thickness Associated With Symptom Severity in Male Youths With Internet Gaming Disorder: A Surface-Based Morphometric Study.","Wang S, et al.","Front Psychiatry",2018,"gaming"
"Altered Brain Activities Associated with Craving and Cue Reactivity in People with Internet Gaming Disorder: Evidence from the Comparison with Recreational Internet Game Users.","Wang L, et al.","Front Psychol",2017,"gaming"
"Validation of the Internet Gaming Disorder Questionnaire in a Sample of Adult German-Speaking Internet Gamers.","Jeromin F, et al.","Cyberpsychol Behav Soc Netw",2016,"gaming"
"Characteristics and Psychiatric Symptoms of Internet Gaming Disorder among Adults Using Self-Reported DSM-5 Criteria.","Kim NR, et al.","Psychiatry Investig",2016,"gaming"
"Activation of the ventral and dorsal striatum during cue reactivity in Internet gaming disorder.","Liu L, et al.","Addict Biol",2017,"gaming"
"Gender-related functional connectivity and craving during gaming and immediate abstinence during a mandatory break: Implications for development and progression of internet gaming disorder.","Dong G, et al.","Prog Neuropsychopharmacol Biol Psychiatry",2019,"gaming"
"Abnormal gray matter volume and impulsivity in young adults with Internet gaming disorder.","Lee D, et al.","Addict Biol",2018,"gaming"
"Difference in the functional connectivity of the dorsolateral prefrontal cortex between smokers with nicotine dependence and individuals with internet gaming disorder.","Ge X, et al.","BMC Neurosci",2017,"gaming"
"Cognitive control and reward/loss processing in Internet gaming disorder: Results from a comparison with recreational Internet game-users.","Dong G, et al.","Eur Psychiatry",2017,"gaming"
"Problem Internet Use and Internet Gaming Disorder: a survey of health literacy among psychiatrists from Australia and New Zealand.","Dullur P, et al.","Australas Psychiatry",2017,"gaming"
"The prefrontal dysfunction in individuals with Internet gaming disorder: a meta-analysis of functional magnetic resonance imaging studies.","Meng Y, et al.","Addict Biol",2015,"gaming"
"Compulsive Buying Behavior: Clinical Comparison with Other Behavioral Addictions.","Granero R, et al.","Front Psychol",2016,"gaming"
"Internet gaming disorder and online gambling disorder: Clinical and personality correlates.","Mallorquí-Bagué N, et al.","J Behav Addict",2017,"gaming"
"Group independent component analysis reveals alternation of right executive control network in Internet gaming disorder.","Wang L, et al.","CNS Spectr",2018,"gaming"
"Using two web-based addiction Stroops to measure the attentional bias in adults with Internet Gaming Disorder.","Jeromin F, et al.","J Behav Addict",2016,"gaming"
"Analysis of Biosignals During Immersion in Computer Games.","Yeo M, et al.","J Med Syst",2017,"gaming"
"Factors associated with severity, incidence or persistence of internet gaming disorder in children and adolescents: a 2-year longitudinal study.","Jeong H, et al.","Addiction",2021,"gaming"
"Gamers' and non-gamers' perspectives on the development of problematic video game play.","Monley CM, et al.","Curr Psychol",2023,"gaming"
"Prospective Association Between Online Game Use and Risk of Internet Gaming Disorder in Korea: 12-Month Follow-up Results From the iCURE Study.","Jo SJ, et al.","Asia Pac J Public Health",2022,"gaming"
"Social Context and Gaming Motives Predict Mental Health Better Than Time Played: An Exploratory Regression Analysis with over 13,000 Video Game Players.","Sauter M, et al.","Cyberpsychol Behav Soc Netw",2021,"gaming"
"Escapism-Based Motivation Affected the Psychological Performances of High-Risk Internet Gaming Disorder Individuals.","Wang S, et al.","Front Psychiatry",2022,"gaming"
"The role of repetitive transcranial magnetic stimulation (rTMS) in the treatment of behavioral addictions: Two case reports and review of the literature.","Cuppone D, et al.","J Behav Addict",2021,"gaming"
"Gender-related differences in frontal-parietal modular segregation and altered effective connectivity in internet gaming disorder.","Zeng N, et al.","J Behav Addict",2021,"gaming"
"Altered functional network activities for behavioral adjustments and Bayesian learning in young men with Internet gaming disorder.","Ma SS, et al.","J Behav Addict",2021,"gaming"
"Depressive symptoms and depression in individuals with internet gaming disorder: A systematic review and meta-analysis.","Ostinelli EG, et al.","J Affect Disord",2021,"gaming"
"Internet Gaming Disorder Increases Mind-Wandering in Young Adults.","Zhang J, et al.","Front Psychol",2021,"gaming"
"Internet gaming as a coping method among schizophrenic patients facing psychological distress.","Chang YH, et al.","J Behav Addict",2020,"gaming"
"The Predictive Value of Emotional Intelligence for Internet Gaming Disorder: A 1-Year Longitudinal Study.","Dang DL, et al.","Int J Environ Res Public Health",2019,"gaming"
"Comparison of brain connectivity between Internet gambling disorder and Internet gaming disorder: A preliminary study.","Bae S, et al.","J Behav Addict",2017,"gaming"
"The topological organization of white matter network in internet gaming disorder individuals.","Zhai J, et al.","Brain Imaging Behav",2017,"gaming"
"Internet gaming disorder, social network disorder and laterality: handedness relates to pathological use of social networks.","Bouna-Pyrrou P, et al.","J Neural Transm (Vienna)",2015,"gaming"
"The Correlation between the Frontostriatal Network and Impulsivity in Internet Gaming Disorder.","Kim JY, et al.","Sci Rep",2019,"gaming"
"Video Game Addiction and Emotional States: Possible Confusion Between Pleasure and Happiness?","Gros L, et al.","Front Psychol",2020,"gaming"
"Is internet gaming disorder associated with suicidal behaviors among the younger generation? Multiple logistic regressions on a large-scale purposive sampling survey.","Junus A, et al.","J Psychiatr Res",2023,"gaming"
"Altered neural responses to missed chance contribute to the risk-taking behaviour in individuals with Internet gaming disorder.","Liu Z, et al.","Addict Biol",2022,"gaming"
"Altered modular segregation of brain networks during the cue-craving task contributes to the disrupted executive functions in internet gaming disorder.","Zhou WR, et al.","Prog Neuropsychopharmacol Biol Psychiatry",2021,"gaming"
"Blunted reward prediction error signals in internet gaming disorder.","Lei W, et al.","Psychol Med",2022,"gaming"
"Serial multiple mediation of the association between internet gaming disorder and suicidal ideation by insomnia and depression in adolescents in Shanghai, China.","Yu Y, et al.","BMC Psychiatry",2020,"gaming"
"The role of the insula in internet gaming disorder.","Turel O, et al.","Addict Biol",2021,"gaming"
"Development and psychometric validation of Internet Gaming Disorder Scale-Short-Form (IGDS9-SF) in a Brazilian sample.","Severo RB, et al.","Addict Behav",2020,"gaming"
"Alterations in functional networks during cue-reactivity in Internet gaming disorder.","Ma SS, et al.","J Behav Addict",2019,"gaming"
"Ten-Item Internet Gaming Disorder Test (IGDT-10): Measurement invariance and cross-cultural validation across seven language-based samples.","Király O, et al.","Psychol Addict Behav",2019,"gaming"
"Mapping Internet gaming disorder using effective connectivity: A spectral dynamic causal modeling study.","Wang M, et al.","Addict Behav",2019,"gaming"
"Alterations of Resting-State Static and Dynamic Functional Connectivity of the Dorsolateral Prefrontal Cortex in Subjects with Internet Gaming Disorder.","Han X, et al.","Front Hum Neurosci",2018,"gaming"
"Prevalence and associated factors of Internet gaming disorder among community dwelling adults in Macao, China.","Wu AMS, et al.","J Behav Addict",2018,"gaming"
"Established risk factors for addiction fail to discriminate between healthy gamers and gamers endorsing DSM-5 Internet gaming disorder.","Deleuze J, et al.","J Behav Addict",2017,"gaming"
"Altered coupling of default-mode, executive-control and salience networks in Internet gaming disorder.","Zhang JT, et al.","Eur Psychiatry",2017,"gaming"
"The influence of game genre on Internet gaming disorder.","Na E, et al.","J Behav Addict",2017,"gaming"
"Cross-sectional and longitudinal epidemiological studies of Internet gaming disorder: A systematic review of the literature.","Mihara S, et al.","Psychiatry Clin Neurosci",2017,"gaming"
"Portuguese Validation of the Internet Gaming Disorder Scale-Short-Form.","Pontes HM, et al.","Cyberpsychol Behav Soc Netw",2016,"gaming"
"Clinical predictors of gaming abstinence in help-seeking adult problematic gamers.","King DL, et al.","Psychiatry Res",2018,"gaming"
"Psychometric properties and measurement invariance of the 7-item game addiction scale (GAS) among Chinese college students.","Liu Y, et al.","BMC Psychiatry",2020,"gaming"
"Inattention and Disordered Gaming: Does Culture Matter?","Stavropoulos V, et al.","Psychiatr Q",2020,"gaming"
"Association between relationship adaptation and Internet gaming disorder among first-year secondary school students in China: Mediation effects via social support and loneliness.","Yu Y, et al.","Addict Behav",2022,"gaming"
"EEG response to game-craving according to personal preference for games.","Ha J, et al.","Soc Cogn Affect Neurosci",2021,"gaming"
"Psychometric properties of the Internet Gaming Disorder Test (IGDT-10) and problematic gaming behavior among Finnish vocational school students.","Männikkö N, et al.","Scand J Psychol",2019,"gaming"
"The role of executive function deficits, delay aversion and emotion dysregulation in internet gaming disorder and social media disorder: Links to psychosocial outcomes.","Soares L, et al.","J Behav Addict",2023,"gaming"
"Sex differences in neural substrates of risk taking: Implications for sex-specific vulnerabilities to internet gaming disorder.","Wang L, et al.","J Behav Addict",2022,"gaming"
"Polish Validation of the Internet Gaming Disorder-20 (IGD-20) Test.","Grajewski P, et al.","Psychiatr Pol",2021,"gaming"
"Depression, anxiety, and stress mediate the associations between internet gaming disorder, insomnia, and quality of life during the COVID-19 outbreak.","Fazeli S, et al.","Addict Behav Rep",2020,"gaming"
"A clinical evaluation of the DSM-5 criteria for Internet Gaming Disorder and a pilot study on their applicability to further Internet-related disorders.","Müller KW, et al.","J Behav Addict",2019,"gaming"
"Detection of Craving for Gaming in Adolescents with Internet Gaming Disorder Using Multimodal Biosignals.","Kim H, et al.","Sensors (Basel)",2018,"gaming"
"Addiction severity modulates the precuneus involvement in internet gaming disorder: Functionality, morphology and effective connectivity.","Dong GH, et al.","Prog Neuropsychopharmacol Biol Psychiatry",2020,"gaming"
"Multiple-Kernel Support Vector Machine for Predicting Internet Gaming Disorder Using Multimodal Fusion of PET, EEG, and Clinical Features.","Jeong B, et al.","Front Neurosci",2022,"gaming"
"A Literature Review on the Efficacy and Related Neural Effects of Pharmacological and Psychosocial Treatments in Individuals With Internet Gaming Disorder.","Seo EH, et al.","Psychiatry Investig",2021,"gaming"
"Neural substrates of deficient cognitive control in individuals with severe internet gaming disorder.","Wang L, et al.","Neuroimage Clin",2021,"gaming"
"Associations Between Attention Deficit/Hyperactivity Disorder and Internet Gaming Disorder Symptoms Mediated by Depressive Symptoms and Hopelessness Among College Students.","Chen C, et al.","Neuropsychiatr Dis Treat",2021,"gaming"
"Self-Reported and Parental Assessments of Internet Gaming Disorder, and Their Accordance with DSM-5 Criteria in a Clinical Relevant Population.","Yazdi K, et al.","Cyberpsychol Behav Soc Netw",2021,"gaming"
"The functional connectivity between the prefrontal cortex and supplementary motor area moderates the relationship between internet gaming disorder and loneliness.","Dong H, et al.","Prog Neuropsychopharmacol Biol Psychiatry",2021,"gaming"
"Resting-state connectome-based support-vector-machine predictive modeling of internet gaming disorder.","Song KR, et al.","Addict Biol",2021,"gaming"
"Should Internet gaming disorder be considered a subtype of generalized problematic internet use? Findings from a study among medical college students.","Balhara YPS, et al.","Perspect Psychiatr Care",2021,"gaming"
"Dysfunctional attentional bias and inhibitory control during anti-saccade task in patients with internet gaming disorder: An eye tracking study.","Kim M, et al.","Prog Neuropsychopharmacol Biol Psychiatry",2019,"gaming"
"Maladaptive neurovisceral interactions in patients with Internet gaming disorder: A study of heart rate variability and functional neural connectivity using the graph theory approach.","Park SM, et al.","Addict Biol",2020,"gaming"
"Internet gaming disorder: deficits in functional and structural connectivity in the ventral tegmental area-Accumbens pathway.","Wang R, et al.","Brain Imaging Behav",2019,"gaming"
"Internet gaming disorder in children and adolescents: a systematic review.","Paulus FW, et al.","Dev Med Child Neurol",2018,"gaming"
"Circulating MicroRNA Expression Levels Associated With Internet Gaming Disorder.","Lee M, et al.","Front Psychiatry",2018,"gaming"
"Therapeutic mechanisms of Mindfulness-Oriented Recovery Enhancement for internet gaming disorder: Reducing craving and addictive behavior by targeting cognitive processes.","Li W, et al.","J Addict Dis",2018,"gaming"
"Effects of outcome on the covariance between risk level and brain activity in adolescents with internet gaming disorder.","Qi X, et al.","Neuroimage Clin",2016,"gaming"
"Targeted exome sequencing for the identification of a protective variant against Internet gaming disorder at rs2229910 of neurotrophic tyrosine kinase receptor, type 3 (NTRK3): A pilot study.","Kim JY, et al.","J Behav Addict",2016,"gaming"
"Free-to-play: About addicted Whales, at risk Dolphins and healthy Minnows. Monetarization design and Internet Gaming Disorder.","Dreier M, et al.","Addict Behav",2017,"gaming"
"The withdrawal-related affective, gaming urge, and anhedonia symptoms of internet gaming disorder during abstinence.","Yen JY, et al.","J Behav Addict",2022,"gaming"
"The association between aggression and risk of Internet gaming disorder in Korean adolescents: the mediation effect of father-adolescent communication style.","Kim E, et al.","Epidemiol Health",2018,"gaming"
"Expert appraisal of criteria for assessing gaming disorder: an international Delphi study.","Castro-Calvo J, et al.","Addiction",2021,"gaming"
"Longitudinal association between parental involvement and internet gaming disorder among Chinese adolescents: Consideration of future consequences as a mediator and peer victimization as a moderator.","Dou K, et al.","J Behav Addict",2022,"gaming"
"Predictive power of the DSM-5 criteria for internet use disorder: A CHAID decision-tree analysis.","Bottel L, et al.","Front Psychol",2023,"gaming"
"Treatment efficacy of a specialized psychotherapy program for Internet Gaming Disorder.","Torres-Rodríguez A, et al.","J Behav Addict",2018,"gaming"
"Modelling the Contribution of Metacognitions, Impulsiveness, and Thought Suppression to Behavioural Addictions in Adolescents.","Efrati Y, et al.","Int J Environ Res Public Health",2021,"gaming"
"Problematic game play: the diagnostic value of playing motives, passion, and playing time in men.","Kneer J, et al.","Behav Sci (Basel)",2015,"gaming"
"Impaired risk evaluation in people with Internet gaming disorder: fMRI evidence from a probability discounting task.","Lin X, et al.","Prog Neuropsychopharmacol Biol Psychiatry",2015,"gaming"
"Internet Gaming Disorder in Children and Adolescents.","Gentile DA, et al.","Pediatrics",2017,"gaming"
"The correlation between mood states and functional connectivity within the default mode network can differentiate Internet gaming disorder from healthy controls.","Dong G, et al.","Prog Neuropsychopharmacol Biol Psychiatry",2017,"gaming"
"Smartphone applications for immersive virtual reality therapy for internet addiction and internet gaming disorder.","Zhang MW, et al.","Technol Health Care",2017,"gaming"
"Parental Factors Associated With Internet Gaming Disorder Among First-Year High School Students: Longitudinal Study.","She R, et al.","JMIR Serious Games",2022,"gaming"
"Dorsal and ventral striatal functional connectivity shifts play a potential role in internet gaming disorder.","Dong GH, et al.","Commun Biol",2021,"gaming"
"Internet gaming disorder, psychological distress, and insomnia in adolescent students and their siblings: An actor-partner interdependence model approach.","Lin CY, et al.","Addict Behav Rep",2020,"gaming"
"Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.","Zhang JT, et al.","Addict Biol",2018,"gaming"
"Resting-state regional homogeneity as a biological marker for patients with Internet gaming disorder: A comparison with patients with alcohol use disorder and healthy controls.","Kim H, et al.","Prog Neuropsychopharmacol Biol Psychiatry",2015,"gaming"
"Structural alterations in the prefrontal cortex mediate the relationship between Internet gaming disorder and depressed mood.","Choi J, et al.","Sci Rep",2017,"gaming"
"Decreased functional connectivity of insula-based network in young adults with internet gaming disorder.","Zhang Y, et al.","Exp Brain Res",2016,"gaming"
"[Relationships between family interactions and pathological internet use in adolescents: an review].","Wartberg L, et al.","Z Kinder Jugendpsychiatr Psychother",2015,"gaming"
"Video gaming and gaming addiction in transgender people: An exploratory study.","Arcelus J, et al.","J Behav Addict",2017,"gaming"
"Stigmatizing attitudes toward Internet gaming disorder, Problematic smartphone use and Problematic social networking site use: An experimental vignette study.","Casale S, et al.","Addict Behav",2023,"gaming"
"Neuromodulatory Effect of Transcranial Direct Current Stimulation on Resting-State EEG Activity in Internet Gaming Disorder: A Randomized, Double-Blind, Sham-Controlled Parallel Group Trial.","Lee JY, et al.","Cereb Cortex Commun",2021,"gaming"
"PET Hypometabolism of the Prefrontal-Cingulate Cortices in Internet Gaming Disorder.","Kim SK, et al.","Front Psychiatry",2021,"gaming"
"Convergent cross-sectional and longitudinal evidence for gaming-cue specific posterior parietal dysregulations in early stages of internet gaming disorder.","Yu F, et al.","Addict Biol",2021,"gaming"
"Associations between attention deficit hyperactivity and internet gaming disorder symptoms: Is there consistency across types of symptoms, gender and countries?","Stavropoulos V, et al.","Addict Behav Rep",2019,"gaming"
