"Title","Author_Info","Journal_Year_Info"
"Demographic and psychiatric correlates of compulsive sexual behaviors in gambling disorder.","Cowie ME, et al.","J Behav Addict. 2019."
"Comparison of brain connectivity between Internet gambling disorder and Internet gaming disorder: A preliminary study.","Bae S, et al.","J Behav Addict. 2017."
"Prediction of Relapse After Cognitive-Behavioral Treatment of Gambling Disorder in Individuals With Chronic Schizophrenia: A Survival Analysis.","Echeburúa E, et al.","Behav Ther. 2017."
"Double-blind naltrexone and placebo comparison study in the treatment of pathological gambling.","Kim SW, et al.","Biol Psychiatry. 2001."
"Internet gambling: issues, concerns, and recommendations.","Griffiths M.","Cyberpsychol Behav. 2003."
"Disordered gambling: etiology, trajectory, and clinical considerations.","Shaffer HJ, et al.","Annu Rev Clin Psychol. 2011."
"The role of neurotrophin genes involved in the vulnerability to gambling disorder.","Solé-Morata N, et al.","Sci Rep. 2022."
"Population Screening of Gambling Behavior: Playing to Escape From Problems May Be a Key Characteristic of At-Risk Players.","Neophytou K, et al.","Front Psychiatry. 2021."
"Endorsement of Criminal Behavior Amongst Offenders: Implications for DSM-5 Gambling Disorder.","Turner NE, et al.","J Gambl Stud. 2016."
"Playing with a Stacked Deck: Literature Review and Case Series of Problem Gambling in Adults with Intellectual and Developmental Disabilities.","Scheidemantel T, et al.","J Gambl Stud. 2019."
"Pathological gambling and the loss of willpower: a neurocognitive perspective.","Brevers D, et al.","Socioaffect Neurosci Psychol. 2013."
"Decision Making Impairment: A Shared Vulnerability in Obesity, Gambling Disorder and Substance Use Disorders?","Mallorquí-Bagué N, et al.","PLoS One. 2016."
"The Impact of Selective Dopamine D2, D3 and D4 Ligands on the Rat Gambling Task.","Di Ciano P, et al.","PLoS One. 2015."
"Development and Psychometric Properties of a New Patient-Reported Outcome Instrument of Health-Related Quality of Life Specific to Patients with Gambling Disorder: The Gambling Quality of Life Scale (GQoLS).","Bonfils NA, et al.","Int J Environ Res Public Health. 2022."
"Multi-operator Self-exclusion as a Harm Reduction Measure in Problem Gambling: Retrospective Clinical Study on Gambling Relapse Despite Self-exclusion.","Håkansson A, et al.","JMIR Ment Health. 2022."
"Clustering Treatment Outcomes in Women with Gambling Disorder.","Lara-Huallipe ML, et al.","J Gambl Stud. 2022."
"Considering Motor Excitability During Action Preparation in Gambling Disorder: A Transcranial Magnetic Stimulation Study.","Quoilin C, et al.","Front Psychiatry. 2020."
"Polygenic Risk Scores for Psychiatric Disorders Reveal Novel Clues About the Genetics of Disordered Gambling.","Piasecki TM, et al.","Twin Res Hum Genet. 2019."
"Nonmonetary Decision-Making Indices Discriminate Between Different Behavioral Components of Gambling.","Navas JF, et al.","J Gambl Stud. 2015."
"Serotonergic and dopaminergic control of impulsivity in gambling disorder.","Kaasinen V, et al.","Addict Biol. 2023."
"Common and differential risk factors behind suicidal behavior in patients with impulsivity-related disorders: The case of bulimic spectrum eating disorders and gambling disorder.","Valenciano-Mendoza E, et al.","J Behav Addict. 2022."
"Women with compulsive buying or gambling disorder: Similar profiles for different behavioural addictions.","Díez D, et al.","Compr Psychiatry. 2018."
"Cognitive Deficits in Executive Functions and Decision-Making Impairments Cluster Gambling Disorder Sub-types.","Mallorquí-Bagué N, et al.","J Gambl Stud. 2018."
"Quality of web-based information on pathological gambling.","Khazaal Y, et al.","J Gambl Stud. 2008."
"Gambling Dual Disorder: A Dual Disorder and Clinical Neuroscience Perspective.","Szerman N, et al.","Front Psychiatry. 2020."
"An uncontrollable gambling addiction.","Ros LT.","Bratisl Lek Listy. 2008."
"After the ban of slot machines in Norway: a new group of treatment-seeking pathological gamblers?","Bu ET, et al.","J Gambl Stud. 2013."
"Recovery capital in action: How is gender understood and employed by men and women recovering from gambling disorder?","Gavriel-Fried B, et al.","Soc Sci Med. 2022."
"A Comparison of DSM-IV-TR and DSM-5 Diagnostic Criteria for Gambling Disorder in a Large Clinical Sample.","Jiménez-Murcia S, et al.","Front Psychol. 2019."
"Genetic and environmental influences on gambling disorder liability: a replication and combined analysis of two twin studies.","Davis CN, et al.","Psychol Med. 2019."
"Validation of the Spanish Version of the Yale Food Addiction Scale 2.0 (YFAS 2.0) and Clinical Correlates in a Sample of Eating Disorder, Gambling Disorder, and Healthy Control Participants.","Granero R, et al.","Front Psychiatry. 2018."
"Bipolar disorder and gambling disorder comorbidity: current evidence and implications for pharmacological treatment.","Di Nicola M, et al.","J Affect Disord. 2014."
"Suicidal events among pathological gamblers: the role of comorbidity of axis I and axis II disorders.","Bischof A, et al.","Psychiatry Res. 2015."
"DSM-5 gambling disorder: prevalence and characteristics in a substance use disorder sample.","Rennert L, et al.","Exp Clin Psychopharmacol. 2014."
"Shared genetic vulnerability for disordered gambling and alcohol use disorder in men and women: evidence from a national community-based Australian Twin Study.","Slutske WS, et al.","Twin Res Hum Genet. 2013."
"Development and Psychometric Evaluation of the Brief Adolescent Gambling Screen (BAGS).","Stinchfield R, et al.","Front Psychol. 2017."
"Obtaining quality data using behavioral measures of impulsivity in gambling research with Amazon's Mechanical Turk.","Schluter MG, et al.","J Behav Addict. 2018."
"Online Gambling's Associations With Gambling Disorder and Related Problems in a Representative Sample of Young Swiss Men.","Marmet S, et al.","Front Psychiatry. 2021."
"Is there a health inequality in gambling related harms? A systematic review.","Raybould JN, et al.","BMC Public Health. 2021."
"Using the NORC DSM Screen for Gambling Problems as an outcome measure for pathological gambling: psychometric evaluation.","Hodgins DC.","Addict Behav. 2004."
"Ventral striatal dopamine synthesis capacity predicts financial extravagance in Parkinson's disease.","Lawrence AD, et al.","Front Psychol. 2013."
"An Empirical Examinination of Jacobs' General Theory of Addictions: Do Adolescent Gamblers Fit the Theory?","Gupta R, et al.","J Gambl Stud. 1998."
"Pathologic gambling.","Stegbauer CC.","Nurse Pract. 1998."
"Similarities and differences among Internet gaming disorder, gambling disorder and alcohol use disorder: a focus on impulsivity and compulsivity.","Choi SW, et al.","J Behav Addict. 2014."
"Non-invasive Brain Stimulation for Gambling Disorder: A Systematic Review.","Zucchella C, et al.","Front Neurosci. 2020."
"Gambling and gambling-related harm: recent World Health Organization initiatives.","Abbott MW.","Public Health. 2020."
"Treatments for internet addiction, sex addiction and compulsive buying: A meta-analysis.","Goslar M, et al.","J Behav Addict. 2020."
"Trait impulsivity and cognitive domains involving impulsivity and compulsivity as predictors of gambling disorder treatment response.","Mallorquí-Bagué N, et al.","Addict Behav. 2018."
"Disordered gambling among university-based medical and dental patients: a focus on Internet gambling.","Ladd GT, et al.","Psychol Addict Behav. 2002."
"The Severity of Gambling and Gambling Related Cognitions as Predictors of Emotional Regulation and Coping Strategies in Adolescents.","Estévez A, et al.","J Gambl Stud. 2021."
"Assessing the Need for Higher Levels of Care Among Problem Gambling Outpatients.","Ledgerwood DM, et al.","J Gambl Stud. 2017."
"Characteristics of geriatric patients seeking medication treatment for pathologic gambling disorder.","Grant JE, et al.","J Geriatr Psychiatry Neurol. 2001."
"Effectiveness of a voluntary casino self-exclusion online self-management program.","Yakovenko I, et al.","Internet Interv. 2020."
"A Serious Videogame as an Additional Therapy Tool for Training Emotional Regulation and Impulsivity Control in Severe Gambling Disorder.","Tárrega S, et al.","Front Psychol. 2015."
"Neuroimaging of Dopamine Transporter Density in the Striatum of Disordered Gamblers.","Guerra RF, et al.","J Gambl Stud. 2023."
"Do emotion regulation and impulsivity differ according to gambling preferences in clinical samples of gamblers?","Vintró-Alcaraz C, et al.","Addict Behav. 2022."
"Maladaptive Personality Traits and Their Interaction with Outcome Expectancies in Gaming Disorder and Internet-Related Disorders.","Müller KW, et al.","Int J Environ Res Public Health. 2021."
"Emotional regulation in eating disorders and gambling disorder: A transdiagnostic approach.","Munguía L, et al.","J Behav Addict. 2021."
"Gamblers' beliefs about responsibility for minimizing gambling harm: Associations with problem gambling screening and gambling involvement.","Gray HM, et al.","Addict Behav. 2021."
"Tempting fate: Chasing and maladaptive personality traits in gambling behavior.","Nigro G, et al.","Psychiatry Res. 2018."
"Frontotemporal Dementia Presenting as Gambling Disorder: When a Psychiatric Condition Is the Clue to a Neurodegenerative Disease.","Tondo G, et al.","Cogn Behav Neurol. 2017."
"Behavioural addiction-A rising tide?","Chamberlain SR, et al.","Eur Neuropsychopharmacol. 2016."
"A naturalistic study of recovering gamblers: What gets better and when they get better.","Rossini-Dib D, et al.","Psychiatry Res. 2015."
"""I was Treated by the Program, the Therapist, and Myself"": Feasibility of an Internet-Based Treatment Program for Gambling Disorder.","Stenbro AW, et al.","J Gambl Stud. 2023."
"Attenuated Directed Exploration during Reinforcement Learning in Gambling Disorder.","Wiehler A, et al.","J Neurosci. 2021."
"Gambling products and their risk potential for gambling disorder.","Mravčík V, et al.","Cas Lek Cesk. 2020."
"Response trajectories of gambling severity after cognitive behavioral therapy in young-adult pathological gamblers.","Granero R, et al.","J Behav Addict. 2020."
"A Comparison of Gambling-Related Cognitions and Behaviors in Gamblers from the United States and Spain.","Mestre-Bach G, et al.","J Gambl Stud. 2021."
"Gambling motives: Association with addictive disorders and negative and positive mood in youth.","Jauregui P, et al.","Addict Behav. 2020."
"Predictive Role of Attachment, Coping, and Emotion Regulation in Gambling Motives of Adolescents and Young People.","Jauregui P, et al.","J Gambl Stud. 2020."
"Examining links between posttraumatic stress and gambling motives: The role of positive gambling expectancies.","Grubbs JB, et al.","Psychol Addict Behav. 2018."
"Elucidating the role of D4 receptors in mediating attributions of salience to incentive stimuli on Pavlovian conditioned approach and conditioned reinforcement paradigms.","Cocker PJ, et al.","Behav Brain Res. 2016."
"Bipolar spectrum disorders in a clinical sample of patients with Internet addiction: hidden comorbidity or differential diagnosis?","Wölfling K, et al.","J Behav Addict. 2015."
"Online Gambling in Iranian Social Media Users: Prevalence, Related Variables and Psychiatric Correlations.","Davoudi M, et al.","J Gambl Stud. 2022."
"Emotion-driven problem behaviour: The predictive utility of positive and negative urgency.","Willie C, et al.","Brain Neurosci Adv. 2022."
"Quality of life instruments used in problem gambling studies: A systematic review and a meta-analysis.","Bonfils NA, et al.","Neurosci Biobehav Rev. 2019."
"""Not Just Right Experiences"" are specific to obsessive-compulsive disorder: further evidence from Italian clinical samples.","Sica C, et al.","J Anxiety Disord. 2015."
"Serotonin shapes risky decision making in monkeys.","Long AB, et al.","Soc Cogn Affect Neurosci. 2009."
"Risk factors, physical and mental health burden of male and female pathological gamblers in the German general population aged 40-80.","Wejbera M, et al.","BMC Psychiatry. 2021."
"Gambling Patterns and Problem Gambling Among Youth in Sub-Saharan Africa: A Systematic Review.","Bitanihirwe BKY, et al.","J Gambl Stud. 2021."
"Predictors of suicide attempts in male UK gamblers seeking residential treatment.","Sharman S, et al.","Addict Behav. 2022."
"Assessing the role of impulsivity in smoking & non-smoking disordered gamblers.","Boothby CA, et al.","Addict Behav. 2017."
"Compulsive gambling: Structured family intervention.","Heineman M.","J Gambl Stud. 1994."
"Posttraumatic stress disorder symptoms in treatment-seeking pathological gamblers.","Ledgerwood DM, et al.","J Trauma Stress. 2006."
"Review: brain neurobiology of gambling disorder based on rodent models.","Quintero Garzola GC.","Neuropsychiatr Dis Treat. 2019."
"Treating gambling disorder with as needed administration of intranasal naloxone: a pilot study to evaluate acceptability, feasibility and outcomes.","Castrén S, et al.","BMJ Open. 2019."
"Gambling disorder, increased mortality, suicidality, and associated comorbidity: A longitudinal nationwide register study.","Karlsson A, et al.","J Behav Addict. 2018."
"Predicting and understanding undergraduate students' intentions to gamble in a casino using an extended model of the theory of reasoned action and the theory of planned behavior.","Lee HS.","J Gambl Stud. 2013."
"Senior gambling: risk or reward?","Parekh R, et al.","J Gerontol Soc Work. 2009."
"To play or not to play: a personal dilemma in pathological gambling.","Giorgetta C, et al.","Psychiatry Res. 2014."
"Cue-induced craving increases impulsivity via changes in striatal value signals in problem gamblers.","Miedl SF, et al.","J Neurosci. 2014."
"The association between posttraumatic disorder symptoms and addictive behaviours in Macao within a sample of female Filipino migrant workers: a network analysis.","Mou NL, et al.","Eur J Psychotraumatol. 2023."
"Priming effects of a slot machine game and amphetamine on probabilistic risk-taking in people with gambling disorder and healthy controls.","Zack M, et al.","J Clin Exp Neuropsychol. 2023."
"Delay Discounting in Established and Proposed Behavioral Addictions: A Systematic Review and Meta-Analysis.","Weinsztok S, et al.","Front Behav Neurosci. 2021."
"Problematic Internet use in drug addicts under treatment in public rehab centers.","Baroni S, et al.","World J Psychiatry. 2019."
"Posttraumatic Stress Disorder Is a Risk Factor for Multiple Addictions in Police Officers Hospitalized for Alcohol.","Brunault P, et al.","Eur Addict Res. 2019."
"[Near miss outcomes in gambling games].","Pecsenye Z, et al.","Psychiatr Hung. 2017."
"Impulsive decision-making and gambling severity: The influence of γ-amino-butyric acid (GABA) and glutamate-glutamine (Glx).","Weidacker K, et al.","Eur Neuropsychopharmacol. 2020."
"Opioid antagonists in broadly defined behavioral addictions: a narrative review.","Piquet-Pessôa M, et al.","Expert Opin Pharmacother. 2016."
"Clinical Improvements in Comorbid Gambling/Cocaine Use Disorder (GD/CUD) Patients Undergoing Repetitive Transcranial Magnetic Stimulation (rTMS).","Cardullo S, et al.","J Clin Med. 2019."
"Sex-comparative study of gambling disorder regarding alexithymia and symptoms of depression, anxiety and hostility.","Macía L, et al.","Compr Psychiatry. 2023."
"A positive shift in resting-state functional connectivity between the insula and default mode network regions reflects the duration of illness in gambling disorder patients without lifetime substance abuse.","Tsurumi K, et al.","Psychiatry Res Neuroimaging. 2020."
"Gambling in China: socio-historical evolution and current challenges.","Wu AM, et al.","Addiction. 2015."
"Efficacy of an internet-based psychological intervention for problem gambling and gambling disorder: Study protocol for a randomized controlled trial.","Diaz-Sanahuja L, et al.","Internet Interv. 2021."
"Psychometric Properties of the South Oaks Gambling Screen Revised for Adolescents in Chinese Adolescent Gamblers.","Zhou H, et al.","Int J Public Health. 2022."
"Neural and neurocognitive markers of vulnerability to gambling disorder: a study of unaffected siblings.","Limbrick-Oldfield EH, et al.","Neuropsychopharmacology. 2020."
"Evidence for a differential visual M300 brain response in gamblers.","Zilberman N, et al.","Clin Neurophysiol. 2018."
"Comparison of impulsivity in non-problem, at-risk and problem gamblers.","Yan WS, et al.","Sci Rep. 2016."
"Managing Problematic Usage of the Internet and Related Disorders in an Era of Diagnostic Transition: An Updated Review.","Dell'Osso B, et al.","Clin Pract Epidemiol Ment Health. 2021."
"Reduced model-based decision-making in gambling disorder.","Wyckmans F, et al.","Sci Rep. 2019."
"Differential Involvement of the Agranular vs Granular Insular Cortex in the Acquisition and Performance of Choice Behavior in a Rodent Gambling Task.","Pushparaj A, et al.","Neuropsychopharmacology. 2015."
"Psychometric evaluation of the Gamblers' Beliefs Questionnaire with treatment-seeking disordered gamblers.","Winfree WR, et al.","Addict Behav. 2015."
"Hierarchies improve individual assessment of temporal discounting behavior.","Molloy MF, et al.","Decision (Wash D C ). 2020."
"Comorbid addictive behaviors in disordered gamblers with psychosis.","Kim HS, et al.","Braz J Psychiatry. 2018."
"Are gambling related cognitions in adolescence multidimensional?: Factor structure of the Gambling Related Cognitions Scale.","Taylor RN, et al.","J Gambl Stud. 2014."
"Increased Striatal Dopamine Synthesis Capacity in Gambling Addiction.","van Holst RJ, et al.","Biol Psychiatry. 2018."
"Determinants of Gambling Disorders in Elderly People-A Systematic Review.","Guillou Landreat M, et al.","Front Psychiatry. 2019."
"Adaptive and maladaptive personality traits in high-risk gamblers.","Carlotta D, et al.","J Pers Disord. 2015."
"How Can Partners Influence the Gambling Habits of Their Gambler Spouse?","Côté M, et al.","J Gambl Stud. 2020."
"Prevalence and predictors of pathological gambling: results from the St. Louis personality, health and lifestyle (SLPHL) study.","Cunningham-Williams RM, et al.","J Psychiatr Res. 2005."
"Exposure to Gambling and Alcohol Marketing in Soccer Matchday Programmes.","Sharman S, et al.","J Gambl Stud. 2020."
"Sexual abuse, residential schooling and probable pathological gambling among Indigenous Peoples.","Dion J, et al.","Child Abuse Negl. 2015."
"Psychiatric Comorbidity and Economic Hardship as Risk Factors for Intentional Self-Harm in Gambling Disorder-A Nationwide Register Study.","Karlsson A, et al.","Front Psychiatry. 2021."
"Behavioral Addictions and Criminal Responsibility.","Blum AW, et al.","J Am Acad Psychiatry Law. 2017."
"The impact of COVID-19 on gambling and gambling disorder: emerging data.","Hodgins DC, et al.","Curr Opin Psychiatry. 2021."
"Neural correlates of cue- and stress-induced craving in gambling disorders: implications for transcranial magnetic stimulation interventions.","Spagnolo PA, et al.","Eur J Neurosci. 2019."
"Deficit of state-dependent risk attitude modulation in gambling disorder.","Fujimoto A, et al.","Transl Psychiatry. 2017."
"The subjective value of probabilistic outcomes: Impact of reward magnitude on choice with uncertain rewards in rats.","Zoratto F, et al.","Neurosci Lett. 2016."
"Emotion regulation interacts with gambling motives to predict problem gambling among emerging adults.","Marchica LA, et al.","Addict Behav. 2020."
"Developmental trajectories of gambling severity after cognitive-behavioral therapy.","Jiménez-Murcia S, et al.","Eur Psychiatry. 2019."
"Stroop task among patients with obsessive-compulsive disorder (OCD) and pathological gambling (PG) in methadone maintenance treatment (MMT).","Peles E, et al.","CNS Spectr. 2014."
"Does Confinement Affect Treatment Dropout Rates in Patients With Gambling Disorder? A Nine-Month Observational Study.","Baenas I, et al.","Front Psychol. 2021."
"Cognitive boosting interventions for impulsivity in addiction: a systematic review and meta-analysis of cognitive training, remediation and pharmacological enhancement.","Anderson AC, et al.","Addiction. 2021."
"Development of the Gambling Disorder Identification Test (G-DIT): Protocol for a Delphi Method Study.","Molander O, et al.","JMIR Res Protoc. 2019."
"Psychopathogical status and personality correlates of problem gambling severity in sports bettors undergoing treatment for gambling disorder.","Jiménez-Murcia S, et al.","J Behav Addict. 2021."
"Gambling and military Service: Characteristics, comorbidity, and problem severity in an epidemiological sample.","van der Maas M, et al.","Addict Behav. 2021."
"Gambling and Impulsivity Traits: A Recipe for Criminal Behavior?","Mestre-Bach G, et al.","Front Psychiatry. 2018."
"Problem gambling within sexual and gender minorities: A systematic review.","Lee BN, et al.","Addict Behav. 2023."
"Goal-directed and habitual decision making under stress in gambling disorder: An fMRI study.","van Timmeren T, et al.","Addict Behav. 2023."
"Exploring the Association between Gambling-Related Offenses, Substance Use, Psychiatric Comorbidities, and Treatment Outcome.","Vintró-Alcaraz C, et al.","J Clin Med. 2022."
"Feasibility of Brief Screening for At-Risk Gambling in Consumer Credit Counseling.","Sacco P, et al.","J Gambl Stud. 2019."
"Post-traumatic stress and gambling related cognitions: Analyses in inpatient and online samples.","Grubbs JB, et al.","Addict Behav. 2019."
"Common and differential brain abnormalities in gambling disorder subtypes based on risk attitude.","Takeuchi H, et al.","Addict Behav. 2017."
"Anxiety, Gambling Activity, and Neurocognition: A Dimensional Approach to a Non-Treatment-Seeking Sample.","Medeiros GC, et al.","J Behav Addict. 2016."
"Gambling disorder in older adults: a cross-cultural perspective.","Medeiros GC, et al.","Compr Psychiatry. 2015."
"Social Capital and Gambling: Evidence from Australia.","Awaworyi Churchill S, et al.","J Gambl Stud. 2020."
"Gambling participation and policies in Malaysia.","Loo JMY, et al.","Asian J Gambl Issues Public Health. 2016."
"Living in the Now: Decision-Making and Delay Discounting in Adolescent Gamblers.","Nigro G, et al.","J Gambl Stud. 2016."
"Monetary delay discounting in gambling and cocaine dependence with personality comorbidities.","Albein-Urios N, et al.","Addict Behav. 2014."
"Current Status of Internet Gaming Disorder (IGD) in Japan: New Lifestyle-Related Disease in Children and Adolescents.","Imataka G, et al.","J Clin Med. 2022."
"The relationship of problem gambling to criminal behavior in a sample of Canadian male federal offenders.","Turner NE, et al.","J Gambl Stud. 2009."
"Severity of gambling problems and psychosocial functioning in older adults.","Pietrzak RH, et al.","J Geriatr Psychiatry Neurol. 2006."
"Personality disorders and pathological gambling.","Vaddiparti K, et al.","Curr Opin Psychiatry. 2017."
"Features Linked to Treatment Outcomes in Behavioral Addictions and Related Disorders.","Mestre-Bach G, et al.","Int J Environ Res Public Health. 2023."
"Gambling: an Irish perspective.","Subramanian N.","Ir J Psychol Med. 2014."
"Affective and cognitive processes involved in behavioral addictions.","Wegmann E, et al.","Addict Behav. 2021."
"Gambling-related psychological predictors and moderators of attentional bias among electronic gaming machine players.","Kim HS, et al.","Psychol Addict Behav. 2021."
"Being a Gambler during the COVID-19 Pandemic: A Study with Italian Patients and the Effects of Reduced Exposition.","Donati MA, et al.","Int J Environ Res Public Health. 2021."
"Chasing the desire: An investigation on the role of craving, time perspective, and alcohol use in adolescent gambling.","Cosenza M, et al.","Addict Behav. 2020."
"Testing the transdiagnostic hypothesis of inhibitory control deficits in addictions: An experimental study on gambling disorder.","Penolazzi B, et al.","J Behav Addict. 2020."
"Pharmacological and Psychosocial Treatment of Adults With Gambling Disorder: A Meta-Review.","Di Nicola M, et al.","J Addict Med. 2020."
"Relating neural processing of reward and loss prospect to risky decision-making in individuals with and without Gambling Disorder.","Balodis IM, et al.","Int Gambl Stud. 2018."
"Neurocognitive dysfunction in problem gamblers with co-occurring antisocial personality disorder.","Blum AW, et al.","Compr Psychiatry. 2017."
"Expansion of gambling in Canada: implications for health and social policy.","Korn DA.","CMAJ. 2000."
"Buying-shopping disorder, emotion dysregulation, coping and materialism: a comparative approach with gambling patients and young people and adolescents.","Estévez A, et al.","Int J Psychiatry Clin Pract. 2020."
"The Associations Between Maladaptive Personality Traits, Craving, Alcohol Use, and Adolescent Problem Gambling: An Italian Survey Study.","Ciccarelli M, et al.","J Gambl Stud. 2020."
"Efficacy of a Voluntary Self-exclusion Reinstatement Tutorial for Problem Gamblers.","Turner NE, et al.","J Gambl Stud. 2021."
"The Role of Narcissism, Hyper-competitiveness and Maladaptive Coping Strategies on Male Adolescent Regular Gamblers: Two Mediation Models.","Pace U, et al.","J Gambl Stud. 2021."
"The Gambling Symptom Assessment Scale (G-SAS): a reliability and validity study.","Kim SW, et al.","Psychiatry Res. 2009."
"Striatal ups or downs? Neural correlates of monetary reward anticipation, cue reactivity and their interaction in alcohol use disorder and gambling disorder.","van Timmeren T, et al.","J Behav Addict. 2023."
"Making Change: Attempts to Reduce or Stop Gambling in a General Population Sample of People Who Gamble.","Hodgins DC, et al.","Front Psychiatry. 2022."
"Is Empathy Associated with Gambling and Its Addiction? A Scoping Review of Empirical Studies.","Wu AMS, et al.","J Gambl Stud. 2022."
"Changes in gambling behaviour and related problems in clients seeking help in outpatient addiction care: Results from a 36-month follow-up study in Bavaria.","Bickl AM, et al.","J Behav Addict. 2021."
"Gambling disorder seeking treatment patients and tobacco use in relation to clinical profiles.","Jiménez-Murcia S, et al.","Addict Behav. 2021."
"The β-adrenoceptor blocker propranolol ameliorates compulsive-like gambling behaviour in a rodent slot machine task: implications for iatrogenic gambling disorder.","Cocker PJ, et al.","Eur J Neurosci. 2019."
"A Spanish Validation of the Canadian Adolescent Gambling Inventory (CAGI).","Jiménez-Murcia S, et al.","Front Psychol. 2017."
"From symptoms to neurobiology: pathological gambling in the light of the new classification in DSM-5.","Romanczuk-Seiferth N, et al.","Neuropsychobiology. 2014."
"Targeting the glutamatergic system to treat pathological gambling: current evidence and future perspectives.","Pettorruso M, et al.","Biomed Res Int. 2014."
"Noninvasive stimulation of the ventromedial prefrontal cortex modulates rationality of human decision-making.","Kroker T, et al.","Sci Rep. 2022."
"Who Seeks Treatment When Medicine Opens the Door to Pathological Gambling Patients-Psychiatric Comorbidity and Heavy Predominance of Online Gambling.","Håkansson A, et al.","Front Psychiatry. 2017."
"Estimating the prevalence of problem gambling among older adults in Singapore.","Tse S, et al.","Psychiatry Res. 2013."
"Treatment of compulsive sexual behaviour with naltrexone and serotonin reuptake inhibitors: two case studies.","Raymond NC, et al.","Int Clin Psychopharmacol. 2002."
"Striatal dopamine D₂/D₃ receptor binding in pathological gambling is correlated with mood-related impulsivity.","Clark L, et al.","Neuroimage. 2012."
"Gambling severity predicts midbrain response to near-miss outcomes.","Chase HW, et al.","J Neurosci. 2010."
"Qualitative Experience of Self-Exclusion Programs: A Scoping Review.","Devault-Tousignant C, et al.","Int J Environ Res Public Health. 2023."
"Case Study Demonstration of the Potential Acceptability and Effectiveness of a Novel Telehealth Treatment for People Experiencing Gambling Harm.","Oakes J, et al.","Int J Environ Res Public Health. 2022."
"Gambling disorder and dissociative features: A systematic review and meta-analysis.","Rogier G, et al.","Psychol Addict Behav. 2021."
"The Effectiveness of Sinking Lid Policies in Reducing Gambling Expenditure.","Erwin C, et al.","J Gambl Stud. 2022."
"Family-based association analysis of serotonin genes in pathological gambling disorder: evidence of vulnerability risk in the 5HT-2A receptor gene.","Wilson D, et al.","J Mol Neurosci. 2013."
"Gender differences in pathological gamblers seeking medication treatment.","Grant JE, et al.","Compr Psychiatry. 2002."
"Comparative Analysis of Potential Risk Factors for at-Risk Gambling, Problem Gambling and Gambling Disorder among Current Gamblers-Results of the Austrian Representative Survey 2015.","Buth S, et al.","Front Psychol. 2017."
"Disruption of Reward Processing in Addiction : An Image-Based Meta-analysis of Functional Magnetic Resonance Imaging Studies.","Luijten M, et al.","JAMA Psychiatry. 2017."
"Comorbidity Patterns Among Patients With Opioid Use Disorder and Problem Gambling: ADHD Status Predicts Class Membership.","Silbernagl M, et al.","J Dual Diagn. 2019."
"Imaging the Gambling Brain.","Balodis IM, et al.","Int Rev Neurobiol. 2016."
"Subjective and Cardiovascular Responses to an Acute Laboratory Gambling Task in Men and Women.","Miller L, et al.","Front Psychiatry. 2022."
"Gambling Behaviour: Prevalence, Risk Factors and Relation with Acculturation in 2007-2018 North Cyprus Adult Household Surveys.","Çakıcı M, et al.","J Gambl Stud. 2021."
"Social strain, couple dynamics and gender differences in gambling problems: evidence from Chinese married couples.","Cheung NW.","Addict Behav. 2015."
"Methods of assessing craving to gamble: a narrative review.","Ashrafioun L, et al.","Psychol Addict Behav. 2012."
"Casino gambling increases heart rate and salivary cortisol in regular gamblers.","Meyer G, et al.","Biol Psychiatry. 2000."
"The genetics of addiction-a translational perspective.","Agrawal A, et al.","Transl Psychiatry. 2012."
"Drug-Induced Gambling Disorder: Epidemiology, Neurobiology, and Management.","Wolfschlag M, et al.","Pharmaceut Med. 2023."
"An empirical investigation of the Pathways Model of problem gambling through the conjoint use of self-reports and behavioural tasks.","Bonnaire C, et al.","J Behav Addict. 2022."
"Gambling and Gambling Problem Perception Questionnaire as a tool to evaluate professionals' attitudes towards problem gamblers and training programmes in Japan.","Katayama M, et al.","Nordisk Alkohol Nark. 2022."
"Neurochemistry of response inhibition and interference in gambling disorder: a preliminary study of γ-aminobutyric acid (GABA+) and glutamate-glutamine (Glx).","Weidacker K, et al.","CNS Spectr. 2021."
"Moderator effect of sex in the clustering of treatment-seeking patients with gambling problems.","Jiménez-Murcia S, et al.","Neuropsychiatr. 2020."
"Treatment of Gambling Disorders.","Yip SW, et al.","Curr Treat Options Psychiatry. 2014."
"[Examination of the Young maladaptive schemes in a group of Gamblers Anonymous].","Katona Z, et al.","Psychiatr Hung. 2012."
"GPR52 agonists attenuate ropinirole-induced preference for uncertain outcomes.","Russell B, et al.","Behav Neurosci. 2021."
"Kindling of the basolateral or central nucleus of the amygdala increases suboptimal choice in a rat gambling task and increases motor impulsivity in risk-preferring animals.","Tremblay M, et al.","Behav Brain Res. 2021."
"On the Processes Underlying the Relationship Between Alexithymia and Gambling Severity.","Noël X, et al.","J Gambl Stud. 2018."
"Altered hierarchical organization between empathy and gambling networks in disordered gamblers.","Zhou H, et al.","Front Psychiatry. 2023."
"Five-year follow-up on a sample of gamblers: predictive factors of relapse.","Grall-Bronnec M, et al.","J Behav Addict. 2021."
"Emotion regulation in emerging adult gamblers and its mediating role with depressive symptomology.","Marchica LA, et al.","J Affect Disord. 2019."
"Impulsivity moderates the effects of dopamine D2 and mixed D1-D2 antagonists in individuals with gambling disorder.","Zack M, et al.","J Psychopharmacol. 2019."
