"Title","Author_Info","Journal_Year_Info"
"Research on factors affecting serial entrepreneurial intention: An interpretive structure model.","Bai X, et al.","Front Psychol. 2022."
"Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research.","Billieux J, et al.","J Behav Addict. 2015."
"Stigma and gaming disorder: should we take a 'glass half full' or 'glass half empty' perspective?","Pontes HM, et al.","Addiction. 2022."
"Digital detox: The effect of smartphone abstinence on mood, anxiety, and craving.","Wilcockson TDW, et al.","Addict Behav. 2019."
"Cybersex addiction in a gay man: a case report.","Skryabin V, et al.","J Addict Dis. 2021."
"Addictive behaviors in alcohol use disorder: dysregulation of reward processing systems and maladaptive coping strategies.","Cavicchioli M, et al.","J Addict Dis. 2018."
"The Association Between Mobile Game Addiction and Depression, Social Anxiety, and Loneliness.","Wang JL, et al.","Front Public Health. 2019."
"Aggravation of Obsessive-Compulsive Disorder Due to Excessive Porn Consumption: A Case Report.","Shrivastava T, et al.","Cureus. 2022."
"Coping Strategies and Factors Related to Problematic Substance Use and Behavioral Addictions Among Adolescents and Young Adults with Cancer.","Grégoire S, et al.","J Adolesc Young Adult Oncol. 2020."
"Perspective: Can psychedelic-assisted therapy be a promising aid in compulsive sexual behavior disorder treatment?","Wizła M, et al.","Compr Psychiatry. 2022."
"Comparison of Online Sexual Activity Among Iranian Individuals With and Without Substance Use Disorder: A Case-Control Study.","Soraya S, et al.","Front Psychiatry. 2022."
"When Is a New Scale not a New Scale? The Case of the Bergen Shopping Addiction Scale and the Compulsive Online Shopping Scale.","Griffiths MD, et al.","Int J Ment Health Addict. 2016."
"An exploratory study of gambling cross addictions.","Griffiths M.","J Gambl Stud. 1994."
"[Substance-related and addictive disorders in the DSM-5].","Thomasius R, et al.","Z Kinder Jugendpsychiatr Psychother. 2014."
"Assessment of online compulsive buying: Psychometric properties of the Italian compulsive online shopping scale (COSS).","Gori A, et al.","Addict Behav. 2022."
"Substance and behavioral addictions may share a similar underlying process of dysregulation.","Sussman S, et al.","Addiction. 2017."
"Addictive behaviors and personality traits in adolescents.","Munno D, et al.","CNS Spectr. 2016."
"[Food addiction: Definition, measurement and limits of the concept, associated factors, therapeutic and clinical implications].","Cathelain S, et al.","Presse Med. 2016."
"Gambling Disorder and Childhood Trauma: A Complex Association.","Horak NS, et al.","J Gambl Stud. 2021."
"Problem gambling among ethnic minorities: results from an epidemiological study.","Caler KR, et al.","Asian J Gambl Issues Public Health. 2017."
"The prefrontal dysfunction in individuals with Internet gaming disorder: a meta-analysis of functional magnetic resonance imaging studies.","Meng Y, et al.","Addict Biol. 2015."
"Cognitive dynamics of intertemporal choice in gambling disorder.","Calluso C, et al.","Addict Behav. 2020."
"[Adolescents and young adults with cancer between adaptation and addiction: state of the question].","Grégoire S, et al.","Bull Cancer. 2015."
"[What do we mean by addiction?].","Haasen C, et al.","Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz. 2010."
"Reliability and Validity of the Behavioral Addiction Measure for Video Gaming.","Sanders JL, et al.","Cyberpsychol Behav Soc Netw. 2016."
"Prevalence of Internet Addiction among Schoolchildren in Novi Sad.","Ac-Nikolić E, et al.","Srp Arh Celok Lek. 2015."
"The Relationship between Attachment Styles and Compulsive Online Shopping: The Mediating Roles of Family Functioning Patterns.","Topino E, et al.","Int J Environ Res Public Health. 2022."
"Response to Cognitive impulsivity and the behavioral addiction model of obsessive-compulsive disorder: Abramovitch and McKay (2016).","Grassi G, et al.","J Behav Addict. 2016."
"Compulsive Buying Behavior: Clinical Comparison with Other Behavioral Addictions.","Granero R, et al.","Front Psychol. 2016."
"The Relationship Between Affective and Obsessive-Compulsive Symptoms in Internet Use Disorder.","Moretta T, et al.","Front Psychol. 2021."
"Calorie Intake and Gambling: Is Fat and Sugar Consumption 'Impulsive'?","Chamberlain SR, et al.","J Gambl Stud. 2017."
"Excessive Product Trading: A Rare Form of Behavioral Addiction.","Soyata AZ, et al.","Psychiatr Danub. 2021."
"Gambling disorder and comorbid behavioral addictions: Demographic, clinical, and personality correlates.","Tang KTY, et al.","Psychiatry Res. 2020."
"Absence of Objective Differences between Self-Identified Addicted and Healthy Smartphone Users?","Geyer K, et al.","Int J Environ Res Public Health. 2021."
"Psychometric assessment of the craving to tan questionnaire.","Ashrafioun L, et al.","Am J Drug Alcohol Abuse. 2015."
"Addiction in Extreme Sports: An Exploration of Withdrawal States in Rock Climbers.","Heirene RM, et al.","J Behav Addict. 2016."
"Impaired non-verbal emotion processing in Pathological Gamblers.","Kornreich C, et al.","Psychiatry Res. 2016."
"Neural correlates of problematic gaming in adolescents: A systematic review of structural and functional magnetic resonance imaging studies.","Schettler L, et al.","Addict Biol. 2022."
"Evidence for GABA-A receptor dysregulation in gambling disorder: correlation with impulsivity.","Mick I, et al.","Addict Biol. 2017."
"Behavioral addictions in euthymic patients with bipolar I disorder: a comparison to controls.","Sapir R, et al.","Int J Bipolar Disord. 2013."
"Development and validation of a stock addiction inventory (SAI).","Youn H, et al.","Ann Gen Psychiatry. 2016."
"Rethinking the Medicalization of Violence: The Risks of a Behavioral Addiction Model.","Feuille C.","J Law Med Ethics. 2020."
"Deconstructing the components model of addiction: an illustration through ""addictive"" use of social media.","Fournier L, et al.","Addict Behav. 2023."
"GamReg Sweden-Protocol for a systematic cohort data collection for improved clinical knowledge in specialized gambling disorder treatment.","Håkansson A, et al.","Front Psychiatry. 2022."
"Why do we climb mountains? An exploration of features of behavioural addiction in mountaineering and the association with stress-related psychiatric disorders.","Habelt L, et al.","Eur Arch Psychiatry Clin Neurosci. 2023."
"Problematic Attachment to Social Media: Five Behavioural Archetypes.","Altuwairiqi M, et al.","Int J Environ Res Public Health. 2019."
"Translational and Molecular Cytoarchitectural Genetic Guided Therapy to Induce Dopamine Homeostatic Neuro-signaling in Reward Deficiency and Associated Drug and Behavioral Addiction Seeking: A 60 Year Sojourn the Future is Now.","Blum K, et al.","EC Psychol Psychiatr. 2021."
"Personality traits and their role as risk modifiers in gaming disorder and internet use disorders.","Müller KW, et al.","Curr Opin Psychiatry. 2023."
"Moving internet gaming disorder forward: A reply.","Petry NM, et al.","Addiction. 2014."
"Data on the relationship between internet addiction and stress among Lebanese medical students in Lebanon.","Samaha A, et al.","Data Brief. 2019."
"Benzodiazepines: more ""behavioural"" addiction than dependence.","de las Cuevas C, et al.","Psychopharmacology (Berl). 2003."
"How Different Gaming Genres Can Be Described by Required Skills and Motives for Playing.","Annika B, et al.","Cyberpsychol Behav Soc Netw. 2022."
"Reduced cortical thickness in gambling disorder: a morphometric MRI study.","Grant JE, et al.","Eur Arch Psychiatry Clin Neurosci. 2015."
"Internet gaming disorder and online gambling disorder: Clinical and personality correlates.","Mallorquí-Bagué N, et al.","J Behav Addict. 2017."
"The relationship between gaming disorder and addiction requires a behavioral analysis.","James RJE, et al.","J Behav Addict. 2017."
"Activation of the ventral and dorsal striatum during cue reactivity in Internet gaming disorder.","Liu L, et al.","Addict Biol. 2017."
"Web-based Evidence on the Treatment of Behavioral Addictions in United States Model Treatment Centers.","Sussman S, et al.","Eval Health Prof. 2023."
"Social communication disorder and behavioural addiction: Case report and clinical implications.","Hurel E, et al.","J Behav Addict. 2021."
"Defining tolerance in Internet Gaming disorder: Isn't it time?","King DL, et al.","Addiction. 2016."
"[Computer games in childhood and adolescence: relations to addictive behavior, ADHD, and aggression].","Frölich J, et al.","Z Kinder Jugendpsychiatr Psychother. 2009."
"Commentary on: Muscle dysmorphia: could it be classified as an addiction to body image?","Nieuwoudt JE.","J Behav Addict. 2015."
"Work addiction: An organizational behavior as well as an addictive behavior?","Lior O, et al.","J Behav Addict. 2018."
"Is Internet addiction a psychopathological condition distinct from pathological gambling?","Tonioni F, et al.","Addict Behav. 2014."
"Similarities between obesity in pets and children: the addiction model.","Pretlow RA, et al.","Br J Nutr. 2016."
"Cue reactivity towards shopping cues in female participants.","Starcke K, et al.","J Behav Addict. 2013."
"An Analysis of the Interaction Between Intelligent Software Agents and Human Users.","Burr C, et al.","Minds Mach (Dordr). 2018."
"Neurological soft signs in individuals with pathological gambling.","Elman I, et al.","PLoS One. 2013."
"Interaction of Socioeconomic Status with Risky Internet Use, Gambling and Substance Use in Adolescents from a Structurally Disadvantaged Region in Central Europe.","Petruzelka B, et al.","Int J Environ Res Public Health. 2020."
"Distinct motivations to seek out information in healthy individuals and problem gamblers.","Dezza IC, et al.","Transl Psychiatry. 2021."
"Problem Gambling and Problem Gaming in Elite Athletes: a Literature Review.","Håkansson A, et al.","Int J Ment Health Addict. 2021."
"Internet gaming disorder in an adolescent during the COVID-19 pandemic: a case report.","Rahmawati NA, et al.","Pan Afr Med J. 2022."
"Rates of Alexithymia and Its Association With Smartphone Addiction Among a Sample of University Students in Egypt.","Elkholy H, et al.","Front Psychiatry. 2020."
"A Comprehensive Model for Gambling Behaviors: Assessment of the Factors that can Contribute to the Vulnerability and Maintenance of Gambling Disorder.","Gori A, et al.","J Gambl Stud. 2022."
"Neural correlates of sexual cue reactivity in individuals with and without compulsive sexual behaviours.","Voon V, et al.","PLoS One. 2014."
"Asian-americans, addictions, and barriers to treatment.","Fong TW, et al.","Psychiatry (Edgmont). 2007."
"An international consensus for assessing internet gaming disorder using the new DSM-5 approach.","Petry NM, et al.","Addiction. 2014."
"Meditation awareness training for the treatment of workaholism: A controlled trial.","Van Gordon W, et al.","J Behav Addict. 2017."
"Disorders Related to Use of Psychoactive Substances in DSM-5: Changes and Challenges.","Bhad R, et al.","Indian J Psychol Med. 2015."
"Determining Typical Smartphone Usage: What Data Do We Need?","Wilcockson TDW, et al.","Cyberpsychol Behav Soc Netw. 2018."
"Internet addiction in adolescents: Development and validation of Internet Addiction Diagnostic Questionnaire (KDAI).","Siste K, et al.","Psychiatry Res. 2021."
"Striatal dopamine D₂/D₃ receptor binding in pathological gambling is correlated with mood-related impulsivity.","Clark L, et al.","Neuroimage. 2012."
"A factor-analytic investigation of computer 'addiction' and engagement.","Charlton JP.","Br J Psychol. 2002."
"Impulsivity and Difficulties in Emotional Regulation as Predictors of Binge-Watching Behaviours.","Starosta J, et al.","Front Psychiatry. 2021."
"Meditation Awareness Training for the Treatment of Sex Addiction: A Case Study.","Van Gordon W, et al.","J Behav Addict. 2016."
"Online gaming addiction in children and adolescents: A review of empirical research.","Kuss DJ, et al.","J Behav Addict. 2012."
"Response Inhibition and Internet Gaming Disorder: A Meta-analysis.","Argyriou E, et al.","Addict Behav. 2017."
"Problem Gambling in the Fitness World-A General Population Web Survey.","Håkansson A, et al.","Int J Environ Res Public Health. 2020."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. Problems with atheoretical and confirmatory research approaches in the study of behavioral addictions.","Kardefelt-Winther D.","J Behav Addict. 2015."
"Compulsive sexual behaviour as a behavioural addiction: the impact of the internet and other issues.","Griffiths MD.","Addiction. 2016."
"Diagnostic instruments for behavioural addiction: an overview.","Albrecht U, et al.","Psychosoc Med. 2007."
"Characteristics of behavioural addiction in Parkinson's disease patients with self-reported impulse control disorder and controls matched for levodopa equivalent dose: a matched case-control study.","Leplow B, et al.","J Neural Transm (Vienna). 2023."
"Eating disorder in gambling disorder: A group with increased psychopathology.","Lemón L, et al.","J Behav Addict. 2021."
"Beyond the myths about work addiction: Toward a consensus on definition and trajectories for future studies on problematic overworking.","Atroszko PA, et al.","J Behav Addict. 2019."
"Giving a Voice to Gambling Addiction: Analysis of Personal Narratives.","Rogier G, et al.","Cult Med Psychiatry. 2020."
"Decreased functional connectivity of insula-based network in young adults with internet gaming disorder.","Zhang Y, et al.","Exp Brain Res. 2016."
"An Integrated Approach to Addictive Behaviors: A Study on Vulnerability and Maintenance Factors.","Gori A, et al.","Eur J Investig Health Psychol Educ. 2023."
"Examination of the Psychometric Characteristics of the Italian Version of the Game Addiction Scale for Adolescents.","Costa S, et al.","Psychol Rep. 2020."
"Problematic Internet Use, Mental Health and Impulse Control in an Online Survey of Adults.","Yau YH, et al.","J Behav Addict. 2013."
"Development and Validation of the Digital Life Balance (DLB) Scale: A Brand-New Measure for Both Harmonic and Disharmonic Use of ICTs.","Duradoni M, et al.","Behav Sci (Basel). 2022."
"Serum levels of brain-derived neurotrophic factor in patients with internet use disorder.","Geisel O, et al.","Psychiatry Res. 2013."
"Anhedonia in obsessive-compulsive disorder: beyond comorbid depression.","Abramovitch A, et al.","Psychiatry Res. 2014."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. On the slippery slopes: The case of gambling addiction.","Clark L.","J Behav Addict. 2015."
"Commentary on Lewczuk et al : Moral incongruence, disapproval and behavioral 'addiction'.","Grubbs JB.","Addiction. 2021."
"Not good enough? Further comments to the wording, meaning, and the conceptualization of Internet Gaming Disorder.","Krossbakken E, et al.","J Behav Addict. 2017."
"[Analysis of Patient Characteristics in the Inpatient Treatment of Behavioural Addictions: an Exploratory Study].","Gasser C, et al.","Fortschr Neurol Psychiatr. 2022."
"How to counter the ten myths about work addiction?: Three postulates for future research.","Malinowska D.","J Behav Addict. 2018."
"Gender-Based Differences and Associated Factors Surrounding Excessive Smartphone Use Among Adolescents: Cross-sectional Study.","Claesdotter-Knutsson E, et al.","JMIR Pediatr Parent. 2021."
"An A-B-C model of habit disorders: hair-pulling, skin-picking, and other stereotypic conditions.","Stein DJ, et al.","CNS Spectr. 2006."
"Pathological Gambling in Parkinson's disease: Autonomic measures supporting impaired decision-making.","Angioletti L, et al.","Eur J Neurosci. 2019."
"[Pathological gambling and computergame-addiction. Current state of research regarding two subtypes of behavioural addiction].","Wölfling K, et al.","Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz. 2010."
"No significant effect of frequent online sexual behaviour on Pavlovian-to-instrumental transfer (PIT): Implications for compulsive sexual behaviour disorder.","Wells TJ, et al.","PLoS One. 2022."
"The Role of Self-esteem and Fear of Negative Evaluation in Compulsive Buying.","Biolcati R.","Front Psychiatry. 2017."
"Theoretical conceptualisations of problematic exercise in psychometric assessment instruments: A systematic review.","Sicilia Á, et al.","J Behav Addict. 2021."
"Impulsivity and response inhibition in alcohol dependence and problem gambling.","Lawrence AJ, et al.","Psychopharmacology (Berl). 2009."
"Behavioural Addiction Open Definition 2.0-using the Open Science Framework for collaborative and transparent theoretical development.","Billieux J, et al.","Addiction. 2017."
"Match-Fixing Causing Harm to Athletes on a COVID-19-Influenced Gambling Market: A Call for Research During the Pandemic and Beyond.","Håkansson A, et al.","Front Psychol. 2021."
"Tolerance and withdrawal symptoms may not be helpful to enhance understanding of behavioural addictions.","Starcevic V.","Addiction. 2016."
"Altered serum levels of brain-derived neurotrophic factor in patients with pathological gambling.","Geisel O, et al.","Eur Addict Res. 2012."
"Smartphone Restriction and Its Effect on Subjective Withdrawal Related Scores.","Eide TA, et al.","Front Psychol. 2018."
"Measuring addiction to internet gaming among Indian medical students: Development and preliminary psychometric properties of a new scale.","Basu S, et al.","Ind Psychiatry J. 2020."
"Dorsal and ventral striatum activity in individuals with buying-shopping disorder during cue-exposure: A functional magnetic resonance imaging study.","Trotzke P, et al.","Addict Biol. 2021."
"Dorsal and ventral striatal functional connectivity shifts play a potential role in internet gaming disorder.","Dong GH, et al.","Commun Biol. 2021."
"The pharmacological management of gambling disorder: if, when, and how.","Pettorruso M, et al.","Expert Opin Pharmacother. 2023."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. The diagnostic pitfalls of surveys: If you score positive on a test of addiction, you still have a good chance not to be addicted.","Maraz A, et al.","J Behav Addict. 2015."
"Screening and assessment tools for gaming disorder: A comprehensive systematic review.","King DL, et al.","Clin Psychol Rev. 2020."
"The stock market as a casino: Associations between stock market trading frequency and problem gambling.","Mosenhauer M, et al.","J Behav Addict. 2021."
"Problem and Pathological Gambling in Schizophrenia: Exploring Links with Substance Use and Impulsivity.","Fortgang RG, et al.","J Gambl Stud. 2018."
"Buddhist philosophy for the treatment of problem gambling.","Shonin E, et al.","J Behav Addict. 2013."
"Specific cue reactivity on computer game-related cues in excessive gamers.","Thalemann R, et al.","Behav Neurosci. 2007."
"Stress vulnerability in male youth with Internet Gaming Disorder.","Kaess M, et al.","Psychoneuroendocrinology. 2017."
"From Emotional (Dys)Regulation to Internet Addiction: A Mediation Model of Problematic Social Media Use among Italian Young Adults.","Quaglieri A, et al.","J Clin Med. 2021."
"Gambling and self-reported changes in gambling during COVID-19 in web survey respondents in Denmark.","Håkansson A.","Heliyon. 2021."
"Clinical and Research Implications of Gambling Disorder in DSM-5.","Weinstock J, et al.","Curr Addict Rep. 2014."
"Treatment with the Self-Discovery Camp (SDiC) improves Internet gaming disorder.","Sakuma H, et al.","Addict Behav. 2017."
"Compulsive Digital Gaming: An Emerging Mental Health Disorder in Children.","Singh M.","Indian J Pediatr. 2019."
"Network Analysis of Internet Addiction Symptoms Among a Clinical Sample of Japanese Adolescents with Autism Spectrum Disorder.","Hirota T, et al.","J Autism Dev Disord. 2021."
"The concept of ""food addiction"" helps inform the understanding of overeating and obesity: Debate Consensus.","Gearhardt AN, et al.","Am J Clin Nutr. 2021."
"COPE.er Method: Combating Digital Addiction via Online Peer Support Groups.","Alrobai A, et al.","Int J Environ Res Public Health. 2019."
"Health risks and potential remedies during prolonged lockdowns for coronavirus disease 2019 (COVID-19).","Lippi G, et al.","Diagnosis (Berl). 2020."
"Enhanced attentional bias towards sexually explicit cues in individuals with and without compulsive sexual behaviours.","Mechelmans DJ, et al.","PLoS One. 2014."
"Problem Gambling in Greece: Prevalence and Risk Factors During the Financial Crisis.","Economou M, et al.","J Gambl Stud. 2019."
"Attachment style and addictions (alcohol, cigarette, waterpipe and internet) among Lebanese adolescents: a national study.","Nakhoul L, et al.","BMC Psychol. 2020."
"Prevalence and construct validity of compulsive buying disorder in shopping mall visitors.","Maraz A, et al.","Psychiatry Res. 2015."
"Gambling, Gaming, and Internet Behavior in a Sexual Minority Perspective. A Cross-Sectional Study in Seven European Countries.","Broman N, et al.","Front Psychol. 2022."
"Development of Nomophobia Profiles in Education Students through the Use of Multiple Correspondence Analysis.","Rodríguez-Sabiote C, et al.","Int J Environ Res Public Health. 2020."
"Why is it difficult but necessary to treat behavioral addiction early on?","Józsa T.","Perspect Public Health. 2020."
"Issues raised by the DSM-5 internet gaming disorder classification and proposed diagnostic criteria.","Dowling NA.","Addiction. 2014."
"Neural substrates of self- and external-preoccupation: A voxel-based morphometry study.","Ikeda S, et al.","Brain Behav. 2019."
"Associations of the Big Five and locus of control with problem gambling in a large Australian sample.","von der Heiden JM, et al.","PLoS One. 2021."
"Increasing important roles of child and adolescent psychiatrists in the treatment of gaming disorder: Current status in Japan.","Tateno M, et al.","Front Psychiatry. 2022."
"Adaptation and validation of Richmond Compulsive Buying Scale in Chinese population.","Lam SC, et al.","J Behav Addict. 2018."
"Addicted to compulsion: assessing three core dimensions of addiction across obsessive-compulsive disorder and gambling disorder.","Grassi G, et al.","CNS Spectr. 2020."
"First evaluation of the Behavioral Addiction Indoor Tanning Screener (BAITS) in a nationwide representative sample.","Diehl K, et al.","Br J Dermatol. 2018."
"The role of attention in decision-making under risk in gambling disorder: An eye-tracking study.","Hoven M, et al.","Addict Behav. 2023."
"Abrupt nicotine reduction as an endgame policy: a randomised trial.","Walker N, et al.","Tob Control. 2015."
"The influence of Facebook intrusion and task context on cognitive control.","Cudo A, et al.","Psychol Res. 2023."
"Psychometric development of the Problematic Pornography Use Scale.","Kor A, et al.","Addict Behav. 2014."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. On functional and compulsive aspects of reinforcement pathologies.","Brevers D, et al.","J Behav Addict. 2015."
"Pareto distributions in online casino gambling: Sensitivity to timeframe and associations with self exclusion.","Deng X, et al.","Addict Behav. 2021."
"Gaming Increases Craving to Gaming-Related Stimuli in Individuals With Internet Gaming Disorder.","Dong G, et al.","Biol Psychiatry Cogn Neurosci Neuroimaging. 2017."
"Brains online: structural and functional correlates of habitual Internet use.","Kühn S, et al.","Addict Biol. 2015."
"[Modern treatment approaches to gambling].","Egorov AIu.","Zh Nevrol Psikhiatr Im S S Korsakova. 2014."
"Distinct Situational Cue Processing in Individuals with Kleptomania: A Preliminary Study.","Asaoka Y, et al.","Int J Neuropsychopharmacol. 2023."
"The Behavioral Addiction Indoor Tanning Screener (BAITS): An Evaluation of a Brief Measure of Behavioral Addictive Symptoms.","Stapleton JL, et al.","Acta Derm Venereol. 2016."
"Fortune telling addiction: Unfortunately a serious topic about a case report.","Grall-Bronnec M, et al.","J Behav Addict. 2015."
"Commentary: Worshipping the internet - the perils of serving an unpredictable master - a commentary on Aboujaoude and Gega (2021).","Starcevic V.","Child Adolesc Ment Health. 2021."
"Adaptation and Validation of the Polish Version of the 10-Item Mobile Phone Problematic Use Scale.","Mach A, et al.","Front Psychiatry. 2020."
"Markers of Prenatal Androgen Exposure Correlate With Online Sexual Compulsivity and Erectile Function in Young Men.","Buchholz VN, et al.","Front Psychiatry. 2021."
"Impact of COVID-19 on Online Gambling - A General Population Survey During the Pandemic.","Håkansson A.","Front Psychol. 2020."
"Diagnostic and Classification Considerations Regarding Gaming Disorder: Neurocognitive and Neurobiological Features.","Vaccaro AG, et al.","Front Psychiatry. 2019."
"The relationship between internet addiction, attention deficit hyperactivity symptoms and online activities in adults.","Panagiotidi M, et al.","Compr Psychiatry. 2018."
"Identifying core transdisciplinary constructs in addiction has clinical utility.","Menchon JM.","Addiction. 2019."
"The psychometric evaluation of the Revised Exercise Addiction Inventory: Improved psychometric properties by changing item response rating.","Attila S, et al.","J Behav Addict. 2019."
"Ten myths and twenty years: What we know and what we still do not know about work addiction.","Kun B.","J Behav Addict. 2018."
"Development of short-form and screening cutoff point of the Smartphone Addiction Inventory (SPAI-SF).","Lin YH, et al.","Int J Methods Psychiatr Res. 2017."
"Longitudinal associations between maladaptive daydreaming and psychological distress during the COVID-19 health crisis.","Musetti A, et al.","J Behav Addict. 2023."
"Criteria for conceptualizing behavioural addiction should be informed by the underlying behavioural mechanism.","Tunney RJ, et al.","Addiction. 2017."
"Commonalities in the psychological factors associated with problem gambling and Internet dependence.","Dowling NA, et al.","Cyberpsychol Behav Soc Netw. 2010."
"The Potential Role of the Early Maladaptive Schema in Behavioral Addictions Among Late Adolescents and Young Adults.","Aloi M, et al.","Front Psychol. 2020."
"Recent advances in behavioral addiction treatments: focusing on mechanisms of change.","Longabaugh R, et al.","Curr Psychiatry Rep. 2011."
"Diagnosis of hypersexual or compulsive sexual behavior can be made using ICD-10 and DSM-5 despite rejection of this diagnosis by the American Psychiatric Association.","Krueger RB.","Addiction. 2016."
"Aligning the ""Manifesto for a European Research Network into Problematic Usage of the Internet"" with the Diverse Needs of the Professional and Consumer Communities Affected by Problematic Usage of Pornography.","Mead D, et al.","Int J Environ Res Public Health. 2020."
"Under the influence of Facebook? Excess use of social networking sites and drinking motives, consequences, and attitudes in college students.","Hormes JM.","J Behav Addict. 2016."
"Case Report: Internet Gaming Disorder Associated With Pornography Use.","Voss A, et al.","Yale J Biol Med. 2015."
"'Wanting' and 'liking' skin picking: A validation of the Skin Picking Reward Scale.","Snorrason I, et al.","J Behav Addict. 2015."
"Intensive online videogame involvement: A new global idiom of wellness and distress.","Snodgrass JG, et al.","Transcult Psychiatry. 2019."
"Gambling disorder duration and cognitive behavioural therapy outcome considering gambling preference and sex.","Lucas I, et al.","J Psychiatr Res. 2023."
"Over-connected? A qualitative exploration of the relationship between Australian youth and their mobile phones.","Walsh SP, et al.","J Adolesc. 2008."
"Problem gamblers share deficits in impulsive decision-making with alcohol-dependent individuals.","Lawrence AJ, et al.","Addiction. 2009."
"Mere Exposure: Preference Change for Novel Drinks Reflected in Human Ventral Tegmental Area.","Ballard IC, et al.","J Cogn Neurosci. 2017."
"Factorial validity of the Problematic Facebook Use Scale for adolescents and young adults.","Marino C, et al.","J Behav Addict. 2017."
"Comparing the Self-Report and Measured Smartphone Usage of College Students: A Pilot Study.","Lee H, et al.","Psychiatry Investig. 2017."
"Is Dysfunctional Use of the Mobile Phone a Behavioural Addiction? Confronting Symptom-Based Versus Process-Based Approaches.","Billieux J, et al.","Clin Psychol Psychother. 2015."
"Engineered highs: Reward variability and frequency as potential prerequisites of behavioural addiction.","Clark L, et al.","Addict Behav. 2023."
"White matter integrity between left basal ganglia and left prefrontal cortex is compromised in gambling disorder.","van Timmeren T, et al.","Addict Biol. 2017."
"Internet gaming and addiction: a reply to King & Delfabbro.","Petry NM, et al.","Addiction. 2014."
"How is the problematic smartphone use affected by social support? A research model supported by the mediation of Ikigai.","Şimşek OM, et al.","Curr Psychol. 2023."
"A systematic review of metacognitions in Internet Gaming Disorder and problematic Internet, smartphone and social networking sites use.","Casale S, et al.","Clin Psychol Psychother. 2021."
"Endogenous cortisol levels are associated with an imbalanced striatal sensitivity to monetary versus non-monetary cues in pathological gamblers.","Li Y, et al.","Front Behav Neurosci. 2014."
"Should compulsive sexual behavior (CSB) be considered as a behavioral addiction? A debate paper presenting the opposing view.","Sassover E, et al.","J Behav Addict. 2020."
"Voluntary Wheel Running Induces Exercise-Seeking Behavior in Male Rats: A Behavioral Study.","Naghshvarian M, et al.","Arch Iran Med. 2017."
"A Case of Internet Gaming Disorder: When #Play Apart Together Takes a Dark Turn.","O'Loughlin J, et al.","J Community Hosp Intern Med Perspect. 2022."
"Decreased functional connectivity between ventral tegmental area and nucleus accumbens in Internet gaming disorder: evidence from resting state functional magnetic resonance imaging.","Zhang JT, et al.","Behav Brain Funct. 2015."
"Shared psychological characteristics that are linked to aggression between patients with Internet addiction and those with alcohol dependence.","Hwang JY, et al.","Ann Gen Psychiatry. 2014."
"Structural validation of the ORTO-12-FR questionnaire among a French sample as a first attempt to assess orthorexia nervosa in France.","Babeau C, et al.","Eat Weight Disord. 2020."
"Alterations in the Emotional Regulation Process in Gambling Addiction: The Role of Anger and Alexithymia.","Maniaci G, et al.","J Gambl Stud. 2017."
"[Diversity of obsessive-compulsive disorder and pharmacotherapy associated with obsessive-compulsive spectrum disorders].","Nakamae T.","Seishin Shinkeigaku Zasshi. 2011."
"Dopaminergic and clinical correlates of pathological gambling in Parkinson's disease: a case report.","Callesen MB, et al.","Front Behav Neurosci. 2013."
"Examining bedtime procrastination, study engagement, and studyholism in undergraduate students, and their association with insomnia.","Alshammari TK, et al.","Front Psychol. 2023."
"The use of online methodologies in studying paraphilias - A review.","Griffiths MD.","J Behav Addict. 2012."
"Effects of shopping addiction on consumer decision-making: Web-based studies in real time.","Lo HY, et al.","J Behav Addict. 2012."
"An Exploratory Study to Measure Excessive Involvement in Multitasking Interaction with Smart Devices.","Zhang Y, et al.","Cyberpsychol Behav Soc Netw. 2016."
"Classifying hypersexual disorders: compulsive, impulsive, and addictive models.","Stein DJ.","Psychiatr Clin North Am. 2008."
"Dopamine genes and pathological gambling in discordant sib-pairs.","da Silva Lobo DS, et al.","J Gambl Stud. 2007."
"[Caring systems for parents in the adolescent behavioural addictions].","Sabbah Lim I, et al.","Rev Prat. 2018."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research.","Spada MM.","J Behav Addict. 2015."
"Reduced loss aversion in pathological gambling and alcohol dependence is associated with differential alterations in amygdala and prefrontal functioning.","Genauck A, et al.","Sci Rep. 2017."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. Excessive behaviors are not necessarily addictive behaviors.","Ko CH, et al.","J Behav Addict. 2015."
"Acamprosate and Baclofen were Not Effective in the Treatment of Pathological Gambling: Preliminary Blind Rater Comparison Study.","Dannon PN, et al.","Front Psychiatry. 2011."
"A study investigating the association between compulsive buying with measures of anxiety and obsessive-compulsive behavior among internet shoppers.","Weinstein A, et al.","Compr Psychiatry. 2015."
