"Title","Author_Info","Journal","Year","Label"
"How to measure monetary losses in gambling disorder? An evidence-based refinement.","Medeiros GC, et al.","Psychiatry Res",2018,"gambling"
"The gambling craving experience questionnaire: Psychometric properties of a new scale based on the elaborated intrusion theory of desire.","Cornil A, et al.","Addict Behav",2019,"gambling"
"Online effects of transcranial direct current stimulation on prefrontal metabolites in gambling disorder.","Dickler M, et al.","Neuropharmacology",2018,"gambling"
"The prevention paradox applies to some but not all gambling harms: Results from a Finnish population-representative survey.","Browne M, et al.","J Behav Addict",2020,"gambling"
"Does Telescoping Exist in Male and Female Gamblers? Does It Matter?","Zakiniaeiz Y, et al.","Front Psychol",2017,"gambling"
"Funding treatment for gambling addiction in Great Britain: ethical issues.","Walker T, et al.","Br J Hosp Med (Lond)",2013,"gambling"
"Struggling with Happiness: A Pathway Leading Depression to Gambling Disorder.","Rogier G, et al.","J Gambl Stud",2019,"gambling"
"Commentary on Nower et al: The Pathways Model should apply to non-clinical gambling patterns.","Billieux J, et al.","Addiction",2022,"gambling"
"Prevalence and Clinical Significance of Psychiatric Comorbidities With Gambling Disorder in 12 Clinical Settings in Japan.","Yamada R, et al.","J Addict Med",2023,"gambling"
"Recommendations for increasing research on co-occurring serious mental illness and gambling problems.","Pullman RE, et al.","J Behav Addict",2018,"gambling"
"Impact of alcohol consumption on clinical aspects of gambling disorder.","Del Pino-Gutiérrez A, et al.","Int J Ment Health Nurs",2017,"gambling"
"The General Population's View on Where to Seek Treatment for Gambling Disorder - a General Population Survey.","Håkansson A, et al.","Psychol Res Behav Manag",2019,"gambling"
"Gambling problem symptom patterns and stability across individual and timeframe.","Nelson SE, et al.","Psychol Addict Behav",2009,"gambling"
"Health and psychosocial correlates of disordered gambling in older adults.","Pietrzak RH, et al.","Am J Geriatr Psychiatry",2005,"gambling"
"Why Some Sports Bettors Think Gambling Addiction Prevented Them from Becoming Winners? A Qualitative Approach to Understanding the Role of Knowledge in Sports Betting Products.","Lopez-Gonzalez H, et al.","J Gambl Stud",2020,"gambling"
"Loss of Control as a Discriminating Factor Between Different Latent Classes of Disordered Gambling Severity.","James RJ, et al.","J Gambl Stud",2016,"gambling"
"Assessing Gambling Disorder Using Semistructured Interviews or Self-Report? Evaluation of the Structured Clinical Interview for Gambling Disorder Among Swedish Gamblers.","Molander O, et al.","Assessment",2023,"gambling"
"Searching for Replicable Dopamine-Related Findings in Gambling Disorder.","Potenza MN.","Biol Psychiatry",2018,"gambling"
"Exploration of Intervention Strategies to Reduce Public Stigma Associated with Gambling Disorder.","Brown KL, et al.","J Gambl Stud",2020,"gambling"
"Advancing the Pathways Model: Financially Focused Self-concept and Erroneous Beliefs as Core Psychopathologies in Disordered Gambling.","Tabri N, et al.","J Gambl Stud",2023,"gambling"
"The family history method in disordered gambling research: a comparison of reports obtained from discordant twin pairs.","Slutske WS, et al.","Twin Res Hum Genet",2010,"gambling"
"Cognitive processes underlying impaired decision-making under uncertainty in gambling disorder.","Brevers D, et al.","Addict Behav",2014,"gambling"
"An fMRI study of decision-making under sunk costs in gambling disorder.","Fujino J, et al.","Eur Neuropsychopharmacol",2018,"gambling"
"Serum BDNF levels in patients with gambling disorder are associated with the severity of gambling disorder and Iowa Gambling Task indices.","Choi SW, et al.","J Behav Addict",2016,"gambling"
"Can a motivational letter increase attendance to psychological treatment for gambling disorder?","Pfund RA, et al.","Psychol Serv",2020,"gambling"
"Alter Game: A Study Protocol on a Virtual ""Serious Game"" for Relapse Prevention in Patients With Gambling Disorder.","Giordano R, et al.","Front Psychiatry",2022,"gambling"
"Disordered gambling and co-morbidity of psychiatric disorders among college students: an examination of problem drinking, anxiety and depression.","Martin RJ, et al.","J Gambl Stud",2014,"gambling"
"The natural history of gambling and drinking problems among casino employees.","Shaffer HJ, et al.","J Soc Psychol",2002,"gambling"
"Disordered gambling among racial and ethnic groups in the US: results from the national epidemiologic survey on alcohol and related conditions.","Alegria AA, et al.","CNS Spectr",2009,"gambling"
"Improvement of Impulsivity and Decision Making by Transcranial Direct Current Stimulation of the Dorsolateral Prefrontal Cortex in a Patient with Gambling Disorder.","Salatino A, et al.","J Gambl Stud",2022,"gambling"
"DSM-5 criteria for gambling disorder: Underlying structure and applicability to specific groups of gamblers.","Sleczka P, et al.","J Behav Addict",2015,"gambling"
"The co-morbidity of DSM-V Gambling with DSM-V mental disorders and substance abuse in a Kenyan context of high risk schizophrenia.","Ndetei DM, et al.","BMC Psychiatry",2023,"gambling"
"On being loyal to a casino: The interactive influence of tier status and disordered gambling symptomatology on attitudinal and behavioral loyalty.","Hollingshead SJ, et al.","J Behav Addict",2021,"gambling"
"Clinical Differences of mild, Moderate, and Severe Gambling Disorder in a Sample of Treatment Seeking Pathological Gamblers in Sweden.","Mide M, et al.","J Gambl Stud",2023,"gambling"
"Uncovering Underlying Processes Before Illusion of Control Begins in Gambling Disorder: A Pilot Study.","Berg R, et al.","J Gambl Stud",2020,"gambling"
"Effects of nicotine exposure and anxiety on motivation for reward and gambling-like cues under reward uncertainty.","Russell TI, et al.","Behav Neurosci",2019,"gambling"
"Subthalamic Neural Activity Patterns Anticipate Economic Risk Decisions in Gambling.","Mazzoni A, et al.","eNeuro",2018,"gambling"
"Are There Differences in Disruptions of Reward Processing Between Substance Use Disorder and Gambling Disorder?","van Holst RJ, et al.","JAMA Psychiatry",2017,"gambling"
"Effect of transcranial direct current stimulation on decision making and cognitive flexibility in gambling disorder.","Soyata AZ, et al.","Eur Arch Psychiatry Clin Neurosci",2019,"gambling"
"Eating disorders, substance use disorders, and impulsiveness among disordered gamblers in a community sample.","von Ranson KM, et al.","Eur Eat Disord Rev",2013,"gambling"
"Fluoxetine combined with risperidone in treatment of online gambling disorder-case report.","Bai M, et al.","Heliyon",2023,"gambling"
"Does gender moderate the subjective measurement and structural paths in behavioural and cognitive aspects of gambling disorder in treatment-seeking adults?","Smith D, et al.","Addict Behav",2015,"gambling"
"Dropout from face-to-face, multi-session psychological treatments for problem and disordered gambling: A systematic review and meta-analysis.","Pfund RA, et al.","Psychol Addict Behav",2021,"gambling"
"Undercontrolled temperament at age 3 predicts disordered gambling at age 32: a longitudinal study of a complete birth cohort.","Slutske WS, et al.","Psychol Sci",2012,"gambling"
"[Big data and new technologies contributions for healthcare: what about prevention and treatment of online gambling disorder].","Santiago A, et al.","Med Sci (Paris)",2019,"gambling"
"Estimating the prevalence of disordered gambling behavior in the United States and Canada: a research synthesis.","Shaffer HJ, et al.","Am J Public Health",1999,"gambling"
"Me, Myself, and Money II: Relative Deprivation Predicts Disordered Gambling Severity via Delay Discounting, Especially Among Gamblers Who Have a Financially Focused Self-Concept.","Tabri N, et al.","J Gambl Stud",2017,"gambling"
"Ethical Gambling: A Necessary New Point of View of Gambling in Public Health Policies.","Chóliz M.","Front Public Health",2018,"gambling"
"Gambling rats and gambling addiction: reconciling the role of dopamine in irrationality.","Sescousse G, et al.","J Neurosci",2013,"gambling"
"Uncertainty exposure causes behavioural sensitization and increases risky decision-making in male rats: toward modelling gambling disorder.","Zeeb FD, et al.","J Psychiatry Neurosci",2017,"gambling"
"The effects of belief in good luck and counterfactual thinking on gambling behavior.","Kim SR, et al.","J Behav Addict",2015,"gambling"
"[Non-substance-elated addictive disorders: prevention and intervention strategies].","Wölfling K, et al.","MMW Fortschr Med",2016,"gambling"
"A potential link between gambling addiction severity and central dopamine levels: Evidence from spontaneous eye blink rates.","Mathar D, et al.","Sci Rep",2018,"gambling"
"Gambling Disorder and Concurrent Alcohol Use Disorder Treated With Naltrexone.","Lee JC, et al.","Prim Care Companion CNS Disord",2017,"gambling"
"The need for gambling disorder clinics in Wales.","Dymond S, et al.","Lancet",2020,"gambling"
"The Berlin Inventory of Gambling behavior - Screening (BIG-S): Validation using a clinical sample.","Wejbera M, et al.","BMC Psychiatry",2017,"gambling"
"Firearm ownership among young adults: Associations with impulsivity and impulse control disorders.","Grant JE, et al.","Ann Clin Psychiatry",2020,"gambling"
"Brief motivational feedback and cognitive behavioral interventions for prevention of disordered gambling: a randomized clinical trial.","Larimer ME, et al.","Addiction",2012,"gambling"
"Using Virtual Reality in the Treatment of Gambling Disorder: The Development of a New Tool for Cognitive Behavior Therapy.","Bouchard S, et al.","Front Psychiatry",2017,"gambling"
"Can Positive Social Perception and Reduced Stigma be a Problem in Sports Betting? A Qualitative Focus Group Study with Spanish Sports Bettors Undergoing Treatment for Gambling Disorder.","Lopez-Gonzalez H, et al.","J Gambl Stud",2019,"gambling"
"Relaxation Effect of Nature Sound Exposure on Gambling Disorder Patients: A Crossover Study.","Ochiai H, et al.","J Integr Complement Med",2023,"gambling"
"[Internet use and pathological internet engagement in a sample of college students].","Tsouvelas G, et al.","Psychiatriki",2011,"gambling"
"Casino gambling among older adults in North Dakota: a policy analysis.","Bjelde K, et al.","J Gambl Stud",2008,"gambling"
"A single session of repetitive transcranial magnetic stimulation of the prefrontal cortex reduces cue-induced craving in patients with gambling disorder.","Gay A, et al.","Eur Psychiatry",2017,"gambling"
"Bipolar disorder: Mixed episodes concomitant with gambling addiction.","Szota A, et al.","Aust N Z J Psychiatry",2014,"gambling"
"Gambling disorders among homeless persons with substance use disorders seeking treatment at a community center.","Shaffer HJ, et al.","Psychiatr Serv",2002,"gambling"
"Missouri casino self-excluders: distributions across time and space.","LaBrie RA, et al.","J Gambl Stud",2007,"gambling"
"GAMBLINGLESS: FOR LIFE study protocol: a pragmatic randomised trial of an online cognitive-behavioural programme for disordered gambling.","Merkouris SS, et al.","BMJ Open",2017,"gambling"
"Are There Differences in Disruptions of Reward Processing Between Substance Use Disorder and Gambling Disorder?-Reply.","Schellekens AF, et al.","JAMA Psychiatry",2017,"gambling"
"Response of Refractory Gambling Disorder to Intravenous Ketamine.","Grant JE, et al.","Prim Care Companion CNS Disord",2020,"gambling"
"There is (still) a global factor that underlies the PGSI: A reanalysis of Tseng, Flack, Caudwell, and Stevens (2023).","Tabri N, et al.","Addict Behav",2023,"gambling"
"[Ethical, Legal, and Social Issues (ELSI) in Gambling Disorder and Its Treatment].","Moriyama N.","Brain Nerve",2016,"gambling"
"Future-oriented mental time travel in individuals with disordered gambling.","Noël X, et al.","Conscious Cogn",2017,"gambling"
"Impulsivity and problem awareness predict therapy compliance and dropout from treatment for gambling disorder.","Jara-Rizzo MF, et al.","Adicciones",2019,"gambling"
"SCRATCH THAT!—Two case reports of scratch-card gambling disorder.","Raposo-Lima C, et al.","Addict Behav",2015,"gambling"
"Gambling addiction in China: a survey of Chinese psychiatrists.","Huang X, et al.","Int Psychiatry",2014,"gambling"
"White matter integrity between left basal ganglia and left prefrontal cortex is compromised in gambling disorder.","van Timmeren T, et al.","Addict Biol",2017,"gambling"
"Corrigendum to ""The association of cognitive distortions and the type of gambling in problematic and disordered gambling"" [Addictive Behaviors 108 (2020) 106445].","Orlowski S, et al.","Addict Behav",2021,"gambling"
"The influence of chronological age on cognitive biases and impulsivity levels in male patients with gambling disorder.","Granero R, et al.","J Behav Addict",2020,"gambling"
"Cognitive Inflexibility in Gamblers is Primarily Present in Reward-Related Decision Making.","Boog M, et al.","Front Hum Neurosci",2014,"gambling"
"Explicit and Implicit Emotional Expression in Gambling Disorder Measured by a Serious Game: A Pilot Study.","Guerrero-Vaca D, et al.","J Gambl Stud",2021,"gambling"
"Exploring the Relationship between Reward and Punishment Sensitivity and Gambling Disorder in a Clinical Sample: A Path Modeling Analysis.","Jiménez-Murcia S, et al.","J Gambl Stud",2017,"gambling"
"Cognitive and clinical correlates of resting-state fMRI in adults with gambling disorder.","Bouchard AE, et al.","Eur Neuropsychopharmacol",2023,"gambling"
"Corrigendum: Validation of the Spanish Version of the Yale Food Addiction Scale 2.0 (YFAS 2.0) and Clinical Correlates in a Sample of Eating Disorder, Gambling Disorder and Healthy Control Participants.","Granero R, et al.","Front Psychiatry",2018,"gambling"
"Self-perceptions of dispositional luck: relationship to DSM gambling symptoms, subjective enjoyment of gambling and treatment readiness.","Wohl MJ, et al.","Subst Use Misuse",2007,"gambling"
"Corrigendum to: Gambling disorder, increased mortality, suicidality, and associated comorbidity: A longitudinal nationwide register study.","Karlsson A, et al.","J Behav Addict",2023,"gambling"
"Pathological gambling associated with CADASIL: an unusual manifestation.","Plastino M, et al.","Neurol Sci",2015,"gambling"
"Casino tourism destinations: health risk for travellers with gambling disorder and related medical conditions.","Bonny-Noach H, et al.","J Travel Med",2021,"gambling"
"[Gambling disorder and imputability: from the nosographic revision to an expanded forensic assessment].","Anselmi N, et al.","Riv Psichiatr",2019,"gambling"
"Topiramate Combined with Cognitive Restructuring for the Treatment of Gambling Disorder: A Two-Center, Randomized, Double-Blind Clinical Trial.","de Brito AM, et al.","J Gambl Stud",2017,"gambling"
"Chasing losses in online poker and casino games: characteristics and game play of Internet gamblers at risk of disordered gambling.","Gainsbury SM, et al.","Psychiatry Res",2014,"gambling"
"Prevalence of pathological gambling in Switzerland after the opening of casinos and the introduction of new preventive legislation.","Bondolfi G, et al.","Acta Psychiatr Scand",2008,"gambling"
"Clinical, Psychopathological, and Personality Characteristics Associated with ADHD among Individuals Seeking Treatment for Gambling Disorder.","Aymamí N, et al.","Biomed Res Int",2015,"gambling"
"[Gambling addiction as a side effect of low dose pramipexole in the treatment of restless legs syndrome].","Lindström ES, et al.","Ugeskr Laeger",2022,"gambling"
"Updating and refining prevalence estimates of disordered gambling behaviour in the United States and Canada.","Shaffer HJ, et al.","Can J Public Health",2001,"gambling"
"Psychopharmacological treatment of obsessive-compulsive disorder comorbid with body dysmorphic disorder and pathological gambling disorder.","Pavlovic ZM.","J Neuropsychiatry Clin Neurosci",2011,"gambling"
"The rise of online sports betting, its fallout, and the onset of a new profile in gambling disorder: young people.","Barrera-Algarín E, et al.","J Addict Dis",2021,"gambling"
"Severity of gambling is associated with physical and emotional health in urban primary care patients.","Morasco BJ, et al.","Gen Hosp Psychiatry",2006,"gambling"
"Online Ludo: A Legal Conundrum and a Lurking Risk for Gambling Disorder.","Ghosh S, et al.","Indian J Psychol Med",2023,"gambling"
"Multiple Sessions of High-Frequency Repetitive Transcranial Magnetic Stimulation as a Potential Treatment for Gambling Addiction: A 3-Month, Feasibility Study.","Pettorruso M, et al.","Eur Addict Res",2020,"gambling"
"Prevalence and correlates of lifetime disordered gambling in Cambodian refugees residing in Long Beach, CA.","Marshall GN, et al.","J Immigr Minor Health",2009,"gambling"
"Who Are the Anonymous? Involvement and Predictors of Gamblers Anonymous Attendance Among Disordered Gamblers Presenting for Treatment.","McGrath DS, et al.","J Gambl Stud",2018,"gambling"
"Which Diagnostic Criteria are Most Useful in Discriminating Between Social Gamblers and Individuals with Gambling Problems? An Examination of DSM-IV and DSM-5 Criteria.","Temcheff CE, et al.","J Gambl Stud",2016,"gambling"
"When Does Premature Treatment Termination Occur? Examining Session-by-Session Dropout Among Clients with Gambling Disorder.","Pfund RA, et al.","J Gambl Stud",2018,"gambling"
"[Identification of gaming and gambling behavior in addiction treatment centers by the regional network on gaming and gambling addiction in Northern France].","Taquet P, et al.","Presse Med",2016,"gambling"
"The predictive capacity of DSM-5 symptom severity and impulsivity on response to cognitive-behavioral therapy for gambling disorder: A 2-year longitudinal study.","Mestre-Bach G, et al.","Eur Psychiatry",2019,"gambling"
"Is more better? A meta-analysis of dose and efficacy in face-to-face psychological treatments for problem and disordered gambling.","Pfund RA, et al.","Psychol Addict Behav",2020,"gambling"
"Corrigendum to 'Linking empathy to visuospatial perspective-taking in gambling addiction' Psychiatry Research 250 (2017) 177‒184.","Tomei A, et al.","Psychiatry Res",2020,"gambling"
"Registrar who took £67 000 from NHS to feed his gambling addiction can practise again.","Dyer C.","BMJ",2023,"gambling"
"Associations among the opioid receptor gene (OPRM1) A118G polymorphism, psychiatric symptoms, and quantitative EEG in Korean males with gambling disorder: A pilot study.","Kim KM, et al.","J Behav Addict",2019,"gambling"
"[Gambling addiction: always on the hunt for the next kicks].","Hügler S.","Dtsch Med Wochenschr",2012,"gambling"
"Association of temporal lobe epilepsy with gambling disorder in a patient with mild intellectual disability and autism spectrum disorder.","Tromans S, et al.","Seizure",2019,"gambling"
"Corrigendum: Phenotypes in Gambling Disorder Using Sociodemographic and Clinical Clustering Analysis: An Unidentified New Subtype?","Jiménez-Murcia S, et al.","Front Psychiatry",2019,"gambling"
"The relationship of impulsivity, sensation seeking, coping, and substance use in youth gamblers.","Nower L, et al.","Psychol Addict Behav",2004,"gambling"
"Pathological gambling secondary to brain trauma.","Blaszczynski A, et al.","J Gambl Stud",1991,"gambling"
"Prevalence and health correlates of gambling problems in substance abuse counselors.","Weinstock J, et al.","Am J Addict",2006,"gambling"
"[Analysis of behavior related to use of the Internet, mobile telephones, compulsive shopping and gambling among university students].","Ruiz-Olivares R, et al.","Adicciones",2010,"gambling"
"Problem gambling is not synonymous with gambling addiction: a comment on Blaszczynski (2005).","Marjot D.","Addiction",2006,"gambling"
"Commentary on Heirene & Gainsbury: Re-thinking prevention in the gambling field through applying the triad universal, selective and indicated preventions.","Luquiens A.","Addiction",2021,"gambling"
"Correction: treating gambling disorder with as needed administration of intranasal naloxone: a pilot study to evaluate acceptability, feasibility and outcomes.","[No authors listed]","BMJ Open",2019,"gambling"
"Pathological gambling. Current status and new treatments.","Kim SW, et al.","Minn Med",2002,"gambling"
"[Gambling addiction. When nothing helps...].","Davidson C, et al.","Krankenpfl Soins Infirm",2003,"gambling"
"[Diagnosis ""gambling addiction"": phenomenology, classification and therapy].","Grüsser SM, et al.","MMW Fortschr Med",2008,"gambling"
"[Gambling addiction: the psychopathological structure of game-circle].","Malygin VL, et al.","Zh Nevrol Psikhiatr Im S S Korsakova",2010,"gambling"
"Dopaminergic and clinical correlates of high-frequency repetitive transcranial magnetic stimulation in gambling addiction: a SPECT case study.","Pettorruso M, et al.","Addict Behav",2019,"gambling"
"[Gambling addiction of Dostoyevsky's heroes].","Lôrincz J.","Lege Artis Med",2010,"gambling"
"GAMBLING ADDICTION IN AN ADOLESCENT MALE.","HARRIS HI.","Psychoanal Q",1964,"gambling"
"Commentary on Graydon et al. (2019): Realistic simulations and nudging gambling policy.","Murch WS, et al.","Addiction",2019,"gambling"
"[Combination of gambling and alcohol addiction].","Buzik OZh.","Zh Nevrol Psikhiatr Im S S Korsakova",2007,"gambling"
"Health tips. Recognizing a gambling addiction.","[No authors listed]","Mayo Clin Health Lett",2000,"gambling"
"Commentary on Markham et al. (2014): Huffing and puffing our way to accurate gambling-related harm prevalence estimates.","Hodgins DC.","Addiction",2014,"gambling"
"Using STN DBS and medication reduction as a strategy to treat pathological gambling in Parkinson's disease.","Bandini F, et al.","Parkinsonism Relat Disord",2007,"gambling"
"Potential Causal Influence of Neighborhood Disadvantage on Disordered Gambling: Evidence From a Multilevel Discordant Twin Design.","Slutske WS, et al.","Clin Psychol Sci",2019,"gambling"
"Gender Invariance of the Gambling Behavior Scale for Adolescents (GBS-A): An Analysis of Differential Item Functioning Using Item Response Theory.","Donati MA, et al.","Front Psychol",2017,"gambling"
"Clinical features and treatment prognosis of pathological gamblers with and without recent gambling-related illegal behavior.","Ledgerwood DM, et al.","J Am Acad Psychiatry Law",2007,"gambling"
"Response to commentaries on: Clarifying gambling subtypes: the revised pathways model of problem gambling.","Nower L, et al.","Addiction",2022,"gambling"
"The pharmacological management of gambling disorder: if, when, and how.","Pettorruso M, et al.","Expert Opin Pharmacother",2023,"gambling"
"Does DRD2 Taq1A Mediate Aripiprazole-Induced Gambling Disorder? A Pharmacogenetic Hypothesis.","Miuli A, et al.","Front Psychiatry",2020,"gambling"
"Behavioral Addictions as Mental Disorders: To Be or Not To Be?","Petry NM, et al.","Annu Rev Clin Psychol",2018,"gambling"
"Current Addiction in Youth: Online Sports Betting.","Aragay N, et al.","Front Psychiatry",2021,"gambling"
"Network Analysis of the Structure of the Core Symptoms and Clinical Correlates in Comorbid Schizophrenia and Gambling Disorder.","Granero R, et al.","Int J Ment Health Addict",2022,"gambling"
"Positive Illusions: The Role of Cognitive Distortions Related to Gambling and Temporal Perspective in Chasing Behavior.","Nigro G, et al.","J Gambl Stud",2022,"gambling"
"Gambling, disordered gambling and their association with major depression and substance use: a web-based cohort and twin-sibling study.","Blanco C, et al.","Psychol Med",2012,"gambling"
"Taking a gamble.","Wallis L.","Nurs Stand",2006,"gambling"
"Mindfulness and Cognitive Training in a CBT-resistant Patient With Gambling Disorder: A Combined Therapy to Enhance Self-control.","von Hammerstein C, et al.","J Addict Med",2018,"gambling"
"Gambling problems among Lebanese adults: Arabic-Language version of the South Oaks Gambling Screen (SOGS) scale validation and correlates.","Haddad P, et al.","BMC Psychol",2022,"gambling"
"Gambling disorder during dopamine replacement treatment in Parkinson's disease: a comprehensive review.","Pirritano D, et al.","Biomed Res Int",2014,"gambling"
"Pathological gambling. Identification and treatment.","Ozga D, et al.","J Psychosoc Nurs Ment Health Serv",2002,"gambling"
"The Holistic Recovery Capital in Gambling Disorder index: A pilot study.","Gavriel-Fried B, et al.","J Behav Addict",2022,"gambling"
"The Contribution of Sex, Personality Traits, Age of Onset and Disorder Duration to Behavioral Addictions.","Valero-Solís S, et al.","Front Psychiatry",2018,"gambling"
"Crisis, What Crisis? The Effect of Economic Crises on Spending on Online and Offline Gambling in Spain: Implications for Preventing Gambling Disorder.","Chóliz M.","Int J Environ Res Public Health",2023,"gambling"
"The neural basis of gambling disorder: An activation likelihood estimation meta-analysis.","Raimo S, et al.","Neurosci Biobehav Rev",2021,"gambling"
"What Can be Done to Reduce the Public Stigma of Gambling Disorder? Lessons from Other Stigmatised Conditions.","Brown KL, et al.","J Gambl Stud",2020,"gambling"
"Neural correlates of cognitive control in gambling disorder: a systematic review of fMRI studies.","Moccia L, et al.","Neurosci Biobehav Rev",2017,"gambling"
"Parental bonding in subjects with pathological gambling disorder compared with healthy controls.","Villalta L, et al.","Psychiatr Q",2015,"gambling"
"The modulation of acute stress on model-free and model-based reinforcement learning in gambling disorder.","Wyckmans F, et al.","J Behav Addict",2022,"gambling"
"Discounting delayed monetary rewards and decision making in behavioral addictions - A comparison between patients with gambling disorder and internet gaming disorder.","Wölfling K, et al.","Addict Behav",2020,"gambling"
"Big Five personality traits and alcohol, nicotine, cannabis, and gambling disorder comorbidity.","Dash GF, et al.","Psychol Addict Behav",2019,"gambling"
"Women and gambling disorder: Assessing dropouts and relapses in cognitive behavioral group therapy.","Baño M, et al.","Addict Behav",2021,"gambling"
"Decision-Making in Gambling Disorder, Problematic Pornography Use, and Binge-Eating Disorder: Similarities and Differences.","Mestre-Bach G, et al.","Curr Behav Neurosci Rep",2020,"gambling"
"Youth and gambling disorder: What about criminal behavior?","Mestre-Bach G, et al.","Addict Behav",2021,"gambling"
"Segmenting Chinese Gamblers Based on Gambling Forms: A Latent Class Analysis.","Nong SZ, et al.","J Gambl Stud",2020,"gambling"
"Cold pressor pain and gambling disorder: implications for the opioid system.","Grant JE, et al.","CNS Spectr",2020,"gambling"
"Online gaming and gaming disorder: more than just a trivial pursuit.","Columb D, et al.","Ir J Psychol Med",2022,"gambling"
"A text comprehension approach to questionnaire readability: An example using gambling disorder measures.","Peter SC, et al.","Psychol Assess",2018,"gambling"
"Geriatric gambling disorder: challenges in clinical assessment.","Smith M, et al.","Int Psychogeriatr",2017,"gambling"
"Commentary on Murch et al. (2020): 'When viewing is already gambling'-the need for eye-tracking research to examine sports betting cue-reactivity.","Brevers D.","Addiction",2020,"gambling"
"Psychological Distress as an Indicator of Co-Occurring Psychopathology among Treatment-Seeking Disordered Gamblers.","Pfund RA, et al.","J Gambl Stud",2017,"gambling"
"Piloting the addition of contingency management to best practice counselling as an adjunct treatment for rural and remote disordered gamblers: study protocol.","Christensen DR, et al.","BMJ Open",2018,"gambling"
"One-year follow-up of subsyndromal gambling disorder in non-treatment-seeking young adults.","Grant JE, et al.","Ann Clin Psychiatry",2014,"gambling"
"Discrete Roles for Impulsivity and Compulsivity in Gambling Disorder.","Mestre-Bach G, et al.","Front Psychiatry",2021,"gambling"
"Eating disorder in gambling disorder: A group with increased psychopathology.","Lemón L, et al.","J Behav Addict",2021,"gambling"
"The intersection of obesity and the longitudinal course of problem gambling.","Leppink EW, et al.","Psychiatry Res",2016,"gambling"
"Pharmacotherapy and group cognitive behavioral therapy enhance follow-up treatment duration in gambling disorder patients.","Choi SW, et al.","Ann Gen Psychiatry",2016,"gambling"
"Mediational Role of Age of Onset in Gambling Disorder, a Path Modeling Analysis.","Jiménez-Murcia S, et al.","J Gambl Stud",2016,"gambling"
"Challenges and Opportunities in Animal Models of Gambling-like Behavior.","Vonder Haar C.","Curr Opin Behav Sci",2020,"gambling"
"Racial/ethnic variation in the reliability of DSM-IV pathological gambling disorder.","Cunningham-Williams RM, et al.","J Nerv Ment Dis",2007,"gambling"
"Underlying Mechanisms Involved in Gambling Disorder Severity: A Pathway Analysis Considering Genetic, Psychosocial, and Clinical Variables.","Solé-Morata N, et al.","Nutrients",2023,"gambling"
"Identifying Associated Factors for Illegal Acts among Patients with Gambling Disorder and ADHD.","Vintró-Alcaraz C, et al.","J Gambl Stud",2022,"gambling"
"Amygdala volume is associated with risky probability cognition in gambling disorder.","Takeuchi H, et al.","Addict Biol",2019,"gambling"
"The relevance of personality traits in impulsivity-related disorders: From substance use disorders and gambling disorder to bulimia nervosa.","Del Pino-Gutiérrez A, et al.","J Behav Addict",2017,"gambling"
"Electronic gaming machines and gambling disorder: A cross-cultural comparison between treatment-seeking subjects from Brazil and the United States.","Medeiros GC, et al.","Psychiatry Res",2015,"gambling"
"Behavioral couples therapy versus cognitive behavioral therapy for problem gambling: a randomized controlled trial.","Nilsson A, et al.","Addiction",2020,"gambling"
"Client's Experiences Using a Location-Based Technology ICT System during Gambling Treatments' Crucial Components: A Qualitative Study.","Diaz-Sanahuja L, et al.","Int J Environ Res Public Health",2022,"gambling"
"Longitudinal Assessment of a Manualized Group Treatment Program for Gambling Disorder: The Ohio Problem Gambling Treatment Model for Adults with Co-Occurring Disorders.","Kruse-Diehr AJ, et al.","J Gambl Stud",2022,"gambling"
"Gambling Disorder and comorbid PTSD: A systematic review of empirical research.","Moore LH 3rd, et al.","Addict Behav",2021,"gambling"
"Framing effects on financial and health problems in gambling disorder.","Takeuchi H, et al.","Addict Behav",2020,"gambling"
"Gambling disorder and comorbid behavioral addictions: Demographic, clinical, and personality correlates.","Tang KTY, et al.","Psychiatry Res",2020,"gambling"
"Gambling disorder in adolescents: what do we know about this social problem and its consequences?","Ferrara P, et al.","Ital J Pediatr",2018,"gambling"
"A Comparison of Self-Reported Impulsivity in Gambling Disorder and Bipolar Disorder.","Shakeel MK, et al.","J Gambl Stud",2019,"gambling"
"Gambling disorder and obsessive-compulsive personality disorder: A frequent but understudied comorbidity.","Medeiros GC, et al.","J Behav Addict",2018,"gambling"
"When do gamblers help themselves? Self-discontinuity increases self-directed change over time.","Kim HS, et al.","Addict Behav",2017,"gambling"
"High Recreational Gamblers Show Increased Stimulatory Effects of an Acute Laboratory Gambling Challenge.","Miller L, et al.","J Gambl Stud",2021,"gambling"
"Transdiagnostic variations in impulsivity and compulsivity in obsessive-compulsive disorder and gambling disorder correlate with effective connectivity in cortical-striatal-thalamic-cortical circuits.","Parkes L, et al.","Neuroimage",2019,"gambling"
"Behavioral addictions in addiction medicine: from mechanisms to practical considerations.","Banz BC, et al.","Prog Brain Res",2016,"gambling"
"Trait and neurobiological underpinnings of negative emotion regulation in gambling disorder.","Navas JF, et al.","Addiction",2017,"gambling"
"Emotion regulation-enhanced group treatment for gambling disorder: a non-randomized pilot trial.","Månsson V, et al.","BMC Psychiatry",2022,"gambling"
"The impact of self-stigma on self-esteem among persons with different mental disorders.","Park K, et al.","Int J Soc Psychiatry",2019,"gambling"
